scope,method,k,n_query,n_gallery,hit_at_k,recall_at_k,precision_enrichment,mean_best_positive_rank
compound_to_compound,Structure feature baseline,50,11578,11577,0.09872171359474866,0.01108999827258594,2.5677782000345486,875.4302124719295
compound_to_compound,CGP-Align entity,50,11578,11577,0.14734841941613405,0.020582138538607707,4.765588357229228,702.6165140784246
compound_to_compound,CGP entity -> profile anchor,50,11578,11577,0.19087925375712558,0.03783900500950078,8.76124321989981,821.677146311971
