source_file,relation_universe,selected_sources,n_edges_in_selected_sources,n_top_intersections_plotted
data/cgp_cpg_full_motive_edges/compound_target_edges.csv.gz,mapped compound-gene edge universe,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,39421,10
