method_key,method_label,n_independent_runs,mean_top10,sd_top10,label,label_x
cgp_align_main,CGP-Align,3,0.7112953367875647,0.00606588390223298,71.1%,0.7242953367875647
matched_molformer_smiles,SMILES-LM profile (MoLFormer),3,0.6076610813612023,0.00787487815852109,60.8%,0.6206610813612023
matched_chemberta_smiles,SMILES-LM profile (ChemBERTa),3,0.5859158173547532,0.00325102909770373,58.6%,0.5989158173547532
matched_rdkit_morgan,Fingerprint-profile baseline,3,0.5620645477054182,0.00853992082647353,56.2%,0.5750645477054183
