entity_index,num_replicates,modality
29266,8,Compound
29267,4,Compound
29268,5,Compound
29269,8,Compound
29270,5,Compound
29271,4,Compound
29272,4,Compound
29273,7,Compound
29274,4,Compound
29275,7,Compound
29276,2,Compound
29277,13,Compound
29278,4,Compound
29279,4,Compound
29280,7,Compound
29281,5,Compound
29282,5,Compound
29283,7,Compound
29284,5,Compound
29285,7,Compound
29286,7,Compound
29287,2,Compound
29288,7,Compound
29289,8,Compound
29290,4,Compound
29291,5,Compound
29292,8,Compound
29293,5,Compound
29294,7,Compound
29295,4,Compound
29296,5,Compound
29297,3,Compound
29298,7,Compound
29299,5,Compound
29300,7,Compound
29301,4,Compound
29302,3,Compound
29303,7,Compound
29304,3,Compound
29305,4,Compound
29306,4,Compound
29307,7,Compound
29308,4,Compound
29309,3,Compound
29310,5,Compound
29311,6,Compound
29312,10,Compound
29313,5,Compound
29314,3,Compound
29315,4,Compound
29316,7,Compound
29317,8,Compound
29318,5,Compound
29319,3,Compound
29320,3,Compound
29321,4,Compound
29322,3,Compound
29323,12,Compound
29324,6,Compound
29325,8,Compound
29326,5,Compound
29327,5,Compound
29328,8,Compound
29329,4,Compound
29330,9,Compound
29331,8,Compound
29332,8,Compound
29333,5,Compound
29334,5,Compound
29335,7,Compound
29336,3,Compound
29337,4,Compound
29338,4,Compound
29339,4,Compound
29340,4,Compound
29341,4,Compound
29342,8,Compound
29343,7,Compound
29344,8,Compound
29345,6,Compound
29346,4,Compound
29347,4,Compound
29348,3,Compound
29349,5,Compound
29350,7,Compound
29351,5,Compound
29352,8,Compound
29353,7,Compound
29354,13,Compound
29355,6,Compound
29356,5,Compound
29357,3,Compound
29358,33,Compound
29359,4,Compound
29360,5,Compound
29361,3,Compound
29362,5,Compound
29363,3,Compound
29364,7,Compound
29365,5,Compound
29366,4,Compound
29367,4,Compound
29368,4,Compound
29369,7,Compound
29370,5,Compound
29371,3,Compound
29372,5,Compound
29373,5,Compound
29374,5,Compound
29375,7,Compound
29376,3,Compound
29377,8,Compound
29378,8,Compound
29379,3,Compound
29380,7,Compound
29381,4,Compound
29382,5,Compound
29383,5,Compound
29384,4,Compound
29385,7,Compound
29386,3,Compound
29387,5,Compound
29388,5,Compound
29389,8,Compound
29390,5,Compound
29391,4,Compound
29392,26,Compound
29393,4,Compound
29394,4,Compound
29395,4,Compound
29396,5,Compound
29397,8,Compound
29398,3,Compound
29399,7,Compound
29400,5,Compound
29401,5,Compound
29402,7,Compound
29403,5,Compound
29404,4,Compound
29405,5,Compound
29406,4,Compound
29407,3,Compound
29408,4,Compound
29409,7,Compound
29410,5,Compound
29411,4,Compound
29412,5,Compound
29413,4,Compound
29414,4,Compound
29415,8,Compound
29416,7,Compound
29417,3,Compound
29418,8,Compound
29419,5,Compound
29420,7,Compound
29421,5,Compound
29422,5,Compound
29423,5,Compound
29424,6,Compound
29425,4,Compound
29426,8,Compound
29427,10,Compound
29428,7,Compound
29429,5,Compound
29430,22,Compound
29431,6,Compound
29432,4,Compound
29433,3,Compound
29434,5,Compound
29435,4,Compound
29436,6,Compound
29437,5,Compound
29438,5,Compound
29439,7,Compound
29440,11,Compound
29441,4,Compound
29442,4,Compound
29443,7,Compound
29444,5,Compound
29445,10,Compound
29446,7,Compound
29447,4,Compound
29448,5,Compound
29449,4,Compound
29450,7,Compound
29451,3,Compound
29452,8,Compound
29453,3,Compound
29454,7,Compound
29455,7,Compound
29456,7,Compound
29457,5,Compound
29458,4,Compound
29459,7,Compound
29460,4,Compound
29461,7,Compound
29462,7,Compound
29463,4,Compound
29464,4,Compound
29465,8,Compound
29466,5,Compound
29467,5,Compound
29468,10,Compound
29469,8,Compound
29470,5,Compound
29471,8,Compound
29472,4,Compound
29473,5,Compound
29474,13,Compound
29475,7,Compound
29476,4,Compound
29477,4,Compound
29478,4,Compound
29479,5,Compound
29480,5,Compound
29481,5,Compound
29482,4,Compound
29483,3,Compound
29484,5,Compound
29485,7,Compound
29486,5,Compound
29487,5,Compound
29488,7,Compound
29489,8,Compound
29490,11,Compound
29491,7,Compound
29492,4,Compound
29493,2,Compound
29494,7,Compound
29495,5,Compound
29496,20,Compound
29497,4,Compound
29498,8,Compound
29499,4,Compound
29500,8,Compound
29501,6,Compound
29502,7,Compound
29503,5,Compound
29504,10,Compound
29505,3,Compound
29506,5,Compound
29507,3,Compound
29508,4,Compound
29509,3,Compound
29510,3,Compound
29511,3,Compound
29512,7,Compound
29513,4,Compound
29514,3,Compound
29515,4,Compound
29516,3,Compound
29517,8,Compound
29518,4,Compound
29519,3,Compound
29520,5,Compound
29521,4,Compound
29522,4,Compound
29523,6,Compound
29524,4,Compound
29525,7,Compound
29526,4,Compound
29527,4,Compound
29528,4,Compound
29529,4,Compound
29530,8,Compound
29531,4,Compound
29532,5,Compound
29533,3,Compound
29534,5,Compound
29535,3,Compound
29536,5,Compound
29537,4,Compound
29538,5,Compound
29539,8,Compound
29540,10,Compound
29541,5,Compound
29542,3,Compound
29543,7,Compound
29544,4,Compound
29545,8,Compound
29546,4,Compound
29547,7,Compound
29548,3,Compound
29549,4,Compound
29550,5,Compound
29551,3,Compound
29552,6,Compound
29553,5,Compound
29554,4,Compound
29555,8,Compound
29556,4,Compound
29557,4,Compound
29558,4,Compound
29559,4,Compound
29560,11,Compound
29561,4,Compound
29562,4,Compound
29563,7,Compound
29564,7,Compound
29565,3,Compound
29566,5,Compound
29567,4,Compound
29568,5,Compound
29569,11,Compound
29570,5,Compound
29571,10,Compound
29572,4,Compound
29573,5,Compound
29574,7,Compound
29575,6,Compound
29576,3,Compound
29577,7,Compound
29578,4,Compound
29579,3,Compound
29580,3,Compound
29581,8,Compound
29582,8,Compound
29583,5,Compound
29584,8,Compound
29585,5,Compound
29586,3,Compound
29587,4,Compound
29588,4,Compound
29589,3,Compound
29590,5,Compound
29591,4,Compound
29592,5,Compound
29593,5,Compound
29594,3,Compound
29595,3,Compound
29596,4,Compound
29597,7,Compound
29598,5,Compound
29599,5,Compound
29600,9,Compound
29601,5,Compound
29602,4,Compound
29603,5,Compound
29604,8,Compound
29605,8,Compound
29606,3,Compound
29607,4,Compound
29608,7,Compound
29609,4,Compound
29610,5,Compound
29611,6,Compound
29612,7,Compound
29613,171,Compound
29614,8,Compound
29615,4,Compound
29616,7,Compound
29617,3,Compound
29618,7,Compound
29619,6,Compound
29620,5,Compound
29621,9,Compound
29622,5,Compound
29623,6,Compound
29624,4,Compound
29625,4,Compound
29626,4,Compound
29627,5,Compound
29628,4,Compound
29629,7,Compound
29630,4,Compound
29631,7,Compound
29632,8,Compound
29633,3,Compound
29634,5,Compound
29635,7,Compound
29636,4,Compound
29637,5,Compound
29638,7,Compound
29639,4,Compound
29640,5,Compound
29641,5,Compound
29642,3,Compound
29643,7,Compound
29644,3,Compound
29645,4,Compound
29646,4,Compound
29647,7,Compound
29648,4,Compound
29649,4,Compound
29650,4,Compound
29651,4,Compound
29652,5,Compound
29653,9,Compound
29654,5,Compound
29655,5,Compound
29656,3,Compound
29657,8,Compound
29658,3,Compound
29659,3,Compound
29660,4,Compound
29661,4,Compound
29662,6,Compound
29663,7,Compound
29664,7,Compound
29665,5,Compound
29666,9,Compound
29667,5,Compound
29668,6,Compound
29669,8,Compound
29670,5,Compound
29671,7,Compound
29672,4,Compound
29673,4,Compound
29674,3,Compound
29675,4,Compound
29676,4,Compound
29677,3,Compound
29678,5,Compound
29679,5,Compound
29680,7,Compound
29681,5,Compound
29682,7,Compound
29683,4,Compound
29684,4,Compound
29685,7,Compound
29686,2,Compound
29687,4,Compound
29688,4,Compound
29689,4,Compound
29690,4,Compound
29691,5,Compound
29692,4,Compound
29693,4,Compound
29694,7,Compound
29695,7,Compound
29696,140,Compound
29697,3,Compound
29698,5,Compound
29699,4,Compound
29700,7,Compound
29701,3,Compound
29702,7,Compound
29703,3,Compound
29704,4,Compound
29705,4,Compound
29706,5,Compound
29707,3,Compound
29708,4,Compound
29709,5,Compound
29710,8,Compound
29711,4,Compound
29712,8,Compound
29713,7,Compound
29714,7,Compound
29715,4,Compound
29716,5,Compound
29717,5,Compound
29718,8,Compound
29719,7,Compound
29720,4,Compound
29721,10,Compound
29722,7,Compound
29723,3,Compound
29724,3,Compound
29725,5,Compound
29726,7,Compound
29727,8,Compound
29728,3,Compound
29729,3,Compound
29730,3,Compound
29731,4,Compound
29732,4,Compound
29733,3,Compound
29734,3,Compound
29735,4,Compound
29736,4,Compound
29737,3,Compound
29738,4,Compound
29739,4,Compound
29740,4,Compound
29741,4,Compound
29742,5,Compound
29743,3,Compound
29744,8,Compound
29745,7,Compound
29746,7,Compound
29747,7,Compound
29748,3,Compound
29749,4,Compound
29750,3,Compound
29751,3,Compound
29752,6,Compound
29753,4,Compound
29754,9,Compound
29755,7,Compound
29756,4,Compound
29757,8,Compound
29758,3,Compound
29759,4,Compound
29760,8,Compound
29761,3,Compound
29762,4,Compound
29763,3,Compound
29764,4,Compound
29765,5,Compound
29766,5,Compound
29767,4,Compound
29768,8,Compound
29769,4,Compound
29770,4,Compound
29771,3,Compound
29772,5,Compound
29773,4,Compound
29774,4,Compound
29775,6,Compound
29776,5,Compound
29777,8,Compound
29778,4,Compound
29779,3,Compound
29780,4,Compound
29781,4,Compound
29782,5,Compound
29783,7,Compound
29784,3,Compound
29785,5,Compound
29786,4,Compound
29787,4,Compound
29788,6,Compound
29789,7,Compound
29790,4,Compound
29791,4,Compound
29792,3,Compound
29793,143,Compound
29794,7,Compound
29795,2,Compound
29796,5,Compound
29797,3,Compound
29798,5,Compound
29799,5,Compound
29800,3,Compound
29801,4,Compound
29802,5,Compound
29803,6,Compound
29804,7,Compound
29805,3,Compound
29806,4,Compound
29807,5,Compound
29808,3,Compound
29809,4,Compound
29810,4,Compound
29811,3,Compound
29812,3,Compound
29813,7,Compound
29814,7,Compound
29815,4,Compound
29816,8,Compound
29817,4,Compound
29818,4,Compound
29819,7,Compound
29820,5,Compound
29821,3,Compound
29822,3,Compound
29823,3,Compound
29824,4,Compound
29825,5,Compound
29826,4,Compound
29827,4,Compound
29828,3,Compound
29829,7,Compound
29830,5,Compound
29831,5,Compound
29832,5,Compound
29833,4,Compound
29834,8,Compound
29835,4,Compound
29836,3,Compound
29837,7,Compound
29838,154,Compound
29839,8,Compound
29840,5,Compound
29841,5,Compound
29842,6,Compound
29843,4,Compound
29844,3,Compound
29845,4,Compound
29846,5,Compound
29847,6,Compound
29848,3,Compound
29849,7,Compound
29850,3,Compound
29851,5,Compound
29852,5,Compound
29853,3,Compound
29854,6,Compound
29855,5,Compound
29856,5,Compound
29857,6,Compound
29858,5,Compound
29859,4,Compound
29860,7,Compound
29861,7,Compound
29862,5,Compound
29863,4,Compound
29864,3,Compound
29865,8,Compound
29866,8,Compound
29867,7,Compound
29868,3,Compound
29869,3,Compound
29870,8,Compound
29871,5,Compound
29872,4,Compound
29873,8,Compound
29874,4,Compound
29875,5,Compound
29876,3,Compound
29877,4,Compound
29878,5,Compound
29879,3,Compound
29880,5,Compound
29881,3,Compound
29882,3,Compound
29883,7,Compound
29884,3,Compound
29885,3,Compound
29886,5,Compound
29887,5,Compound
29888,5,Compound
29889,7,Compound
29890,8,Compound
29891,4,Compound
29892,3,Compound
29893,10,Compound
29894,4,Compound
29895,5,Compound
29896,5,Compound
29897,4,Compound
29898,5,Compound
29899,6,Compound
29900,4,Compound
29901,7,Compound
29902,3,Compound
29903,3,Compound
29904,4,Compound
29905,7,Compound
29906,5,Compound
29907,9,Compound
29908,4,Compound
29909,8,Compound
29910,5,Compound
29911,5,Compound
29912,7,Compound
29913,5,Compound
29914,7,Compound
29915,5,Compound
29916,5,Compound
29917,6,Compound
29918,7,Compound
29919,3,Compound
29920,4,Compound
29921,7,Compound
29922,5,Compound
29923,4,Compound
29924,7,Compound
29925,5,Compound
29926,4,Compound
29927,7,Compound
29928,8,Compound
29929,4,Compound
29930,8,Compound
29931,6,Compound
29932,4,Compound
29933,5,Compound
29934,4,Compound
29935,3,Compound
29936,7,Compound
29937,5,Compound
29938,8,Compound
29939,4,Compound
29940,7,Compound
29941,3,Compound
29942,3,Compound
29943,8,Compound
29944,4,Compound
29945,3,Compound
29946,8,Compound
29947,5,Compound
29948,5,Compound
29949,7,Compound
29950,4,Compound
29951,7,Compound
29952,3,Compound
29953,8,Compound
29954,6,Compound
29955,5,Compound
29956,6,Compound
29957,4,Compound
29958,4,Compound
29959,4,Compound
29960,5,Compound
29961,3,Compound
29962,5,Compound
29963,5,Compound
29964,6,Compound
29965,5,Compound
29966,5,Compound
29967,4,Compound
29968,4,Compound
29969,4,Compound
29970,5,Compound
29971,6,Compound
29972,8,Compound
29973,8,Compound
29974,2,Compound
29975,4,Compound
29976,7,Compound
29977,4,Compound
29978,3,Compound
29979,7,Compound
29980,4,Compound
29981,4,Compound
29982,3,Compound
29983,5,Compound
29984,6,Compound
29985,4,Compound
29986,5,Compound
29987,3,Compound
29988,3,Compound
29989,5,Compound
29990,4,Compound
29991,4,Compound
29992,8,Compound
29993,4,Compound
29994,8,Compound
29995,8,Compound
29996,8,Compound
29997,5,Compound
29998,7,Compound
29999,7,Compound
30000,8,Compound
30001,7,Compound
30002,2,Compound
30003,3,Compound
30004,5,Compound
30005,3,Compound
30006,8,Compound
30007,5,Compound
30008,3,Compound
30009,10,Compound
30010,4,Compound
30011,4,Compound
30012,5,Compound
30013,5,Compound
30014,3,Compound
30015,4,Compound
30016,3,Compound
30017,4,Compound
30018,5,Compound
30019,8,Compound
30020,4,Compound
30021,4,Compound
30022,4,Compound
30023,7,Compound
30024,5,Compound
30025,4,Compound
30026,8,Compound
30027,3,Compound
30028,10,Compound
30029,4,Compound
30030,6,Compound
30031,8,Compound
30032,3,Compound
30033,7,Compound
30034,3,Compound
30035,4,Compound
30036,7,Compound
30037,7,Compound
30038,4,Compound
30039,7,Compound
30040,5,Compound
30041,5,Compound
30042,6,Compound
30043,3,Compound
30044,5,Compound
30045,8,Compound
30046,4,Compound
30047,4,Compound
30048,3,Compound
30049,5,Compound
30050,5,Compound
30051,9,Compound
30052,3,Compound
30053,4,Compound
30054,5,Compound
30055,7,Compound
30056,7,Compound
30057,4,Compound
30058,3,Compound
30059,4,Compound
30060,3,Compound
30061,3,Compound
30062,7,Compound
30063,9,Compound
30064,4,Compound
30065,3,Compound
30066,4,Compound
30067,3,Compound
30068,3,Compound
30069,4,Compound
30070,8,Compound
30071,16,Compound
30072,6,Compound
30073,4,Compound
30074,8,Compound
30075,5,Compound
30076,4,Compound
30077,4,Compound
30078,4,Compound
30079,7,Compound
30080,5,Compound
30081,8,Compound
30082,5,Compound
30083,7,Compound
30084,3,Compound
30085,4,Compound
30086,4,Compound
30087,5,Compound
30088,4,Compound
30089,7,Compound
30090,7,Compound
30091,3,Compound
30092,4,Compound
30093,7,Compound
30094,5,Compound
30095,7,Compound
30096,5,Compound
30097,7,Compound
30098,5,Compound
30099,7,Compound
30100,7,Compound
30101,4,Compound
30102,6,Compound
30103,3,Compound
30104,5,Compound
30105,5,Compound
30106,4,Compound
30107,5,Compound
30108,5,Compound
30109,7,Compound
30110,7,Compound
30111,5,Compound
30112,5,Compound
30113,7,Compound
30114,5,Compound
30115,5,Compound
30116,3,Compound
30117,3,Compound
30118,5,Compound
30119,7,Compound
30120,4,Compound
30121,7,Compound
30122,7,Compound
30123,5,Compound
30124,5,Compound
30125,5,Compound
30126,4,Compound
30127,4,Compound
30128,4,Compound
30129,8,Compound
30130,7,Compound
30131,7,Compound
30132,8,Compound
30133,10,Compound
30134,8,Compound
30135,5,Compound
30136,5,Compound
30137,8,Compound
30138,5,Compound
30139,4,Compound
30140,4,Compound
30141,9,Compound
30142,7,Compound
30143,8,Compound
30144,3,Compound
30145,3,Compound
30146,4,Compound
30147,3,Compound
30148,5,Compound
30149,5,Compound
30150,4,Compound
30151,7,Compound
30152,8,Compound
30153,4,Compound
30154,4,Compound
30155,4,Compound
30156,7,Compound
30157,5,Compound
30158,7,Compound
30159,8,Compound
30160,7,Compound
30161,3,Compound
30162,4,Compound
30163,5,Compound
30164,5,Compound
30165,3,Compound
30166,7,Compound
30167,4,Compound
30168,5,Compound
30169,5,Compound
30170,4,Compound
30171,7,Compound
30172,8,Compound
30173,4,Compound
30174,5,Compound
30175,7,Compound
30176,5,Compound
30177,7,Compound
30178,5,Compound
30179,4,Compound
30180,7,Compound
30181,5,Compound
30182,3,Compound
30183,4,Compound
30184,7,Compound
30185,4,Compound
30186,5,Compound
30187,4,Compound
30188,4,Compound
30189,7,Compound
30190,3,Compound
30191,4,Compound
30192,3,Compound
30193,7,Compound
30194,6,Compound
30195,8,Compound
30196,4,Compound
30197,4,Compound
30198,4,Compound
30199,4,Compound
30200,5,Compound
30201,5,Compound
30202,7,Compound
30203,3,Compound
30204,5,Compound
30205,5,Compound
30206,7,Compound
30207,5,Compound
30208,5,Compound
30209,8,Compound
30210,4,Compound
30211,7,Compound
30212,7,Compound
30213,4,Compound
30214,8,Compound
30215,4,Compound
30216,5,Compound
30217,5,Compound
30218,4,Compound
30219,4,Compound
30220,5,Compound
30221,7,Compound
30222,6,Compound
30223,8,Compound
30224,8,Compound
30225,2,Compound
30226,8,Compound
30227,6,Compound
30228,5,Compound
30229,4,Compound
30230,7,Compound
30231,6,Compound
30232,6,Compound
30233,4,Compound
30234,7,Compound
30235,4,Compound
30236,5,Compound
30237,5,Compound
30238,7,Compound
30239,7,Compound
30240,3,Compound
30241,8,Compound
30242,4,Compound
30243,12,Compound
30244,3,Compound
30245,3,Compound
30246,10,Compound
30247,7,Compound
30248,7,Compound
30249,5,Compound
30250,8,Compound
30251,5,Compound
30252,4,Compound
30253,8,Compound
30254,3,Compound
30255,3,Compound
30256,4,Compound
30257,4,Compound
30258,3,Compound
30259,5,Compound
30260,8,Compound
30261,7,Compound
30262,9,Compound
30263,5,Compound
30264,7,Compound
30265,7,Compound
30266,7,Compound
30267,5,Compound
30268,8,Compound
30269,4,Compound
30270,3,Compound
30271,7,Compound
30272,7,Compound
30273,5,Compound
30274,5,Compound
30275,5,Compound
30276,7,Compound
30277,7,Compound
30278,4,Compound
30279,8,Compound
30280,5,Compound
30281,3,Compound
30282,7,Compound
30283,3,Compound
30284,12,Compound
30285,4,Compound
30286,4,Compound
30287,3,Compound
30288,5,Compound
30289,10,Compound
30290,8,Compound
30291,4,Compound
30292,6,Compound
30293,5,Compound
30294,4,Compound
30295,5,Compound
30296,5,Compound
30297,7,Compound
30298,6,Compound
30299,5,Compound
30300,7,Compound
30301,5,Compound
30302,4,Compound
30303,5,Compound
30304,4,Compound
30305,5,Compound
30306,8,Compound
30307,5,Compound
30308,9,Compound
30309,6,Compound
30310,5,Compound
30311,3,Compound
30312,7,Compound
30313,7,Compound
30314,3,Compound
30315,4,Compound
30316,5,Compound
30317,8,Compound
30318,4,Compound
30319,8,Compound
30320,8,Compound
30321,5,Compound
30322,3,Compound
30323,4,Compound
30324,4,Compound
30325,3,Compound
30326,9,Compound
30327,5,Compound
30328,3,Compound
30329,5,Compound
30330,5,Compound
30331,3,Compound
30332,5,Compound
30333,4,Compound
30334,7,Compound
30335,4,Compound
30336,4,Compound
30337,4,Compound
30338,5,Compound
30339,4,Compound
30340,4,Compound
30341,13,Compound
30342,3,Compound
30343,5,Compound
30344,5,Compound
30345,6,Compound
30346,3,Compound
30347,4,Compound
30348,8,Compound
30349,3,Compound
30350,5,Compound
30351,4,Compound
30352,2,Compound
30353,4,Compound
30354,5,Compound
30355,4,Compound
30356,4,Compound
30357,4,Compound
30358,5,Compound
30359,6,Compound
30360,4,Compound
30361,5,Compound
30362,7,Compound
30363,25,Compound
30364,4,Compound
30365,7,Compound
30366,4,Compound
30367,4,Compound
30368,4,Compound
30369,5,Compound
30370,3,Compound
30371,4,Compound
30372,3,Compound
30373,5,Compound
30374,7,Compound
30375,4,Compound
30376,5,Compound
30377,7,Compound
30378,7,Compound
30379,10,Compound
30380,3,Compound
30381,3,Compound
30382,3,Compound
30383,7,Compound
30384,3,Compound
30385,4,Compound
30386,4,Compound
30387,4,Compound
30388,5,Compound
30389,3,Compound
30390,6,Compound
30391,7,Compound
30392,3,Compound
30393,3,Compound
30394,8,Compound
30395,7,Compound
30396,7,Compound
30397,3,Compound
30398,10,Compound
30399,5,Compound
30400,4,Compound
30401,4,Compound
30402,4,Compound
30403,13,Compound
30404,4,Compound
30405,7,Compound
30406,4,Compound
30407,4,Compound
30408,7,Compound
30409,5,Compound
30410,4,Compound
30411,5,Compound
30412,5,Compound
30413,8,Compound
30414,5,Compound
30415,4,Compound
30416,3,Compound
30417,4,Compound
30418,4,Compound
30419,5,Compound
30420,8,Compound
30421,3,Compound
30422,7,Compound
30423,8,Compound
30424,5,Compound
30425,5,Compound
30426,4,Compound
30427,4,Compound
30428,4,Compound
30429,8,Compound
30430,5,Compound
30431,5,Compound
30432,3,Compound
30433,3,Compound
30434,8,Compound
30435,3,Compound
30436,3,Compound
30437,3,Compound
30438,4,Compound
30439,3,Compound
30440,4,Compound
30441,5,Compound
30442,5,Compound
30443,5,Compound
30444,7,Compound
30445,4,Compound
30446,7,Compound
30447,7,Compound
30448,4,Compound
30449,5,Compound
30450,5,Compound
30451,4,Compound
30452,5,Compound
30453,6,Compound
30454,7,Compound
30455,145,Compound
30456,8,Compound
30457,7,Compound
30458,8,Compound
30459,3,Compound
30460,7,Compound
30461,3,Compound
30462,5,Compound
30463,3,Compound
30464,5,Compound
30465,5,Compound
30466,4,Compound
30467,3,Compound
30468,7,Compound
30469,3,Compound
30470,8,Compound
30471,4,Compound
30472,5,Compound
30473,3,Compound
30474,6,Compound
30475,4,Compound
30476,4,Compound
30477,2,Compound
30478,5,Compound
30479,3,Compound
30480,7,Compound
30481,6,Compound
30482,3,Compound
30483,6,Compound
30484,3,Compound
30485,3,Compound
30486,6,Compound
30487,4,Compound
30488,4,Compound
30489,5,Compound
30490,4,Compound
30491,5,Compound
30492,3,Compound
30493,4,Compound
30494,4,Compound
30495,7,Compound
30496,4,Compound
30497,6,Compound
30498,4,Compound
30499,5,Compound
30500,7,Compound
30501,7,Compound
30502,3,Compound
30503,2,Compound
30504,3,Compound
30505,4,Compound
30506,7,Compound
30507,4,Compound
30508,7,Compound
30509,17,Compound
30510,7,Compound
30511,3,Compound
30512,8,Compound
30513,3,Compound
30514,5,Compound
30515,5,Compound
30516,4,Compound
30517,3,Compound
30518,3,Compound
30519,4,Compound
30520,4,Compound
30521,8,Compound
30522,5,Compound
30523,7,Compound
30524,5,Compound
30525,4,Compound
30526,8,Compound
30527,6,Compound
30528,5,Compound
30529,3,Compound
30530,5,Compound
30531,4,Compound
30532,3,Compound
30533,7,Compound
30534,8,Compound
30535,4,Compound
30536,5,Compound
30537,5,Compound
30538,4,Compound
30539,5,Compound
30540,5,Compound
30541,4,Compound
30542,3,Compound
30543,6,Compound
30544,4,Compound
30545,4,Compound
30546,7,Compound
30547,5,Compound
30548,7,Compound
30549,5,Compound
30550,7,Compound
30551,7,Compound
30552,5,Compound
30553,8,Compound
30554,8,Compound
30555,4,Compound
30556,5,Compound
30557,4,Compound
30558,7,Compound
30559,8,Compound
30560,5,Compound
30561,10,Compound
30562,5,Compound
30563,8,Compound
30564,7,Compound
30565,4,Compound
30566,5,Compound
30567,7,Compound
30568,3,Compound
30569,7,Compound
30570,4,Compound
30571,7,Compound
30572,145,Compound
30573,6,Compound
30574,7,Compound
30575,4,Compound
30576,4,Compound
30577,7,Compound
30578,4,Compound
30579,3,Compound
30580,4,Compound
30581,5,Compound
30582,3,Compound
30583,9,Compound
30584,3,Compound
30585,6,Compound
30586,10,Compound
30587,7,Compound
30588,4,Compound
30589,4,Compound
30590,7,Compound
30591,5,Compound
30592,4,Compound
30593,3,Compound
30594,5,Compound
30595,4,Compound
30596,5,Compound
30597,7,Compound
30598,4,Compound
30599,4,Compound
30600,7,Compound
30601,6,Compound
30602,6,Compound
30603,7,Compound
30604,8,Compound
30605,4,Compound
30606,4,Compound
30607,3,Compound
30608,3,Compound
30609,4,Compound
30610,4,Compound
30611,3,Compound
30612,8,Compound
30613,5,Compound
30614,8,Compound
30615,9,Compound
30616,3,Compound
30617,7,Compound
30618,7,Compound
30619,8,Compound
30620,4,Compound
30621,5,Compound
30622,4,Compound
30623,3,Compound
30624,3,Compound
30625,5,Compound
30626,4,Compound
30627,8,Compound
30628,5,Compound
30629,4,Compound
30630,5,Compound
30631,5,Compound
30632,5,Compound
30633,3,Compound
30634,7,Compound
30635,5,Compound
30636,7,Compound
30637,5,Compound
30638,5,Compound
30639,4,Compound
30640,7,Compound
30641,5,Compound
30642,4,Compound
30643,3,Compound
30644,3,Compound
30645,3,Compound
30646,6,Compound
30647,3,Compound
30648,4,Compound
30649,5,Compound
30650,5,Compound
30651,6,Compound
30652,4,Compound
30653,3,Compound
30654,3,Compound
30655,8,Compound
30656,4,Compound
30657,8,Compound
30658,3,Compound
30659,7,Compound
30660,4,Compound
30661,5,Compound
30662,10,Compound
30663,4,Compound
30664,4,Compound
30665,4,Compound
30666,8,Compound
30667,5,Compound
30668,4,Compound
30669,3,Compound
30670,3,Compound
30671,5,Compound
30672,20,Compound
30673,5,Compound
30674,7,Compound
30675,10,Compound
30676,8,Compound
30677,5,Compound
30678,5,Compound
30679,3,Compound
30680,4,Compound
30681,7,Compound
30682,7,Compound
30683,7,Compound
30684,3,Compound
30685,4,Compound
30686,3,Compound
30687,4,Compound
30688,7,Compound
30689,5,Compound
30690,8,Compound
30691,5,Compound
30692,3,Compound
30693,5,Compound
30694,3,Compound
30695,8,Compound
30696,3,Compound
30697,8,Compound
30698,5,Compound
30699,7,Compound
30700,4,Compound
30701,6,Compound
30702,4,Compound
30703,7,Compound
30704,3,Compound
30705,7,Compound
30706,3,Compound
30707,4,Compound
30708,5,Compound
30709,5,Compound
30710,3,Compound
30711,5,Compound
30712,8,Compound
30713,3,Compound
30714,4,Compound
30715,5,Compound
30716,3,Compound
30717,4,Compound
30718,5,Compound
30719,5,Compound
30720,4,Compound
30721,7,Compound
30722,5,Compound
30723,14,Compound
30724,5,Compound
30725,7,Compound
30726,3,Compound
30727,3,Compound
30728,4,Compound
30729,3,Compound
30730,6,Compound
30731,4,Compound
30732,3,Compound
30733,4,Compound
30734,4,Compound
30735,3,Compound
30736,4,Compound
30737,7,Compound
30738,4,Compound
30739,4,Compound
30740,4,Compound
30741,7,Compound
30742,3,Compound
30743,8,Compound
30744,5,Compound
30745,5,Compound
30746,5,Compound
30747,3,Compound
30748,5,Compound
30749,4,Compound
30750,4,Compound
30751,8,Compound
30752,4,Compound
30753,8,Compound
30754,4,Compound
30755,5,Compound
30756,3,Compound
30757,8,Compound
30758,4,Compound
30759,5,Compound
30760,4,Compound
30761,4,Compound
30762,4,Compound
30763,5,Compound
30764,7,Compound
30765,4,Compound
30766,3,Compound
30767,4,Compound
30768,7,Compound
30769,7,Compound
30770,5,Compound
30771,7,Compound
30772,4,Compound
30773,4,Compound
30774,4,Compound
30775,4,Compound
30776,5,Compound
30777,2,Compound
30778,8,Compound
30779,3,Compound
30780,4,Compound
30781,4,Compound
30782,7,Compound
30783,5,Compound
30784,8,Compound
30785,5,Compound
30786,5,Compound
30787,5,Compound
30788,8,Compound
30789,3,Compound
30790,5,Compound
30791,4,Compound
30792,8,Compound
30793,4,Compound
30794,4,Compound
30795,4,Compound
30796,7,Compound
30797,7,Compound
30798,5,Compound
30799,5,Compound
30800,3,Compound
30801,6,Compound
30802,5,Compound
30803,8,Compound
30804,5,Compound
30805,5,Compound
30806,5,Compound
30807,5,Compound
30808,4,Compound
30809,8,Compound
30810,3,Compound
30811,4,Compound
30812,3,Compound
30813,11,Compound
30814,3,Compound
30815,5,Compound
30816,3,Compound
30817,4,Compound
30818,13,Compound
30819,5,Compound
