low_tanimoto,corr_threshold,topk,baseline,directed_hits_delta,directed_hits_relative,unique_pair_hits_delta,unique_pair_hits_relative,query_hit_rate_delta,yield_delta_per_1000,cgp_only_unique_pairs,baseline_only_unique_pairs,overlap_unique_pairs
0.25,0.3,50,Morgan,1170,2.2567132116004296,965,2.6724436741767765,0.014547413793103425,12.607758620689655,1244,279,298
0.25,0.3,50,AtomPair,1103,2.1052104208416833,852,2.234782608695652,0.014547413793103425,11.885775862068966,1178,326,364
0.25,0.3,50,Avalon,1165,2.2446581196581197,927,2.5073170731707317,0.016702586206896547,12.553879310344827,1271,344,271
0.25,0.3,100,RDKit2D,1858,2.049124788255223,1368,2.1563820794590027,0.008620689655172431,10.010775862068966,1762,394,789
0.25,0.3,100,NYAN,1927,2.1321974148061105,1387,2.191580756013746,0.003771551724137956,10.382543103448278,1812,425,739
0.25,0.3,100,Morgan,2072,2.3307642903018624,1605,2.6966173361522197,0.014547413793103453,11.163793103448276,1952,347,599
0.25,0.3,100,AtomPair,1778,1.9605618584548892,1315,2.063915857605178,0.004849137931034503,9.579741379310347,1766,451,785
0.25,0.3,100,Avalon,1882,2.077275329135661,1385,2.1878216123499143,0.007543103448275884,10.140086206896553,1889,504,662
0.25,0.4,10,RDKit2D,128,2.040650406504065,87,1.9157894736842105,0.0177801724137931,6.896551724137931,149,62,33
0.25,0.4,10,NYAN,143,2.324074074074074,98,2.1666666666666665,0.01993534482758621,7.704741379310344,160,62,22
0.25,0.4,10,Morgan,132,2.1092436974789917,102,2.275,0.015086206896551727,7.112068965517242,156,54,26
0.25,0.4,10,AtomPair,164,2.8850574712643677,114,2.676470588235294,0.025323275862068964,8.836206896551724,165,51,17
0.25,0.4,10,Avalon,150,2.485148514851485,109,2.493150684931507,0.023706896551724137,8.081896551724139,166,57,16
0.25,0.4,50,RDKit2D,428,2.031325301204819,304,2.0305084745762714,0.01454741379310344,4.612068965517241,428,124,171
0.25,0.4,50,NYAN,465,2.2301587301587302,327,2.202205882352941,0.01831896551724138,5.010775862068965,453,126,146
0.25,0.4,50,Morgan,424,2.011933174224344,348,2.3864541832669324,0.011853448275862072,4.568965517241379,462,114,137
0.25,0.4,50,AtomPair,486,2.361344537815126,357,2.475206611570248,0.021551724137931036,5.23706896551724,454,97,145
0.25,0.4,50,Avalon,487,2.3679775280898876,371,2.6271929824561404,0.021551724137931036,5.247844827586206,489,118,110
0.25,0.4,100,RDKit2D,695,2.045112781954887,504,2.1693735498839906,0.011853448275862058,3.7446120689655173,626,122,309
0.25,0.4,100,NYAN,719,2.1216848673946958,510,2.2,0.010775862068965511,3.873922413793103,642,132,293
0.25,0.4,100,Morgan,727,2.1484992101105846,563,2.513440860215054,0.012931034482758619,3.9170258620689653,678,115,257
0.25,0.4,100,AtomPair,728,2.151898734177215,515,2.2261904761904763,0.013469827586206892,3.922413793103448,641,126,294
0.25,0.4,100,Avalon,721,2.128325508607199,520,2.253012048192771,0.010237068965517238,3.8846982758620685,674,154,261
0.2,0.25,10,RDKit2D,474,2.692857142857143,340,2.376518218623482,0.04795258620689656,25.538793103448278,525,185,62
0.2,0.25,10,NYAN,408,2.179190751445087,313,2.1423357664233578,0.036637931034482776,21.982758620689655,521,208,66
0.2,0.25,10,Morgan,475,2.7025089605734767,410,3.3163841807909606,0.04364224137931036,25.592672413793103,550,140,37
0.2,0.25,10,AtomPair,445,2.440129449838188,351,2.48728813559322,0.04633620689655174,23.976293103448274,529,178,58
0.2,0.25,10,Avalon,466,2.6180555555555554,373,2.7429906542056073,0.05064655172413794,25.107758620689655,560,187,27
0.2,0.25,50,RDKit2D,1694,2.2670157068062826,1214,2.1867057673509285,0.026939655172413784,18.254310344827587,1743,529,494
0.2,0.25,50,NYAN,1579,2.087465564738292,1181,2.118371212121212,0.008620689655172403,17.01508620689655,1788,607,449
0.2,0.25,50,Morgan,1904,2.68944099378882,1524,3.1374474053295933,0.017780172413793094,20.517241379310345,1929,405,308
0.2,0.25,50,AtomPair,1576,2.0831615120274916,1196,2.148895292987512,0.012931034482758619,16.98275862068966,1762,566,475
0.2,0.25,50,Avalon,1716,2.3049429657794676,1337,2.4855555555555555,0.02855603448275862,18.491379310344826,1909,572,328
0.2,0.25,100,RDKit2D,2765,2.072953046177726,1977,2.099555061179088,0.008620689655172431,14.89762931034483,2692,715,1083
0.2,0.25,100,NYAN,2658,1.9903129657228018,1931,2.047180043383948,0.004849137931034475,14.321120689655173,2751,820,1024
