inchikey,prism_name,broad_id,prism_columns,prism_screens,prism_targets,prism_moa,prism_smiles,_cgp_row,compound_id,canonical_smiles,has_structure,has_compound_profile,num_nonmissing_prism_cell_lines
LSLYOANBFKQKPT-UHFFFAOYSA-N,fenoterol,BRD-A97104540-004-15-0,1,HTS,"ADRB1, ADRB2, ADRB3",adrenergic receptor agonist,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,51048,LSLYOANBFKQKPT-UHFFFAOYSA-N,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,True,True,572
LSPANGZZENHZNJ-UHFFFAOYSA-N,PD-153035,BRD-K26603252-003-04-9,1,HTS,"EGFR, KDR",EGFR inhibitor,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,51068,LSPANGZZENHZNJ-UHFFFAOYSA-N,COc1cc2[nH]cnc(=Nc3cccc(Br)c3)c2cc1OC,True,True,557
LVQDKIWDGQRHTE-UHFFFAOYSA-N,cyromazine,BRD-K36711084-001-02-0,1,HTS,,,Nc1nc(N)nc(NC2CC2)n1,51574,LVQDKIWDGQRHTE-UHFFFAOYSA-N,N=c1[nH]c(=N)[nH]c(=NC2CC2)[nH]1,True,True,570
LWAFSWPYPHEXKX-UHFFFAOYSA-N,carteolol,BRD-A42167015-003-10-2,1,HTS,"ADRB1, ADRB2",adrenergic receptor antagonist,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,51650,LWAFSWPYPHEXKX-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,True,True,571
LXANPKRCLVQAOG-UHFFFAOYSA-N,sorbinil,BRD-A89164055-001-03-3,1,HTS,AKR1B1,aldose reductase inhibitor,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,51834,LXANPKRCLVQAOG-UHFFFAOYSA-N,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,True,True,571
LXFKEVQQSKQXPR-UHFFFAOYSA-N,KY02111,BRD-K13302470-001-02-7,1,HTS,DKK1,Wnt pathway inhibitor,COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC,51875,LXFKEVQQSKQXPR-UHFFFAOYSA-N,COc1ccc(CCC(=O)N=c2[nH]c3ccc(Cl)cc3s2)cc1OC,True,True,574
LXNHXLLTXMVWPM-UHFFFAOYSA-N,pyridoxine,BRD-K14349461-003-13-1,1,HTS,"DDC, PDXK",vitamin B,Cc1ncc(CO)c(CO)c1O,51933,LXNHXLLTXMVWPM-UHFFFAOYSA-N,Cc1ncc(CO)c(CO)c1O,True,True,556
LYLFQLCLUXOFOL-UHFFFAOYSA-N,alagebrium,BRD-K96029467-003-01-9,1,HTS,,glycosylation inhibitor,Cc1sc[n+](CC(=O)c2ccccc2)c1C,52095,LYLFQLCLUXOFOL-UHFFFAOYSA-N,Cc1sc[n+](CC(=O)c2ccccc2)c1C,True,True,569
LYONXVJRBWWGQO-UHFFFAOYSA-N,phenylpiracetam,BRD-A65683612-001-07-7,1,MTS004,,noradrenaline uptake inhibitor,NC(=O)CN1CC(c2ccccc2)CC1=O,52115,LYONXVJRBWWGQO-UHFFFAOYSA-N,NC(=O)CN1CC(c2ccccc2)CC1=O,True,True,547
LZAXPYOBKSJSEX-UHFFFAOYSA-N,blebbistatin-(+/-),BRD-A75817871-001-06-7,1,HTS,MYH2,ATPase inhibitor,Cc1ccc2c(c1)C(=O)C1(O)CCN(c3ccccc3)C1=N2,52189,LZAXPYOBKSJSEX-UHFFFAOYSA-N,Cc1ccc2c(c1)C(=O)C1(O)CCN(c3ccccc3)C1=N2,True,True,565
LZCDAPDGXCYOEH-UHFFFAOYSA-N,adapalene,BRD-K33127281-001-05-6,1,HTS,"RARA, RARB, RARG, RXRA, RXRB, RXRG",retinoid receptor agonist,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,52204,LZCDAPDGXCYOEH-UHFFFAOYSA-N,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,True,True,565
LZMOSYUFVYJEPY-UHFFFAOYSA-N,AT7867,BRD-K12040459-001-06-0,1,HTS,"AKT2, GSK3B, PKIA, PRKACA",AKT inhibitor,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,52281,LZMOSYUFVYJEPY-UHFFFAOYSA-N,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,True,True,569
LZXMUJCJAWVHPZ-UHFFFAOYSA-N,dipraglurant,BRD-K64838454-001-01-0,1,HTS,GRM5,glutamate receptor negative allosteric modulator,Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1,52355,LZXMUJCJAWVHPZ-UHFFFAOYSA-N,Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1,True,True,563
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,BRD-K38197229-001-29-9,1,HTS,"CFTR, GPR35, SLC12A1, SLC12A2, SLC12A4, SLC12A5",solute carrier family member inhibitor,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,52394,MAEIEVLCKWDQJH-UHFFFAOYSA-N,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,True,True,572
MAFMQEKGGFWBAB-UHFFFAOYSA-N,benzonatate,BRD-K91699951-001-10-2,1,HTS,SCN5A,local anesthetic,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,52402,MAFMQEKGGFWBAB-UHFFFAOYSA-N,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,True,True,569
MAUCONCHVWBMHK-UHFFFAOYSA-N,PCI-24781,BRD-K12867552-001-04-7,1,HTS,"HDAC1, HDAC2, HDAC3, HDAC6",HDAC inhibitor,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,52507,MAUCONCHVWBMHK-UHFFFAOYSA-N,CN(C)Cc1c(C(=O)NCCOc2ccc(C(O)=NO)cc2)oc2ccccc12,True,True,550
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,BRD-K92213669-001-01-3,1,HTS,MTTP,microsomal trigylceride transfer protein inhibitor,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,52566,MBBCVAKAJPKAKM-UHFFFAOYSA-N,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,True,True,522
MBNGWHIJMBWFHU-UHFFFAOYSA-N,diosmetin,BRD-K26862302-001-05-2,1,HTS,CYP1B1,aryl hydrocarbon receptor agonist,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,52637,MBNGWHIJMBWFHU-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,True,True,564
MBRLOUHOWLUMFF-UHFFFAOYSA-N,osthol,BRD-K78294846-001-12-4,1,HTS,,calcium channel blocker,COc1ccc2ccc(=O)oc2c1CC=C(C)C,52672,MBRLOUHOWLUMFF-UHFFFAOYSA-N,COc1ccc2ccc(=O)oc2c1CC=C(C)C,True,True,565
MBUVEWMHONZEQD-UHFFFAOYSA-N,azelastine,BRD-A68888262-003-15-1,1,HTS,HRH1,histamine receptor antagonist,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,52690,MBUVEWMHONZEQD-UHFFFAOYSA-N,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,True,True,572
MBWUSSKCCUMJHO-UHFFFAOYSA-N,solamargine,BRD-A65562236-001-01-2,1,MTS004,,apoptosis inhibitor,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,52705,MBWUSSKCCUMJHO-UHFFFAOYSA-N,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,True,True,547
MCJGNVYPOGVAJF-UHFFFAOYSA-N,oxyquinoline,BRD-K66808046-065-03-7,1,HTS,METAP2,chelating agent,Oc1cccc2cccnc12,52794,MCJGNVYPOGVAJF-UHFFFAOYSA-N,Oc1cccc2cccnc12,True,True,550
MCPUZZJBAHRIPO-UHFFFAOYSA-N,lersivirine,BRD-K03289534-001-01-4,1,HTS,,non-nucleoside reverse transcriptase inhibitor,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,52834,MCPUZZJBAHRIPO-UHFFFAOYSA-N,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,True,True,567
MDJFHRLTPRPZLY-UHFFFAOYSA-N,nimorazole,BRD-K79145628-001-05-5,1,HTS,,bacterial DNA inhibitor,O=[N+]([O-])c1cncn1CCN1CCOCC1,52968,MDJFHRLTPRPZLY-UHFFFAOYSA-N,O=[N+]([O-])c1cncn1CCN1CCOCC1,True,True,571
MDKGKXOCJGEUJW-UHFFFAOYSA-N,suprofen,BRD-A34006693-001-15-4,1,HTS,"PTGS1, PTGS2",cyclooxygenase inhibitor,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,52980,MDKGKXOCJGEUJW-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,True,True,561
MDLAAYDRRZXJIF-UHFFFAOYSA-N,penfluridol,BRD-K15409150-001-05-8,1,HTS,CACNA1G,T-type calcium channel blocker,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,52988,MDLAAYDRRZXJIF-UHFFFAOYSA-N,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,True,True,550
MDNWOSOZYLHTCG-UHFFFAOYSA-N,dichlorophen,BRD-K62326629-001-19-0,1,HTS,,anticestodal agent,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,53011,MDNWOSOZYLHTCG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,True,True,557
MDOJTZQKHMAPBK-UHFFFAOYSA-N,iniparib,BRD-K11153516-001-05-5,1,HTS,PARP1,PARP inhibitor,NC(=O)c1ccc(I)c([N+](=O)[O-])c1,53015,MDOJTZQKHMAPBK-UHFFFAOYSA-N,NC(=O)c1ccc(I)c([N+](=O)[O-])c1,True,True,548
MDZCSIDIPDZWKL-UHFFFAOYSA-N,CHIR-98014,BRD-K42973005-001-04-0,1,HTS,"GSK3A, GSK3B",glycogen synthase kinase inhibitor,Nc1nc(NCCNc2ncc(-n3ccnc3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],53089,MDZCSIDIPDZWKL-UHFFFAOYSA-N,N=c1[nH]c(NCCN=c2nc(-c3ccc(Cl)cc3Cl)c(-n3ccnc3)c[nH]2)ccc1[N+](=O)[O-],True,True,572
METKIMKYRPQLGS-UHFFFAOYSA-N,atenolol-(+/-),BRD-A20239487-001-24-9,1,HTS,"ADRB1, ADRB2",adrenergic receptor antagonist,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,53232,METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,True,True,553
MEZZCSHVIGVWFI-UHFFFAOYSA-N,dioxybenzone,BRD-K22193694-001-13-6,1,HTS,,topical sunscreen agent,COc1ccc(C(=O)c2ccccc2O)c(O)c1,53275,MEZZCSHVIGVWFI-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccccc2O)c(O)c1,True,True,569
MFAQYJIYDMLAIM-UHFFFAOYSA-N,PP242,BRD-K87112191-001-04-5,1,HTS,"MTOR, PASK",mTOR inhibitor,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,53278,MFAQYJIYDMLAIM-UHFFFAOYSA-N,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(=N)[nH]cnc21,True,True,572
MFDFERRIHVXMIY-UHFFFAOYSA-N,procaine,BRD-K24616672-003-20-1,1,HTS,"CHRNA2, GRIN3A, HTR3A, KCNMA1, KCNMB1, KCNMB2, KCNMB3, KCNMB4, KCNN1, KCNN2, KCNN3, KCNN4, MAOA, MAOB, RYR1, RYR2, SCN10A, SLC6A3",HMGCR inhibitor,CCN(CC)CCOC(=O)c1ccc(N)cc1,53297,MFDFERRIHVXMIY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(N)cc1,True,True,568
MFFBXYNKZHTCEY-UHFFFAOYSA-N,taprenepag,BRD-K88854110-001-01-5,1,MTS004,PTGER2,prostaglandin receptor agonist,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,53307,MFFBXYNKZHTCEY-UHFFFAOYSA-N,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,True,True,547
MFWNKCLOYSRHCJ-UHFFFAOYSA-N,granisetron,BRD-A10967948-003-06-3,1,HTS,HTR3A,serotonin receptor antagonist,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,53445,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,True,True,550
MFZWMTSUNYWVBU-UHFFFAOYSA-N,hycanthone,BRD-K50406511-001-26-0,1,HTS,,RNA synthesis inhibitor,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,53470,MFZWMTSUNYWVBU-UHFFFAOYSA-N,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,True,True,569
MGGBYMDAPCCKCT-UHFFFAOYSA-N,ASP3026,BRD-K06542892-001-01-9,1,HTS,ALK,ALK tyrosine kinase receptor inhibitor,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1,53522,MGGBYMDAPCCKCT-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1N=c1[nH]cnc(=Nc2ccccc2S(=O)(=O)C(C)C)[nH]1,True,True,561
MGNVWUDMMXZUDI-UHFFFAOYSA-N,eprodisate,BRD-K11463116-304-03-5,1,MTS004,SAA1,"antiamyloidogenic agent, amyloid protein inhibitor",O=S(=O)(O)CCCS(=O)(=O)O,53571,MGNVWUDMMXZUDI-UHFFFAOYSA-N,O=S(=O)(O)CCCS(=O)(=O)O,True,True,548
MGQLHRYJBWGORO-UHFFFAOYSA-N,balofloxacin,BRD-A47790386-001-03-6,1,HTS,,bacterial DNA gyrase inhibitor,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,53594,MGQLHRYJBWGORO-UHFFFAOYSA-N,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,True,True,510
MHPZZZZLAQGTHT-UHFFFAOYSA-N,mebrofenin,BRD-K96691275-001-01-2,1,MTS004,,,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,53787,MHPZZZZLAQGTHT-UHFFFAOYSA-N,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,True,True,547
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,nalidixic-acid,BRD-K47886988-001-21-4,1,HTS,,bacterial DNA gyrase inhibitor,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,53838,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,True,True,565
MHXGEROHKGDZGO-UHFFFAOYSA-N,SGI-1776,BRD-K80700417-001-04-2,1,HTS,"FLT3, PIM1, PIM2, PIM3",Pim kinase inhibitor,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,53845,MHXGEROHKGDZGO-UHFFFAOYSA-N,CN1CCC(CN=c2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3[nH]2)CC1,True,True,572
MIJFNYMSCFYZNY-UHFFFAOYSA-N,mirodenafil,BRD-K82967685-300-01-2,1,HTS,PDE5A,phosphodiesterase inhibitor,CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1,53931,MIJFNYMSCFYZNY-UHFFFAOYSA-N,CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc(=O)c2c([nH]1)c(CCC)cn2CC,True,True,550
MIQPIUSUKVNLNT-UHFFFAOYSA-N,tolcapone,BRD-K10852020-001-04-5; BRD-K10852020-001-05-2,2,HTS,COMT,catechol O methyltransferase inhibitor,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,53984,MIQPIUSUKVNLNT-UHFFFAOYSA-N,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,True,True,567
MIWWSGDADVMLTG-UHFFFAOYSA-N,fexinidazole,BRD-K37069697-001-01-3,1,HTS,,,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,54018,MIWWSGDADVMLTG-UHFFFAOYSA-N,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,True,True,563
MJFJKKXQDNNUJF-UHFFFAOYSA-N,metixene,BRD-A33711280-003-03-1,1,HTS,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",acetylcholine receptor antagonist,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,54077,MJFJKKXQDNNUJF-UHFFFAOYSA-N,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,True,True,572
MJIHNNLFOKEZEW-UHFFFAOYSA-N,lansoprazole,BRD-A49172652-001-27-1,1,HTS,"ATP4A, ATP4B",ATPase inhibitor,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,54096,MJIHNNLFOKEZEW-UHFFFAOYSA-N,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,True,True,570
MJJALKDDGIKVBE-UHFFFAOYSA-N,ebastine,BRD-K13314656-001-01-0,1,HTS,"CYP3A4, HRH1",histamine receptor antagonist,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,54103,MJJALKDDGIKVBE-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,True,True,555
MJVAVZPDRWSRRC-UHFFFAOYSA-N,menadione,BRD-K78126613-001-28-5,1,HTS,"AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PROC, PROS1, PROZ, VKORC1, VKORC1L1","mitochondrial DNA polymerase inhibitor, phosphatase inhibitor",CC1=CC(=O)c2ccccc2C1=O,54179,MJVAVZPDRWSRRC-UHFFFAOYSA-N,CC1=CC(=O)c2ccccc2C1=O,True,True,574
MJVGBKJNTFCUJM-UHFFFAOYSA-N,mexeneone,BRD-K18613660-001-05-5,1,HTS,,,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,54183,MJVGBKJNTFCUJM-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,True,True,567
MKUXAQIIEYXACX-UHFFFAOYSA-N,acyclovir,BRD-K32318651-001-23-7; BRD-K32318651-001-24-5,2,HTS,PNP,DNA polymerase inhibitor,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,54349,MKUXAQIIEYXACX-UHFFFAOYSA-N,N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1,True,True,574
MKXKFYHWDHIYRV-UHFFFAOYSA-N,flutamide,BRD-K28307902-001-21-7,1,HTS,"AHR, AR",androgen receptor antagonist,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,54361,MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,True,True,565
MLDQJTXFUGDVEO-UHFFFAOYSA-N,sorafenib,BRD-K23984367-075-15-2,1,HTS,"BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET","FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,54407,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,True,True,565
MMOXZBCLCQITDF-UHFFFAOYSA-N,diethyltoluamide,BRD-K94080537-001-09-7,1,HTS,,ionotropic receptor IR40a activator,CCN(CC)C(=O)c1cccc(C)c1,54672,MMOXZBCLCQITDF-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccc(C)c1,True,True,570
MNDBXUUTURYVHR-UHFFFAOYSA-N,roflumilast,BRD-K03194791-001-04-8,1,HTS,"PDE4A, PDE4B, PDE4C, PDE4D",phosphodiesterase inhibitor,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,54767,MNDBXUUTURYVHR-UHFFFAOYSA-N,O=C(N=c1c(Cl)c[nH]cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,True,True,565
MNIPYSSQXLZQLJ-UHFFFAOYSA-N,aceclofenac,BRD-K68538666-001-12-3,1,HTS,PTGS2,prostanoid receptor antagonist,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,54819,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,True,True,569
MNJVRJDLRVPLFE-UHFFFAOYSA-N,etoricoxib,BRD-K54770957-001-04-3,1,HTS,PTGS2,cyclooxygenase inhibitor,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,54830,MNJVRJDLRVPLFE-UHFFFAOYSA-N,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,True,True,557
MNSCVRXKDINXEY-UHFFFAOYSA-N,piroxicam,BRD-A57382968-001-29-0,1,HTS,"PTGS1, PTGS2",cyclooxygenase inhibitor,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,54909,MNSCVRXKDINXEY-UHFFFAOYSA-N,CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,True,True,574
MOSKATHMXWSZTQ-UHFFFAOYSA-N,GSK1904529A,BRD-K04833372-001-06-2,1,HTS,"IGF1R, INSR","IGF-1 inhibitor, insulin growth factor receptor inhibitor, insulin receptor ligand",CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,55100,MOSKATHMXWSZTQ-UHFFFAOYSA-N,CCc1cc(N=c2nc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)cc[nH]2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,True,True,565
MPIPASJGOJYODL-UHFFFAOYSA-N,isoconazole,BRD-A93353767-008-02-2,1,HTS,CYP17A1,fungal lanosterol demethylase inhibitor,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,55216,MPIPASJGOJYODL-UHFFFAOYSA-N,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,True,True,572
MPMFCABZENCRHV-UHFFFAOYSA-N,tilorone,BRD-K34568562-001-04-3,1,HTS,,interferon inducer,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,55237,MPMFCABZENCRHV-UHFFFAOYSA-N,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,True,True,570
MPVGZUGXCQEXTM-UHFFFAOYSA-N,linifanib,BRD-K99749624-001-07-0,1,HTS,"CSF1, CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RET, TEK","PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,55299,MPVGZUGXCQEXTM-UHFFFAOYSA-N,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH][nH]c(=N)c34)cc2)c1,True,True,571
MQBZVUNNWUIPMK-UHFFFAOYSA-N,SB-225002,BRD-K61323504-001-04-0,1,HTS,CXCR2,CC chemokine receptor antagonist,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,55348,MQBZVUNNWUIPMK-UHFFFAOYSA-N,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,True,True,563
MQIMZDXIAHJKQP-UHFFFAOYSA-N,prinaberel,BRD-K87316765-001-01-4,1,MTS004,"ESR2, NCOA1",estrogen receptor agonist,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,55398,MQIMZDXIAHJKQP-UHFFFAOYSA-N,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,True,True,547
MQJKPEGWNLWLTK-UHFFFAOYSA-N,dapsone,BRD-K62363391-001-24-9,1,HTS,DHFR,bacterial antifolate,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,55404,MQJKPEGWNLWLTK-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,True,True,569
MQMKRQLTIWPEDM-UHFFFAOYSA-N,XL-147,BRD-K95901403-001-04-5,1,HTS,"PIK3CA, PIK3CD, PIK3CG",PI3K inhibitor,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,55426,MQMKRQLTIWPEDM-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N=c2[nH]c3ccccc3[nH]c2=Nc2ccc3nsnc3c2)cc1,True,True,572
MQOBSOSZFYZQOK-UHFFFAOYSA-N,fenofibric-acid,BRD-K30213273-001-01-6,1,HTS,"CLCN1, PPARA",cytochrome P450 inhibitor,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,55437,MQOBSOSZFYZQOK-UHFFFAOYSA-N,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,True,True,570
MQQNFDZXWVTQEH-UHFFFAOYSA-N,nafamostat,BRD-K06674495-334-03-2,1,HTS,"ASIC1, ASIC2, ASIC3, C1R, PRSS1, TPSAB1, TRPM7",serine protease inhibitor,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,55456,MQQNFDZXWVTQEH-UHFFFAOYSA-N,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,True,True,569
