inchikey,prism_name,broad_id,prism_columns,prism_screens,prism_targets,prism_moa,prism_smiles,_cgp_row,compound_id,canonical_smiles,has_structure,has_compound_profile,num_nonmissing_prism_cell_lines
AAKJLRGGTJKAMG-UHFFFAOYSA-N,erlotinib,BRD-K70401845-003-09-6,1,HTS,"EGFR, NR1I2",EGFR inhibitor,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,85,AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(N=c2[nH]cnc3cc(OCCOC)c(OCCOC)cc23)c1,True,True,572
ABBADGFSRBWENF-UHFFFAOYSA-N,AG-1024,BRD-K08310154-001-03-8,1,HTS,IGF1R,insulin growth factor receptor inhibitor,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,210,ABBADGFSRBWENF-UHFFFAOYSA-N,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,True,True,565
ABJKWBDEJIDSJZ-UHFFFAOYSA-N,butenafine,BRD-K90630139-003-05-9,1,HTS,SQLE,fungal squalene epoxidase inhibitor,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,264,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,True,True,557
ACAKNPKRLPMONU-UHFFFAOYSA-N,CK-636,BRD-K81572616-001-01-9,1,HTS,"ACTR2, ACTR3, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5",actin related protein inhibitor,Cc1[nH]c2ccccc2c1CCNC(=O)c1cccs1,386,ACAKNPKRLPMONU-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1CCNC(=O)c1cccs1,True,True,571
ACCMWZWAEFYUGZ-UHFFFAOYSA-N,bilastine,BRD-K51937257-001-01-4,1,HTS,HRH1,histamine receptor antagonist,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,400,ACCMWZWAEFYUGZ-UHFFFAOYSA-N,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,True,True,563
ACEWLPOYLGNNHV-UHFFFAOYSA-N,ibuprofen-piconol,BRD-A75224450-001-02-4,1,MTS004,"PTGS1, PTGS2",cyclooxygenase inhibitor,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,420,ACEWLPOYLGNNHV-UHFFFAOYSA-N,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,True,True,547
ACGDKVXYNVEAGU-UHFFFAOYSA-N,guanethidine,BRD-K62676709-065-05-5,1,HTS,SLC6A2,adrenergic inhibitor,N=C(N)NCCN1CCCCCCC1,427,ACGDKVXYNVEAGU-UHFFFAOYSA-N,N=C(N)NCCN1CCCCCCC1,True,True,574
ACGUYXCXAPNIKK-UHFFFAOYSA-N,hexachlorophene,BRD-K99792991-001-34-9,1,HTS,"GLUD1, SDHD",potassium channel activator,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,433,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,True,True,571
ACQBHJXEAYTHCY-UHFFFAOYSA-N,ciproxifan,BRD-K01767299-050-02-1,1,HTS,"ADRA2A, ADRA2C, HRH3, HRH4, HTR3A",histamine receptor antagonist,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,506,ACQBHJXEAYTHCY-UHFFFAOYSA-N,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,True,True,574
ACVGNKYJVGNLIL-UHFFFAOYSA-N,gabazine,BRD-K79905821-004-03-6,1,HTS,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRG2",GABA receptor antagonist,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,548,ACVGNKYJVGNLIL-UHFFFAOYSA-N,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,True,True,563
ACVGWSKVRYFWRP-UHFFFAOYSA-N,rutaecarpine,BRD-K94723713-001-10-6,1,HTS,PTGS2,cyclooxygenase inhibitor,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,550,ACVGWSKVRYFWRP-UHFFFAOYSA-N,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,True,True,565
ACWZRVQXLIRSDF-UHFFFAOYSA-N,MEK162,BRD-K82244583-001-01-3,1,HTS,"MAP2K1, MAP2K2",MEK inhibitor,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,562,ACWZRVQXLIRSDF-UHFFFAOYSA-N,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,True,True,550
ADEBPBSSDYVVLD-UHFFFAOYSA-N,donepezil,BRD-A49160188-003-12-7,1,HTS,"ACHE, HTR2A",acetylcholinesterase inhibitor,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,617,ADEBPBSSDYVVLD-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,True,True,563
ADGGYDAFIHSYFI-UHFFFAOYSA-N,PI3K-IN-2,BRD-K62374002-001-01-5,1,MTS004,,PI3K inhibitor,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,635,ADGGYDAFIHSYFI-UHFFFAOYSA-N,N=c1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c[nH]1,True,True,548
AEOCXXJPGCBFJA-UHFFFAOYSA-N,ethionamide,BRD-K51207550-001-23-0,1,HTS,,mycolic synthesis inhibitor,CCc1cc(C(=N)S)ccn1,867,AEOCXXJPGCBFJA-UHFFFAOYSA-N,CCc1cc(C(N)=S)ccn1,True,True,569
AEZPAUSGTAHLOQ-UHFFFAOYSA-N,PHTPP,BRD-K76568384-001-02-2,1,HTS,ESR2,estrogen receptor antagonist,Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1,938,AEZPAUSGTAHLOQ-UHFFFAOYSA-N,Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1,True,True,568
AFCGFAGUEYAMAO-UHFFFAOYSA-N,acamprosate,BRD-K26262077-238-01-5,1,HTS,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GRM5",glutamate receptor antagonist,CC(=O)NCCCS(=O)(=O)O,959,AFCGFAGUEYAMAO-UHFFFAOYSA-N,CC(=O)NCCCS(=O)(=O)O,True,True,538
AFFZCQDLQIEQGB-UHFFFAOYSA-N,aminolevulinic-acid-benzyl-ester,BRD-K59998349-003-01-4,1,HTS,,,NCC(=O)CCC(=O)OCc1ccccc1,993,AFFZCQDLQIEQGB-UHFFFAOYSA-N,NCC(=O)CCC(=O)OCc1ccccc1,True,True,563
AFNXATANNDIXLG-UHFFFAOYSA-N,sulconazole,BRD-A70649075-008-30-8,1,HTS,,sterol demethylase inhibitor,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,1063,AFNXATANNDIXLG-UHFFFAOYSA-N,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,True,True,570
AFSOIHMEOKEZJF-UHFFFAOYSA-N,carmoxirole,BRD-K82484965-003-03-5,1,HTS,DRD2,dopamine receptor agonist,O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,1098,AFSOIHMEOKEZJF-UHFFFAOYSA-N,O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,True,True,569
AFTZZRFCMOAFCR-UHFFFAOYSA-N,EHop-016,BRD-K32289541-001-01-0,1,HTS,"RAC1, RAC3",Ras GTPase inhibitor,CCn1c2ccccc2c2cc(Nc3ccnc(NCCCN4CCOCC4)n3)ccc21,1108,AFTZZRFCMOAFCR-UHFFFAOYSA-N,CCn1c2ccccc2c2cc(N=c3cc[nH]c(=NCCCN4CCOCC4)[nH]3)ccc21,True,True,570
AGBQKNBQESQNJD-UHFFFAOYSA-N,thioctic-acid,BRD-A16347691-001-13-1,1,HTS,"ACHE, LIAS, LIPT1, PTGS2, SLC5A6",reducing agent,O=C(O)CCCCC1CCSS1,1165,AGBQKNBQESQNJD-UHFFFAOYSA-N,O=C(O)CCCCC1CCSS1,True,True,571
AGJBLWCLQCKRJP-UHFFFAOYSA-N,drofenine,BRD-A22267103-003-13-1,1,HTS,,,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,1214,AGJBLWCLQCKRJP-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,True,True,569
AGMMTXLNIQSRCG-UHFFFAOYSA-N,quinethazone,BRD-A59303141-001-10-4,1,HTS,"CA1, CA2, SLC12A1, SLC12A2, SLC12A3",thiazide diuretic,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,1249,AGMMTXLNIQSRCG-UHFFFAOYSA-N,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,True,True,550
AGPKZVBTJJNPAG-UHFFFAOYSA-N,isoleucine,BRD-A02232681-001-01-8,1,MTS004,"ACADSB, BCAT1, BCAT2, IARS, IARS2",,CCC(C)C(N)C(=O)O,1269,AGPKZVBTJJNPAG-UHFFFAOYSA-N,CCC(C)C(N)C(=O)O,True,True,548
AHCYOTLTLQTPSU-UHFFFAOYSA-N,VU0357121,BRD-K86109159-001-02-6,1,HTS,GRM5,glutamate receptor positive allosteric modulator,CCCCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,1359,AHCYOTLTLQTPSU-UHFFFAOYSA-N,CCCCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,True,True,574
AHFZDNYNXFMRFQ-UHFFFAOYSA-N,org-27569,BRD-K57597776-001-01-2,1,HTS,CNR1,cannabinoid receptor modulator,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,1382,AHFZDNYNXFMRFQ-UHFFFAOYSA-N,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,True,True,568
AHJRHEGDXFFMBM-UHFFFAOYSA-N,palbociclib,BRD-K51313569-003-03-3,1,HTS,"CDK4, CDK6",CDK inhibitor,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1400,AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2c[nH]c(=Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,True,True,569
AHLPHDHHMVZTML-UHFFFAOYSA-N,ornithine,BRD-A13561534-003-02-0,1,HTS,"ARG1, ARG2, GATM, GPRC6A, OAT, OAZ1, OAZ2, OAZ3, OTC, SLC25A15, SLC25A2, SLC7A1, SLC7A2, SLC7A3, SLC7A4",NFkB pathway modulator,NCCCC(N)C(=O)O,1411,AHLPHDHHMVZTML-UHFFFAOYSA-N,NCCCC(N)C(=O)O,True,True,538
AHYMHWXQRWRBKT-UHFFFAOYSA-N,EMD-1214063,BRD-K97963946-001-01-3,1,HTS,MET,hepatocyte growth factor receptor inhibitor,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,1506,AHYMHWXQRWRBKT-UHFFFAOYSA-N,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,True,True,574
AIGAZQPHXLWMOJ-UHFFFAOYSA-N,tanshinone-i,BRD-K34073885-001-09-3,1,HTS,IFNG,AP inhibitor,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,1547,AIGAZQPHXLWMOJ-UHFFFAOYSA-N,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,True,True,537
AILRADAXUVEEIR-UHFFFAOYSA-N,brigatinib,BRD-K56981171-001-01-0,1,MTS004,"ALK, EGFR","ALK tyrosine kinase receptor inhibitor, EGFR inhibitor",COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,1588,AILRADAXUVEEIR-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1N=c1[nH]cc(Cl)c(=Nc2ccccc2P(C)(C)=O)[nH]1,True,True,547
AJRGHIGYPXNABY-UHFFFAOYSA-N,PCI-34051,BRD-K88742110-001-07-9,1,HTS,"HDAC1, HDAC10, HDAC6, HDAC8",HDAC inhibitor,COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1,1833,AJRGHIGYPXNABY-UHFFFAOYSA-N,COc1ccc(Cn2ccc3ccc(C(O)=NO)cc32)cc1,True,True,565
AKCRNFFTGXBONI-UHFFFAOYSA-N,torin-1,BRD-K40175214-001-11-6,1,HTS,MTOR,mTOR inhibitor,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,1915,AKCRNFFTGXBONI-UHFFFAOYSA-N,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,True,True,574
AKMNUCBQGHFICM-UHFFFAOYSA-N,SB-334867,BRD-K41567364-001-04-6,1,HTS,"HCRTR1, HCRTR2",orexin receptor antagonist,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1,1988,AKMNUCBQGHFICM-UHFFFAOYSA-N,Cc1nc2ccc(NC(=O)N=c3cc[nH]c4cccnc34)cc2o1,True,True,565
AKSIZPIFQAYJGF-UHFFFAOYSA-N,aurora-a-inhibitor-i,BRD-K53561341-001-07-5,1,HTS,AURKA,Aurora kinase inhibitor,CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,2035,AKSIZPIFQAYJGF-UHFFFAOYSA-N,CCN1CCN(C(=O)Cc2ccc(N=c3[nH]cc(F)c(=Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)[nH]3)cc2)CC1,True,True,570
ALBKMJDFBZVHAK-UHFFFAOYSA-N,ZK-93423,BRD-K33882852-003-02-8,1,HTS,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",benzodiazepine receptor agonist,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,2096,ALBKMJDFBZVHAK-UHFFFAOYSA-N,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,True,True,563
ALLWOAVDORUJLA-UHFFFAOYSA-N,rebamipide,BRD-A15909516-001-06-6,1,HTS,FPR1,free radical scavenger,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,2171,ALLWOAVDORUJLA-UHFFFAOYSA-N,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,True,True,572
ALOBUEHUHMBRLE-UHFFFAOYSA-N,ibutilide,BRD-A74391928-051-01-3; BRD-A74391928-051-02-1,2,HTS,"CACNA1C, CACNA2D1, CACNB1, CACNG1, KCNH2, KCNH6, KCNH7, KCNJ11, KCNK1, KCNK6",potassium channel blocker,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,2183,ALOBUEHUHMBRLE-UHFFFAOYSA-N,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,True,True,575
ALWKGYPQUAPLQC-UHFFFAOYSA-N,neostigmine,BRD-K18922609-004-23-1,1,HTS,ACHE,acetylcholinesterase inhibitor,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,2248,ALWKGYPQUAPLQC-UHFFFAOYSA-N,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,True,True,565
ALYNCZNDIQEVRV-UHFFFAOYSA-N,potassium-p-aminobenzoate,BRD-K58497451-237-10-7,1,HTS,,,Nc1ccc(C(=O)O)cc1,2265,ALYNCZNDIQEVRV-UHFFFAOYSA-N,Nc1ccc(C(=O)O)cc1,True,True,569
AMDBBAQNWSUWGN-UHFFFAOYSA-N,ioversol,BRD-A65818372-001-05-3,1,HTS,,radiopaque medium,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,2285,AMDBBAQNWSUWGN-UHFFFAOYSA-N,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,True,True,550
AMEROGPZOLAFBN-UHFFFAOYSA-N,fimasartan,BRD-K21586122-001-01-9,1,MTS004,AGTR1,angiotensin receptor antagonist,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2299,AMEROGPZOLAFBN-UHFFFAOYSA-N,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,True,True,547
AMKVXSZCKVJAGH-UHFFFAOYSA-N,naratriptan,BRD-K61337602-003-02-1,1,HTS,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F",serotonin receptor agonist,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,2345,AMKVXSZCKVJAGH-UHFFFAOYSA-N,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,True,True,569
ANDGGVOPIJEHOF-UHFFFAOYSA-N,ampalex,BRD-K24771047-001-01-6,1,HTS,"GRIA1, GRIA2, GRIA3, GRIA4",glutamate receptor agonist,O=C(c1ccc2nccnc2c1)N1CCCCC1,2462,ANDGGVOPIJEHOF-UHFFFAOYSA-N,O=C(c1ccc2nccnc2c1)N1CCCCC1,True,True,565
ANGKOCUUWGHLCE-UHFFFAOYSA-N,glycopyrrolate,BRD-A81233518-004-16-1,1,HTS,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",acetylcholine receptor antagonist,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,2492,ANGKOCUUWGHLCE-UHFFFAOYSA-N,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,True,True,572
ANGUXJDGJCHGOG-UHFFFAOYSA-N,GSK163090,BRD-K69669039-001-01-8,1,MTS004,"HTR1A, HTR1B, HTR1D",serotonin receptor antagonist,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,2498,ANGUXJDGJCHGOG-UHFFFAOYSA-N,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,True,True,548
ANMATWQYLIFGOK-UHFFFAOYSA-N,iguratimod,BRD-K15426076-001-01-2,1,HTS,PTGS2,"cyclooxygenase inhibitor, NFkB pathway inhibitor",CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,2530,ANMATWQYLIFGOK-UHFFFAOYSA-N,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,True,True,550
ANMLJLFWUCQGKZ-UHFFFAOYSA-N,talniflumate,BRD-A98378129-001-02-2,1,HTS,CLCA1,cyclooxygenase inhibitor,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,2535,ANMLJLFWUCQGKZ-UHFFFAOYSA-N,O=C1OC(OC(=O)c2ccc[nH]c2=Nc2cccc(C(F)(F)F)c2)c2ccccc21,True,True,557
ANZXOIAKUNOVQU-UHFFFAOYSA-N,bambuterol,BRD-A17462676-003-11-6,1,HTS,"ADRB2, BCHE",adrenergic receptor agonist,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,2639,ANZXOIAKUNOVQU-UHFFFAOYSA-N,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,True,True,572
AOCCBINRVIKJHY-UHFFFAOYSA-N,carmofur,BRD-K11630072-001-13-2,1,HTS,TYMS,thymidylate synthase inhibitor,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,2651,AOCCBINRVIKJHY-UHFFFAOYSA-N,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,True,True,538
APHGZZPEOCCYNO-UHFFFAOYSA-N,WZ-3146,BRD-K73293050-001-03-1,1,HTS,EGFR,EGFR inhibitor,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,2876,APHGZZPEOCCYNO-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(Oc2[nH]c(=Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,True,True,565
AQCHWTWZEMGIFD-UHFFFAOYSA-N,metolazone,BRD-A61793559-001-15-6,1,HTS,SLC12A3,carbonic anhydrase inhibitor,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,3036,AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,True,True,569
AQFFXPQJLZFABJ-UHFFFAOYSA-N,AH6809,BRD-K59339270-001-02-6,1,HTS,"PTGDR, PTGER1, PTGER2, PTGER3",prostanoid receptor antagonist,CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1,3059,AQFFXPQJLZFABJ-UHFFFAOYSA-N,CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1,True,True,574
AQGNHMOJWBZFQQ-UHFFFAOYSA-N,CHIR-99021,BRD-K16189898-003-03-3,1,HTS,"CDK1, GSK3A, GSK3B, MAPK1",glycogen synthase kinase inhibitor,Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1,3069,AQGNHMOJWBZFQQ-UHFFFAOYSA-N,Cc1c[nH]c(-c2c[nH]c(=NCCN=c3ccc(C#N)c[nH]3)nc2-c2ccc(Cl)cc2Cl)n1,True,True,574
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,BRD-A10070317-003-28-3,1,HTS,,adrenergic receptor antagonist,CC(C)NCC(O)COc1cccc2ccccc12,3076,AQHHHDLHHXJYJD-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2ccccc12,True,True,550
AQIXAKUUQRKLND-UHFFFAOYSA-N,cimetidine,BRD-K34157611-001-16-0,1,HTS,"HRH2, SLC29A4, SLC47A1, SLC47A2",histamine receptor antagonist,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,3089,AQIXAKUUQRKLND-UHFFFAOYSA-N,CN=C(NC#N)NCCSCc1[nH]cnc1C,True,True,563
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,BRD-A07395371-003-10-0,1,HTS,ADRB1,adrenergic receptor antagonist,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,3116,AQNDDEOPVVGCPG-UHFFFAOYSA-N,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,True,True,569
ARBYGDBJECGMGA-UHFFFAOYSA-N,RU-58841,BRD-K62762455-001-01-3,1,HTS,AR,androgen receptor antagonist,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCO,3223,ARBYGDBJECGMGA-UHFFFAOYSA-N,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCO,True,True,563
ARDYECYBETXQFD-UHFFFAOYSA-N,NSC-405020,BRD-A67975844-001-01-8,1,HTS,MMP1,matrix metalloprotease inhibitor,CCCC(C)NC(=O)c1ccc(Cl)c(Cl)c1,3233,ARDYECYBETXQFD-UHFFFAOYSA-N,CCCC(C)NC(=O)c1ccc(Cl)c(Cl)c1,True,True,571
ARFHIAQFJWUCFH-UHFFFAOYSA-N,nifurtimox,BRD-A00100033-001-08-9,1,HTS,,DNA inhibitor,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,3244,ARFHIAQFJWUCFH-UHFFFAOYSA-N,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,True,True,574
ARYUXFNGXHNNDM-UHFFFAOYSA-N,VU0361737,BRD-K45462423-001-03-7,1,HTS,GRM4,glutamate receptor positive allosteric modulator,COc1cc(NC(=O)c2ccccn2)ccc1Cl,3394,ARYUXFNGXHNNDM-UHFFFAOYSA-N,COc1cc(NC(=O)c2ccccn2)ccc1Cl,True,True,565
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,BRD-K66192203-001-02-2,1,MTS004,COMT,catechol O methyltransferase inhibitor,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,3518,ASOADIZOVZTJSR-UHFFFAOYSA-N,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,True,True,548
ASWVTGNCAZCNNR-UHFFFAOYSA-N,sulfamethazine,BRD-K11640013-001-15-8; BRD-K11640013-236-10-1,2,HTS,,PABA antagonist,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,3585,ASWVTGNCAZCNNR-UHFFFAOYSA-N,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,True,True,571
ASXGJMSKWNBENU-UHFFFAOYSA-N,8-hydroxy-DPAT,BRD-A48015106-004-08-9,1,HTS,"CDK1, CHEK1, CHEK2, GSK3B, HTR5A, HTR7, LCK, MAPK14, MARK1, PDPK1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG",serotonin receptor agonist,CCCN(CCC)C1CCc2cccc(O)c2C1,3591,ASXGJMSKWNBENU-UHFFFAOYSA-N,CCCN(CCC)C1CCc2cccc(O)c2C1,True,True,574
ATCGGEJZONJOCL-UHFFFAOYSA-N,irsogladine,BRD-K74195153-050-12-1,1,HTS,PDE4A,phosphodiesterase inhibitor,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,3635,ATCGGEJZONJOCL-UHFFFAOYSA-N,N=c1nc(-c2cc(Cl)ccc2Cl)[nH]c(=N)[nH]1,True,True,563
ATEFPOUAMCWAQS-UHFFFAOYSA-N,daphnetin,BRD-K61269089-001-05-5,1,HTS,,protein kinase inhibitor,O=c1ccc2ccc(O)c(O)c2o1,3653,ATEFPOUAMCWAQS-UHFFFAOYSA-N,O=c1ccc2ccc(O)c(O)c2o1,True,True,557
ATHGHQPFGPMSJY-UHFFFAOYSA-N,spermidine,BRD-K40438880-305-06-6,1,HTS,"KCNJ4, TXNRD1",glutamate receptor modulator,NCCCCNCCCN,3675,ATHGHQPFGPMSJY-UHFFFAOYSA-N,NCCCCNCCCN,True,True,518
