setting,active_threshold,topk,baseline,metric,direction,n_queries,mean_delta,ci95_low,ci95_high,paired_win_rate,wilcoxon_greater_p
low_morgan_lt_0.15,-2.0,100,Morgan,top_mean_absdiff,baseline_minus_cgp,88,0.5248356694192162,0.45699393779751696,0.5921597589065318,0.9318181818181818,7.285838369409497e-16
low_morgan_lt_0.15,-2.0,100,Morgan,top_median_absdiff,baseline_minus_cgp,88,0.5255172420987616,0.45532400390821665,0.5980367796070327,0.9772727272727273,2.2930016717994046e-16
low_morgan_lt_0.15,-2.0,100,NYAN,top_active_fraction,cgp_minus_baseline,88,0.12011363636363637,0.09795170454545456,0.14181818181818182,0.8636363636363636,3.064473165898486e-14
low_morgan_lt_0.15,-2.0,100,NYAN,active_lift,cgp_minus_baseline,88,2.7502857672179593,2.3048683664485905,3.20137082166211,0.8636363636363636,2.21349371961281e-14
low_morgan_lt_0.15,-2.0,100,NYAN,top_mean_absdiff,baseline_minus_cgp,88,0.38930876871480985,0.318987185928923,0.4627858595503735,0.8863636363636364,4.450876514985669e-14
low_morgan_lt_0.15,-2.0,100,NYAN,top_median_absdiff,baseline_minus_cgp,88,0.39970766749419534,0.32840986832815444,0.47576204391763727,0.8977272727272727,1.3249464976737131e-14
low_morgan_lt_0.15,-2.0,100,RDKit2D,top_active_fraction,cgp_minus_baseline,88,0.11897727272727271,0.09886079545454546,0.13954545454545456,0.8977272727272727,9.78688041607559e-15
low_morgan_lt_0.15,-2.0,100,RDKit2D,active_lift,cgp_minus_baseline,88,2.690617983765538,2.243559277450335,3.138366660952288,0.8977272727272727,1.0079992165680765e-14
low_morgan_lt_0.15,-2.0,100,RDKit2D,top_mean_absdiff,baseline_minus_cgp,88,0.40110584825405654,0.32833437733864657,0.4764413737689259,0.9204545454545454,1.8863913864708014e-14
low_morgan_lt_0.15,-2.0,100,RDKit2D,top_median_absdiff,baseline_minus_cgp,88,0.4313508534459371,0.35510867086293896,0.5092305922858196,0.9431818181818182,2.3462448651610514e-15
low_morgan_lt_0.15,-1.5,10,AtomPair,top_active_fraction,cgp_minus_baseline,121,0.1884297520661157,0.1512190082644628,0.22561983471074382,0.7024793388429752,6.221830092786987e-14
low_morgan_lt_0.15,-1.5,10,AtomPair,active_lift,cgp_minus_baseline,121,3.1162648466722103,2.5041619829782897,3.7225184190727796,0.7024793388429752,4.3770764512882815e-14
low_morgan_lt_0.15,-1.5,10,AtomPair,top_mean_absdiff,baseline_minus_cgp,121,0.45599933029912526,0.3545528566529724,0.566625622880578,0.7520661157024794,6.055155444742056e-13
low_morgan_lt_0.15,-1.5,10,AtomPair,top_median_absdiff,baseline_minus_cgp,121,0.4799123912472913,0.3611037064705144,0.6144679018694673,0.7355371900826446,2.4129817525678966e-10
low_morgan_lt_0.15,-1.5,10,Avalon,top_active_fraction,cgp_minus_baseline,121,0.2190082644628099,0.17685950413223142,0.2603512396694214,0.743801652892562,1.09595262930492e-14
low_morgan_lt_0.15,-1.5,10,Avalon,active_lift,cgp_minus_baseline,121,3.659749744539103,3.017923833173379,4.384624355865699,0.743801652892562,5.7912773629837364e-15
low_morgan_lt_0.15,-1.5,10,Avalon,top_mean_absdiff,baseline_minus_cgp,121,0.5697958664684787,0.4537591421856362,0.6860840856308279,0.7933884297520661,8.222917364985248e-15
low_morgan_lt_0.15,-1.5,10,Avalon,top_median_absdiff,baseline_minus_cgp,121,0.5917667434442584,0.461693052565798,0.7337644549933285,0.8181818181818182,1.6374472749790435e-13
low_morgan_lt_0.15,-1.5,10,Morgan,top_active_fraction,cgp_minus_baseline,121,0.2330578512396694,0.19586776859504135,0.271900826446281,0.7603305785123967,6.328247895350955e-17
low_morgan_lt_0.15,-1.5,10,Morgan,active_lift,cgp_minus_baseline,121,3.917026396192318,3.32649977934637,4.5186204942343435,0.7603305785123967,3.65051244985242e-17
low_morgan_lt_0.15,-1.5,10,Morgan,top_mean_absdiff,baseline_minus_cgp,121,0.603946878322908,0.4976535579964217,0.7102724007737796,0.8347107438016529,1.435120924499149e-17
low_morgan_lt_0.15,-1.5,10,Morgan,top_median_absdiff,baseline_minus_cgp,121,0.6436669476951322,0.518671263007139,0.7713480252976718,0.8264462809917356,5.525189616373972e-16
low_morgan_lt_0.15,-1.5,10,NYAN,top_active_fraction,cgp_minus_baseline,121,0.1884297520661157,0.14958677685950414,0.22892561983471077,0.7024793388429752,2.508866421784337e-13
low_morgan_lt_0.15,-1.5,10,NYAN,active_lift,cgp_minus_baseline,121,3.137921004135398,2.4966734995224003,3.774152256158691,0.7024793388429752,1.0236609943220154e-13
low_morgan_lt_0.15,-1.5,10,NYAN,top_mean_absdiff,baseline_minus_cgp,121,0.4697385030393085,0.3654136689046007,0.579222964985002,0.8181818181818182,2.8479365509672376e-13
low_morgan_lt_0.15,-1.5,10,NYAN,top_median_absdiff,baseline_minus_cgp,121,0.5220244437682708,0.3979195648461916,0.6565555043482705,0.8016528925619835,5.4641296177947074e-12
low_morgan_lt_0.15,-1.5,10,RDKit2D,top_active_fraction,cgp_minus_baseline,121,0.21239669421487606,0.1760123966942149,0.25041322314049586,0.743801652892562,5.931115939424106e-15
low_morgan_lt_0.15,-1.5,10,RDKit2D,active_lift,cgp_minus_baseline,121,3.541836849795897,2.879699894270688,4.150513428930863,0.743801652892562,3.585956776674345e-15
low_morgan_lt_0.15,-1.5,10,RDKit2D,top_mean_absdiff,baseline_minus_cgp,121,0.5182951306991571,0.40486824675008065,0.635594463084121,0.8099173553719008,9.362724345199854e-14
low_morgan_lt_0.15,-1.5,10,RDKit2D,top_median_absdiff,baseline_minus_cgp,121,0.5739614003602981,0.43682325733729954,0.7151560814666714,0.768595041322314,2.01710695019604e-12
low_morgan_lt_0.15,-1.5,50,AtomPair,top_active_fraction,cgp_minus_baseline,121,0.15239669421487603,0.12694214876033058,0.17735537190082645,0.8347107438016529,8.192553105245844e-18
low_morgan_lt_0.15,-1.5,50,AtomPair,active_lift,cgp_minus_baseline,121,2.5421897442956736,2.1201498449392795,2.9332775081199736,0.8347107438016529,4.681728613194179e-18
low_morgan_lt_0.15,-1.5,50,AtomPair,top_mean_absdiff,baseline_minus_cgp,121,0.35937484899835953,0.2915392630999636,0.43299785708888144,0.8181818181818182,2.2218259424942776e-16
low_morgan_lt_0.15,-1.5,50,AtomPair,top_median_absdiff,baseline_minus_cgp,121,0.35759814926288436,0.28095845660398117,0.4426967982064405,0.8099173553719008,9.09518666794195e-15
low_morgan_lt_0.15,-1.5,50,Avalon,top_active_fraction,cgp_minus_baseline,121,0.1652892561983471,0.13801652892561983,0.19223140495867766,0.8347107438016529,6.483608379624082e-17
low_morgan_lt_0.15,-1.5,50,Avalon,active_lift,cgp_minus_baseline,121,2.780529086772506,2.344383459122248,3.200827670570899,0.8347107438016529,2.5878966159427014e-17
low_morgan_lt_0.15,-1.5,50,Avalon,top_mean_absdiff,baseline_minus_cgp,121,0.42571243492108085,0.3535915920422614,0.49760372942680686,0.8347107438016529,8.271897801198325e-17
low_morgan_lt_0.15,-1.5,50,Avalon,top_median_absdiff,baseline_minus_cgp,121,0.4383650429487663,0.35665059741653793,0.5218580306570604,0.8429752066115702,6.955993572772134e-17
low_morgan_lt_0.15,-1.5,50,Morgan,top_active_fraction,cgp_minus_baseline,121,0.1915702479338843,0.16495867768595043,0.21570247933884298,0.859504132231405,1.0973182967737746e-19
low_morgan_lt_0.15,-1.5,50,Morgan,active_lift,cgp_minus_baseline,121,3.225140195901725,2.791679269369344,3.6719484163811678,0.859504132231405,8.288152274044807e-20
low_morgan_lt_0.15,-1.5,50,Morgan,top_mean_absdiff,baseline_minus_cgp,121,0.5048823570665972,0.4322354514785407,0.5746559264547388,0.8760330578512396,3.9737044049722004e-20
low_morgan_lt_0.15,-1.5,50,Morgan,top_median_absdiff,baseline_minus_cgp,121,0.5096514566240097,0.4341909641870331,0.5851678394186713,0.9256198347107438,6.70483310599692e-20
low_morgan_lt_0.15,-1.5,50,NYAN,top_active_fraction,cgp_minus_baseline,121,0.15256198347107439,0.1262809917355372,0.17884710743801652,0.8181818181818182,3.369716915954287e-17
low_morgan_lt_0.15,-1.5,50,NYAN,active_lift,cgp_minus_baseline,121,2.547936565102207,2.1364078097839094,2.9712432413463277,0.8181818181818182,2.0756423997324787e-17
low_morgan_lt_0.15,-1.5,50,NYAN,top_mean_absdiff,baseline_minus_cgp,121,0.3643027333827008,0.2946732675552554,0.4386791888066737,0.8429752066115702,2.1290182564507267e-16
low_morgan_lt_0.15,-1.5,50,NYAN,top_median_absdiff,baseline_minus_cgp,121,0.3730873973503293,0.29169526163789644,0.4500709112182012,0.8181818181818182,6.583330443802876e-15
low_morgan_lt_0.15,-1.5,50,RDKit2D,top_active_fraction,cgp_minus_baseline,121,0.1575206611570248,0.13156611570247934,0.18463223140495863,0.8264462809917356,5.142882893525229e-18
low_morgan_lt_0.15,-1.5,50,RDKit2D,active_lift,cgp_minus_baseline,121,2.607149797712298,2.200844489631977,3.0266911539586783,0.8264462809917356,4.204478919150984e-18
low_morgan_lt_0.15,-1.5,50,RDKit2D,top_mean_absdiff,baseline_minus_cgp,121,0.40031293508025223,0.32874479508235877,0.4714428890511128,0.8760330578512396,2.4379809978881946e-17
low_morgan_lt_0.15,-1.5,50,RDKit2D,top_median_absdiff,baseline_minus_cgp,121,0.42174111233258327,0.34122110077241063,0.5039603325597326,0.8677685950413223,2.4640452459014494e-16
low_morgan_lt_0.15,-1.5,100,AtomPair,top_active_fraction,cgp_minus_baseline,121,0.12694214876033058,0.10635537190082643,0.1490082644628099,0.8677685950413223,2.614581647863138e-17
low_morgan_lt_0.15,-1.5,100,AtomPair,active_lift,cgp_minus_baseline,121,2.114948462975933,1.7907246575999365,2.4283031260777626,0.8677685950413223,1.0516620946588406e-17
low_morgan_lt_0.15,-1.5,100,AtomPair,top_mean_absdiff,baseline_minus_cgp,121,0.28419966914070954,0.22564938883432034,0.34034671033057606,0.859504132231405,3.161870818055125e-15
low_morgan_lt_0.15,-1.5,100,AtomPair,top_median_absdiff,baseline_minus_cgp,121,0.2816723840148092,0.2226292974023884,0.34398983202419814,0.8099173553719008,2.01505740573424e-15
low_morgan_lt_0.15,-1.5,100,Avalon,top_active_fraction,cgp_minus_baseline,121,0.13826446280991733,0.11603305785123966,0.15950619834710744,0.8347107438016529,5.137720231037931e-17
low_morgan_lt_0.15,-1.5,100,Avalon,active_lift,cgp_minus_baseline,121,2.3171445008814744,1.9784012179331034,2.6542073552469327,0.8347107438016529,1.2470055816087117e-17
low_morgan_lt_0.15,-1.5,100,Avalon,top_mean_absdiff,baseline_minus_cgp,121,0.33900826501880854,0.27961728649708356,0.39800148118550244,0.859504132231405,6.240756966844514e-17
low_morgan_lt_0.15,-1.5,100,Avalon,top_median_absdiff,baseline_minus_cgp,121,0.3497450373283191,0.29016860054402027,0.4148758097434626,0.859504132231405,8.998275034794585e-18
low_morgan_lt_0.15,-1.5,100,Morgan,top_active_fraction,cgp_minus_baseline,121,0.16520661157024796,0.14388429752066118,0.18595041322314046,0.859504132231405,7.370344652486259e-20
low_morgan_lt_0.15,-1.5,100,Morgan,active_lift,cgp_minus_baseline,121,2.7724656446016147,2.415720189864951,3.0956453550163965,0.859504132231405,7.138546804040101e-20
low_morgan_lt_0.15,-1.5,100,Morgan,top_mean_absdiff,baseline_minus_cgp,121,0.4259786188214237,0.36638045437568534,0.48586329307630044,0.9008264462809917,4.476641249447951e-20
low_morgan_lt_0.15,-1.5,100,Morgan,top_median_absdiff,baseline_minus_cgp,121,0.431804325297852,0.37135900230866603,0.4962547286371818,0.9338842975206612,1.4161932078117607e-20
low_morgan_lt_0.15,-1.5,100,NYAN,top_active_fraction,cgp_minus_baseline,121,0.13421487603305787,0.11363636363636365,0.15562190082644628,0.8429752066115702,2.96679853928117e-18
low_morgan_lt_0.15,-1.5,100,NYAN,active_lift,cgp_minus_baseline,121,2.236691972431622,1.9155355319704201,2.5664337916555424,0.8429752066115702,1.81244271869099e-18
low_morgan_lt_0.15,-1.5,100,NYAN,top_mean_absdiff,baseline_minus_cgp,121,0.31392327635252193,0.2549466765717636,0.37081972147209874,0.8512396694214877,4.0367605685143405e-17
low_morgan_lt_0.15,-1.5,100,NYAN,top_median_absdiff,baseline_minus_cgp,121,0.32053947031776003,0.2568657449667844,0.38546785695292146,0.8429752066115702,7.108450653843502e-17
low_morgan_lt_0.15,-1.5,100,RDKit2D,top_active_fraction,cgp_minus_baseline,121,0.12958677685950412,0.10900826446280992,0.15115702479338844,0.8677685950413223,2.7981692447483575e-18
low_morgan_lt_0.15,-1.5,100,RDKit2D,active_lift,cgp_minus_baseline,121,2.1324096944960513,1.8011198361359952,2.496377055330144,0.8677685950413223,1.6611304477839078e-18
low_morgan_lt_0.15,-1.5,100,RDKit2D,top_mean_absdiff,baseline_minus_cgp,121,0.32314445401809355,0.263042715118947,0.38444739072331713,0.859504132231405,1.3427792436386952e-17
low_morgan_lt_0.15,-1.5,100,RDKit2D,top_median_absdiff,baseline_minus_cgp,121,0.3479595117129997,0.28465579349052983,0.4098152313238199,0.8842975206611571,3.01989262991633e-18
low_morgan_lt_0.15,-1.0,10,AtomPair,top_active_fraction,cgp_minus_baseline,187,0.1754010695187166,0.13955882352941176,0.21390374331550802,0.6417112299465241,1.36894016903373e-15
low_morgan_lt_0.15,-1.0,10,AtomPair,active_lift,cgp_minus_baseline,187,1.8684174231715227,1.4833101557734385,2.2302416223899297,0.6417112299465241,4.900056453688608e-16
low_morgan_lt_0.15,-1.0,10,AtomPair,top_mean_absdiff,baseline_minus_cgp,187,0.2809885169156232,0.20055299469682944,0.36569760927516637,0.6310160427807486,1.890562494846718e-09
low_morgan_lt_0.15,-1.0,10,AtomPair,top_median_absdiff,baseline_minus_cgp,187,0.29826676292250925,0.2086574768471411,0.3959956517875881,0.6577540106951871,1.4500745132933736e-07
low_morgan_lt_0.15,-1.0,10,Avalon,top_active_fraction,cgp_minus_baseline,187,0.20267379679144384,0.1620320855614973,0.2401069518716577,0.6631016042780749,6.715481749498875e-17
low_morgan_lt_0.15,-1.0,10,Avalon,active_lift,cgp_minus_baseline,187,2.178520913442875,1.768308815602539,2.5739057388282407,0.6631016042780749,1.4339857437397752e-17
low_morgan_lt_0.15,-1.0,10,Avalon,top_mean_absdiff,baseline_minus_cgp,187,0.37711833462901634,0.29641091350651294,0.4606379653995287,0.7058823529411765,1.4597667182420654e-13
low_morgan_lt_0.15,-1.0,10,Avalon,top_median_absdiff,baseline_minus_cgp,187,0.40271558724315765,0.30927712437931376,0.5069210678783888,0.7379679144385026,6.508473864572272e-14
low_morgan_lt_0.15,-1.0,10,Morgan,top_active_fraction,cgp_minus_baseline,187,0.2144385026737968,0.17807486631016042,0.24707219251336893,0.7112299465240641,5.1877648271996524e-20
low_morgan_lt_0.15,-1.0,10,Morgan,active_lift,cgp_minus_baseline,187,2.315419424652626,1.9299216309981158,2.6916540179806523,0.7112299465240641,1.4375205781394192e-21
low_morgan_lt_0.15,-1.0,10,Morgan,top_mean_absdiff,baseline_minus_cgp,187,0.4121111030749202,0.3323003453738212,0.49529029178319267,0.7379679144385026,4.224209316882994e-18
low_morgan_lt_0.15,-1.0,10,Morgan,top_median_absdiff,baseline_minus_cgp,187,0.44331521147853986,0.34632162726990445,0.5388121180783669,0.7379679144385026,4.4376344865337963e-16
low_morgan_lt_0.15,-1.0,10,NYAN,top_active_fraction,cgp_minus_baseline,187,0.1657754010695187,0.12887700534759358,0.20320855614973263,0.6470588235294118,1.0731304395204679e-13
low_morgan_lt_0.15,-1.0,10,NYAN,active_lift,cgp_minus_baseline,187,1.7751204050095328,1.3630621188547654,2.1943493404187757,0.6470588235294118,2.1166605210019195e-14
low_morgan_lt_0.15,-1.0,10,NYAN,top_mean_absdiff,baseline_minus_cgp,187,0.3067604338379208,0.2255116998822441,0.3831472330353485,0.7165775401069518,1.853497053190958e-11
low_morgan_lt_0.15,-1.0,10,NYAN,top_median_absdiff,baseline_minus_cgp,187,0.35257302041904487,0.25471587598772516,0.4495420275758662,0.6951871657754011,7.796329765211028e-11
low_morgan_lt_0.15,-1.0,10,RDKit2D,top_active_fraction,cgp_minus_baseline,187,0.1941176470588235,0.15989304812834224,0.22995989304812828,0.6684491978609626,5.2643948995734185e-17
low_morgan_lt_0.15,-1.0,10,RDKit2D,active_lift,cgp_minus_baseline,187,2.089508190037044,1.7028487252323123,2.4842866888078805,0.6684491978609626,2.2130789649945423e-18
low_morgan_lt_0.15,-1.0,10,RDKit2D,top_mean_absdiff,baseline_minus_cgp,187,0.3301438448648093,0.24611518495868365,0.4168636581128864,0.6684491978609626,1.5868565954135457e-11
low_morgan_lt_0.15,-1.0,10,RDKit2D,top_median_absdiff,baseline_minus_cgp,187,0.3755269508960129,0.2783466123951651,0.47809174718230757,0.6631016042780749,1.051758802366203e-10
low_morgan_lt_0.15,-1.0,50,AtomPair,top_active_fraction,cgp_minus_baseline,187,0.14181818181818182,0.11871390374331552,0.16716844919786092,0.7433155080213903,1.1090136888044728e-19
low_morgan_lt_0.15,-1.0,50,AtomPair,active_lift,cgp_minus_baseline,187,1.5162066254477984,1.253732626085655,1.7936009168777718,0.7433155080213903,5.433367271370923e-20
low_morgan_lt_0.15,-1.0,50,AtomPair,top_mean_absdiff,baseline_minus_cgp,187,0.21905719746461386,0.1625136343343378,0.275104917303639,0.6524064171122995,2.105592545615364e-11
low_morgan_lt_0.15,-1.0,50,AtomPair,top_median_absdiff,baseline_minus_cgp,187,0.22208231898276184,0.16297665273101147,0.2829339171326183,0.6844919786096256,3.5260852524445857e-11
low_morgan_lt_0.15,-1.0,50,Avalon,top_active_fraction,cgp_minus_baseline,187,0.1616042780748663,0.13389839572192513,0.18898663101604277,0.7540106951871658,2.1986944854510965e-19
low_morgan_lt_0.15,-1.0,50,Avalon,active_lift,cgp_minus_baseline,187,1.7495599378920401,1.4501333570757424,2.0404722176788153,0.7540106951871658,7.008178313757736e-20
low_morgan_lt_0.15,-1.0,50,Avalon,top_mean_absdiff,baseline_minus_cgp,187,0.2827769503086422,0.22652805935536255,0.3396271019645446,0.7540106951871658,2.356541902409194e-17
low_morgan_lt_0.15,-1.0,50,Avalon,top_median_absdiff,baseline_minus_cgp,187,0.2984377162726808,0.23742944599425123,0.35770503613820176,0.7754010695187166,3.625392372295517e-18
low_morgan_lt_0.15,-1.0,50,Morgan,top_active_fraction,cgp_minus_baseline,187,0.1903743315508021,0.16352673796791442,0.2171203208556149,0.7807486631016043,1.899536714084828e-24
low_morgan_lt_0.15,-1.0,50,Morgan,active_lift,cgp_minus_baseline,187,2.0571698571922505,1.7896483744235336,2.3368176250996844,0.7807486631016043,1.1470605726111535e-24
low_morgan_lt_0.15,-1.0,50,Morgan,top_mean_absdiff,baseline_minus_cgp,187,0.34289804235448734,0.2901269817594412,0.4006470410733579,0.7807486631016043,6.208089915402236e-23
low_morgan_lt_0.15,-1.0,50,Morgan,top_median_absdiff,baseline_minus_cgp,187,0.3570870366359919,0.2941246476619734,0.4191805101938877,0.839572192513369,2.4949577182145227e-23
low_morgan_lt_0.15,-1.0,50,NYAN,top_active_fraction,cgp_minus_baseline,187,0.14267379679144385,0.11625401069518718,0.16898395721925133,0.732620320855615,9.041644227789599e-19
low_morgan_lt_0.15,-1.0,50,NYAN,active_lift,cgp_minus_baseline,187,1.530619826213885,1.264808109526996,1.7948605330787695,0.732620320855615,1.6804110171614435e-19
low_morgan_lt_0.15,-1.0,50,NYAN,top_mean_absdiff,baseline_minus_cgp,187,0.24533282333676815,0.19351396546430624,0.2985126130962839,0.7647058823529411,4.3197340336927506e-17
low_morgan_lt_0.15,-1.0,50,NYAN,top_median_absdiff,baseline_minus_cgp,187,0.25609763775750455,0.1976038431860455,0.3150637710497252,0.7540106951871658,3.672741198017114e-15
low_morgan_lt_0.15,-1.0,50,RDKit2D,top_active_fraction,cgp_minus_baseline,187,0.15336898395721926,0.12866310160427807,0.1790401069518716,0.7700534759358288,3.3382885898611813e-21
low_morgan_lt_0.15,-1.0,50,RDKit2D,active_lift,cgp_minus_baseline,187,1.6320162356235695,1.3602385472308112,1.9065133992954357,0.7700534759358288,1.5067865899728408e-21
low_morgan_lt_0.15,-1.0,50,RDKit2D,top_mean_absdiff,baseline_minus_cgp,187,0.255460044082116,0.19966620936451412,0.3132922004602982,0.7272727272727273,5.1071039899222094e-15
low_morgan_lt_0.15,-1.0,50,RDKit2D,top_median_absdiff,baseline_minus_cgp,187,0.2730637161620833,0.21284995724218364,0.3328152048407293,0.732620320855615,1.322812782112041e-14
low_morgan_lt_0.15,-1.0,100,AtomPair,top_active_fraction,cgp_minus_baseline,187,0.11524064171122995,0.09304812834224598,0.13545588235294115,0.7433155080213903,7.779067648672125e-18
low_morgan_lt_0.15,-1.0,100,AtomPair,active_lift,cgp_minus_baseline,187,1.2360846804706573,1.020258187550631,1.4461985732391818,0.7433155080213903,1.267595784287941e-18
low_morgan_lt_0.15,-1.0,100,AtomPair,top_mean_absdiff,baseline_minus_cgp,187,0.17692278352198146,0.13400963271781638,0.22102750061522164,0.6898395721925134,1.6762434873671316e-12
low_morgan_lt_0.15,-1.0,100,AtomPair,top_median_absdiff,baseline_minus_cgp,187,0.1781677829145571,0.1339638059156437,0.22424045366939405,0.6684491978609626,1.331238793862851e-12
low_morgan_lt_0.15,-1.0,100,Avalon,top_active_fraction,cgp_minus_baseline,187,0.13347593582887698,0.11016042780748664,0.15518716577540106,0.7540106951871658,1.359388906571514e-19
low_morgan_lt_0.15,-1.0,100,Avalon,active_lift,cgp_minus_baseline,187,1.4407064303174246,1.1982216238515149,1.6743019249162057,0.7540106951871658,1.966763133579223e-20
low_morgan_lt_0.15,-1.0,100,Avalon,top_mean_absdiff,baseline_minus_cgp,187,0.22620133744543702,0.18151152075876542,0.2708661875530402,0.7914438502673797,1.6804425711902087e-18
low_morgan_lt_0.15,-1.0,100,Avalon,top_median_absdiff,baseline_minus_cgp,187,0.23428021942313268,0.1872457281318093,0.28409268423491735,0.7807486631016043,5.654272084801083e-19
low_morgan_lt_0.15,-1.0,100,Morgan,top_active_fraction,cgp_minus_baseline,187,0.17058823529411765,0.14903743315508022,0.19219385026737965,0.7967914438502673,2.1926889569933407e-25
low_morgan_lt_0.15,-1.0,100,Morgan,active_lift,cgp_minus_baseline,187,1.8386072065956496,1.6052156421747663,2.068729853567486,0.7967914438502673,1.4083320122881008e-25
low_morgan_lt_0.15,-1.0,100,Morgan,top_mean_absdiff,baseline_minus_cgp,187,0.29118170636137053,0.24632730538828715,0.3393584112133208,0.8502673796791443,3.469549976091032e-25
low_morgan_lt_0.15,-1.0,100,Morgan,top_median_absdiff,baseline_minus_cgp,187,0.3037289624658966,0.2558097300713953,0.35277270868244415,0.8770053475935828,1.3913047108114258e-26
low_morgan_lt_0.15,-1.0,100,NYAN,top_active_fraction,cgp_minus_baseline,187,0.12866310160427807,0.10668048128342245,0.15000133689839573,0.7433155080213903,3.000540163500401e-20
low_morgan_lt_0.15,-1.0,100,NYAN,active_lift,cgp_minus_baseline,187,1.3786752147297245,1.1510595516905913,1.604546210867597,0.7433155080213903,6.504948175767523e-21
low_morgan_lt_0.15,-1.0,100,NYAN,top_mean_absdiff,baseline_minus_cgp,187,0.20981090981417388,0.1686599859143272,0.2506481909042118,0.7486631016042781,1.9378530720320503e-18
low_morgan_lt_0.15,-1.0,100,NYAN,top_median_absdiff,baseline_minus_cgp,187,0.217846083858973,0.1751540648887959,0.26447702868383083,0.7647058823529411,3.5199042395387136e-18
low_morgan_lt_0.15,-1.0,100,RDKit2D,top_active_fraction,cgp_minus_baseline,187,0.13106951871657754,0.10967914438502673,0.15272994652406416,0.786096256684492,3.2089298571386332e-22
low_morgan_lt_0.15,-1.0,100,RDKit2D,active_lift,cgp_minus_baseline,187,1.389402515076706,1.1727378873484353,1.6064615499039696,0.786096256684492,1.2203126243936857e-22
low_morgan_lt_0.15,-1.0,100,RDKit2D,top_mean_absdiff,baseline_minus_cgp,187,0.21196722758909,0.16849153693449348,0.25853085667914,0.7486631016042781,9.351224508021391e-18
low_morgan_lt_0.15,-1.0,100,RDKit2D,top_median_absdiff,baseline_minus_cgp,187,0.2282763983489993,0.18208281912866273,0.2781402211797504,0.7700534759358288,8.234688681089176e-18
low_morgan_lt_0.20,-2.0,10,AtomPair,top_active_fraction,cgp_minus_baseline,88,0.2056818181818182,0.16136363636363638,0.25,0.7272727272727273,2.3984112342011876e-11
low_morgan_lt_0.20,-2.0,10,AtomPair,active_lift,cgp_minus_baseline,88,4.47874718955932,3.5064449071945445,5.4317825894279395,0.7272727272727273,9.741294287062027e-12
low_morgan_lt_0.20,-2.0,10,AtomPair,top_mean_absdiff,baseline_minus_cgp,88,0.6070538400088977,0.4554033583723306,0.7653510265487717,0.7840909090909091,1.5749664187310983e-10
low_morgan_lt_0.20,-2.0,10,AtomPair,top_median_absdiff,baseline_minus_cgp,88,0.7139504049032852,0.5260463542365125,0.907727863369655,0.7727272727272727,8.906075080263233e-10
low_morgan_lt_0.20,-2.0,10,Avalon,top_active_fraction,cgp_minus_baseline,88,0.21590909090909094,0.17045454545454544,0.2625,0.75,8.906960692817898e-11
low_morgan_lt_0.20,-2.0,10,Avalon,active_lift,cgp_minus_baseline,88,4.7282844100336945,3.68893226344664,5.748407729003629,0.75,7.366385403642347e-11
low_morgan_lt_0.20,-2.0,10,Avalon,top_mean_absdiff,baseline_minus_cgp,88,0.7048492605237037,0.5507556706801255,0.8605259703844851,0.8295454545454546,8.594428145184127e-12
low_morgan_lt_0.20,-2.0,10,Avalon,top_median_absdiff,baseline_minus_cgp,88,0.8057299709808748,0.6168685777956853,0.9931414931406007,0.8068181818181818,2.8130667788805027e-11
low_morgan_lt_0.20,-2.0,10,Morgan,top_active_fraction,cgp_minus_baseline,88,0.2113636363636364,0.16477272727272727,0.2545454545454546,0.75,1.089903254343676e-11
low_morgan_lt_0.20,-2.0,10,Morgan,active_lift,cgp_minus_baseline,88,4.638743317755233,3.666783753713372,5.565487761638019,0.75,2.112588196878699e-11
low_morgan_lt_0.20,-2.0,10,Morgan,top_mean_absdiff,baseline_minus_cgp,88,0.6858272199081761,0.5389304822917107,0.8343720298087797,0.8295454545454546,1.7969504902520557e-11
low_morgan_lt_0.20,-2.0,10,Morgan,top_median_absdiff,baseline_minus_cgp,88,0.8442283119075,0.6699435262651605,1.0145901112247553,0.7840909090909091,7.664695508826853e-12
low_morgan_lt_0.20,-2.0,10,NYAN,top_active_fraction,cgp_minus_baseline,88,0.18068181818181817,0.13295454545454544,0.22843749999999985,0.7045454545454546,3.7528191557875524e-10
low_morgan_lt_0.20,-2.0,10,NYAN,active_lift,cgp_minus_baseline,88,3.9300283337493767,2.836050973700688,4.960597473274178,0.7045454545454546,3.6669984986579495e-10
low_morgan_lt_0.20,-2.0,10,NYAN,top_mean_absdiff,baseline_minus_cgp,88,0.6356003759452009,0.4872590476988427,0.7927456031677121,0.8181818181818182,1.023402287086738e-10
low_morgan_lt_0.20,-2.0,10,NYAN,top_median_absdiff,baseline_minus_cgp,88,0.773905295962653,0.60164273170414,0.9626695398876605,0.7613636363636364,5.617424251567754e-11
low_morgan_lt_0.20,-2.0,10,RDKit2D,top_active_fraction,cgp_minus_baseline,88,0.19204545454545452,0.1488636363636364,0.23863636363636365,0.7386363636363636,5.736758718894497e-10
low_morgan_lt_0.20,-2.0,10,RDKit2D,active_lift,cgp_minus_baseline,88,4.174229597002946,3.1937384933168764,5.1607617653853195,0.7386363636363636,4.831337390800752e-10
low_morgan_lt_0.20,-2.0,10,RDKit2D,top_mean_absdiff,baseline_minus_cgp,88,0.6372724413915422,0.5037329580230024,0.7852653970979074,0.8181818181818182,1.1428946627622783e-11
