method,num_queries,topk,corr_threshold,directed_hits,unique_pair_hits,queries_with_hit,query_hit_rate,hit_yield_per_1000_ranked,mean_hit_rank,median_hit_corr,setting,low_tanimoto,section,query_idx,CGP-Align,RDKit2D,cgp_better,same,n_query,num_candidates,random_expected_corr,mean_functional_neighbor_rank_percentile,best_functional_neighbor_rank_percentile,top10_corr,top10_poscorr,ndcg10,retention10,functional_top10_in_top10_rate,oracle_top10_corr,top50_corr,top50_poscorr,ndcg50,retention50,functional_top10_in_top50_rate,oracle_top50_corr,top100_corr,top100_poscorr,ndcg100,retention100,functional_top10_in_top100_rate,oracle_top100_corr,num_pairs,mean_prism_response_corr,median_shared_top50_genes,mean_shared_top50_genes,mean_shared_gene_jaccard,mean_shared_gene_neglog10p,fraction_with_category_hit,mean_unique_categories,fraction_with_known_target_hit,retrieved_idx,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20,morgan_tanimoto,query_inchikey,retrieved_inchikey
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,779.0,0.4,0.18,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,787.0,0.46,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,794.0,0.66,0.08,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,797.0,0.54,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,801.0,0.08,0.18,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,806.0,0.62,0.14,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,812.0,0.44,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,816.0,0.48,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,820.0,0.44,0.28,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,838.0,0.04,0.04,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,839.0,0.06,0.02,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,841.0,0.48,0.36,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,865.0,0.42,0.28,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,881.0,0.32,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,898.0,0.16,0.02,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,912.0,0.2,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,921.0,0.02,0.2,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,942.0,0.52,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,945.0,0.08,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,958.0,0.5,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,976.0,0.48,0.3,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,999.0,0.04,0.06,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1001.0,0.46,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1004.0,0.14,0.16,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1011.0,0.3,0.34,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1043.0,0.46,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1047.0,0.32,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1060.0,0.64,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1069.0,0.16,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1076.0,0.58,0.18,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1078.0,0.16,0.12,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1079.0,0.46,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1080.0,0.34,0.34,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1081.0,0.5,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1092.0,0.44,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1104.0,0.0,0.2,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1110.0,0.5,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1112.0,0.46,0.34,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1119.0,0.66,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1128.0,0.24,0.28,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1139.0,0.02,0.02,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1141.0,0.66,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1161.0,0.14,0.1,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1169.0,0.22,0.14,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1178.0,0.42,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1181.0,0.38,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1186.0,0.4,0.28,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1189.0,0.58,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1191.0,0.3,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1196.0,0.44,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1210.0,0.0,0.04,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1214.0,0.46,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1220.0,0.4,0.28,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1226.0,0.48,0.1,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1235.0,0.36,0.32,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1236.0,0.56,0.3,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1238.0,0.46,0.12,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1240.0,0.12,0.0,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1241.0,0.68,0.12,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1245.0,0.6,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1285.0,0.24,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1299.0,0.42,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1315.0,0.54,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1319.0,0.26,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1323.0,0.46,0.34,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1331.0,0.24,0.26,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1338.0,0.4,0.14,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1339.0,0.2,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1352.0,0.02,0.02,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1357.0,0.4,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1375.0,0.04,0.04,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1389.0,0.42,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1407.0,0.06,0.06,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1416.0,0.44,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1428.0,0.36,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1435.0,0.0,0.1,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1470.0,0.2,0.12,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1486.0,0.42,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1501.0,0.24,0.26,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1503.0,0.26,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1522.0,0.02,0.12,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1536.0,0.1,0.22,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1539.0,0.5,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1551.0,0.08,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1553.0,0.56,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1564.0,0.22,0.02,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1584.0,0.34,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1585.0,0.46,0.34,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1608.0,0.16,0.34,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1637.0,0.56,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1641.0,0.06,0.18,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1649.0,0.46,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1655.0,0.22,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1680.0,0.16,0.22,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1689.0,0.4,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1692.0,0.42,0.18,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1700.0,0.06,0.0,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1709.0,0.36,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1718.0,0.06,0.1,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1739.0,0.3,0.28,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1754.0,0.54,0.0,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1763.0,0.36,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1781.0,0.5,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1787.0,0.32,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1817.0,0.0,0.0,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1822.0,0.02,0.06,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1828.0,0.34,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1829.0,0.04,0.04,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,1835.0,0.38,0.3,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,,,,,,,,,,all_candidates,,figure6_panel_d_pancancer_source,,,,,,,1855.0,0.0329347012756314,0.3964478015846446,0.0665415294981958,0.0663304266397098,0.0737917596511994,0.2725938319409569,0.1115341694994694,0.0354525862068965,0.2410040456568822,0.0558159545466733,0.0638278818167116,0.2959533078102929,0.1005727058106504,0.0932650862068965,0.1931161336180882,0.05278504022149,0.0609417436242129,0.3188786396412673,0.1033971064833673,0.1473060344827586,0.1701811382919951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,,,,,,,,,,all_candidates,,figure6_panel_d_pancancer_source,,,,,,,1855.0,0.0329347012756314,0.4270905695513893,0.0693491239816984,0.0604046639562594,0.0679841358596984,0.2641560628659232,0.0982296106371835,0.0364224137931034,0.2410040456568822,0.0470000887101019,0.0555508476641599,0.2755631944403088,0.0678177440426959,0.0816810344827586,0.1931161336180882,0.0434319378930366,0.052337794295647,0.2926648986458135,0.0600283405866901,0.122790948275862,0.1701811382919951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,,,,,,,,,,all_candidates,,figure6_panel_d_pancancer_source,,,,,,,1855.0,0.0329347012756314,0.4312648211695123,0.0728155339805825,0.0543002630371756,0.0626817202713725,0.2469356579390908,0.0757289338884311,0.0264008620689655,0.2410040456568822,0.045766337888701,0.0544997376269992,0.2668892719788642,0.059792509771683,0.0707435344827586,0.1931161336180882,0.0432377271661526,0.0521610707195301,0.2873037951017071,0.0570916757252148,0.1130387931034482,0.1701811382919951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
