method,num_pairs,mean_prism_response_corr,median_shared_top50_genes,mean_shared_top50_genes,mean_shared_gene_jaccard,mean_shared_gene_neglog10p,fraction_with_category_hit,mean_unique_categories,fraction_with_known_target_hit
CGP-Align,1451,0.39094136116177686,21.0,20.30117160578911,0.2701734346894432,34.457105072866334,0.8993797381116472,2.2184700206753964,0.2129565816678153
RDKit2D,632,0.38777951302030417,19.0,17.962025316455698,0.23835833590275968,30.3100398886491,0.7737341772151899,1.8354430379746836,0.22468354430379747
NYAN,621,0.3902246750495284,18.0,16.648953301127214,0.2183120227037372,27.597287007897574,0.7632850241545893,1.7214170692431563,0.2318840579710145
Morgan,454,0.38537055076744064,17.0,16.04185022026432,0.21192790933960043,26.809288749646843,0.7224669603524229,1.5991189427312775,0.21806167400881057
AtomPair,635,0.3814062752592282,19.0,17.404724409448818,0.2307172718363821,29.330338687080243,0.752755905511811,1.7133858267716535,0.2078740157480315
Avalon,557,0.38535829356585627,15.0,14.894075403949731,0.1958956970940864,24.673240689887155,0.696588868940754,1.4991023339317773,0.25314183123877915
Random,344,0.37942555295520053,6.0,9.30232558139535,0.11524581161837445,13.840698492222822,0.5319767441860465,1.0290697674418605,0.18895348837209303
