method,query_idx,retrieved_idx,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20,morgan_tanimoto,query_inchikey,retrieved_inchikey
CGP-Align,1226,681,1,0.9149529337882996,0.488023579120636,50,39,0.639344262295082,3.1406836684539944e-84,83.5029758037999,9,4,Nuclear receptor/xenobiotic:4; Cell cycle/mitosis:2; MAPK/RTK:2; PI3K/AKT/mTOR:1,BIIB021,R547,HSP inhibitor,CDK inhibitor,"CDK1, CDK2, CDK4, CDK7",HSP90AA1,,,CHN2;TRRAP;RUNX3;WRN;AFF3;DDX56;CDC25A;PI4KA;REV3L;FARP2;MAP3K2;RUNX2;CISH;SOCS2;POLQ;PIK3R3;ARHGEF26;MED14;BMPR2;AFF1,0.1170212775468826,QULDDKSCVCJTPV-UHFFFAOYSA-N,JRNJNYBQQYBCLE-UHFFFAOYSA-N
