CGP-Align,RDKit2D,active_label,active_lift,active_queries,active_threshold,best_functional_neighbor_rank_percentile,candidate_active_rate,cgp_better,directed_active_hits,functional_top10_in_top100_rate,functional_top10_in_top10_rate,functional_top10_in_top50_rate,hit_yield_per_1000_ranked,low_tanimoto,mean_functional_neighbor_rank_percentile,method,method_score,morgan_tanimoto,n_query,ndcg10,ndcg100,ndcg50,num_active_compounds,num_candidates,num_queries,oracle_top100_corr,oracle_top10_corr,oracle_top50_corr,pair,query_hit_rate,query_inchikey,query_moa,query_name,query_u2os_lfc,random_expected_corr,rank,retention10,retention100,retention50,retrieved_inchikey,retrieved_moa,retrieved_name,retrieved_u2os_lfc,same,setting,source_file,tan_label,top100_corr,top100_poscorr,top10_corr,top10_poscorr,top50_corr,top50_poscorr,top_active_fraction,top_mean_absdiff,top_mean_lfc,top_median_absdiff,topk,u2os_absdiff,unique_active_pairs
0.1,0.06,,,,,,,TRUE,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.12,0.06,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.14,0.06,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.16,0.06,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.18,0.06,,,,,,,TRUE,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.22,0.06,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.28,0.06,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.32,0.06,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.4,0.06,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0,0.08,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.02,0.08,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.04,0.08,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.32,0.08,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.02,0.1,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.04,0.1,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.1,0.1,,,,,,,FALSE,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.18,0.1,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.2,0.1,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.32,0.1,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.36,0.1,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.42,0.1,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.02,0.12,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.16,0.12,,,,,,,TRUE,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.18,0.12,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.34,0.12,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.54,0.12,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.1,0.14,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.14,0.14,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.26,0.14,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.32,0.14,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.12,0.16,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.14,0.16,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.24,0.16,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.26,0.16,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.32,0.16,,,,,,,TRUE,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.38,0.16,,,,,,,TRUE,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.46,0.16,,,,,,,TRUE,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.58,0.16,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.1,0.18,,,,,,,FALSE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
0.22,0.18,,,,,,,TRUE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,figure6_panel_c_cgp_vs_rdkit2d_source.csv,,,,,,,,,,,,,,
