scope,method,k,n_query,n_gallery,hit_at_k,recall_at_k,precision_enrichment,mean_best_positive_rank
compound_to_compound,Structure feature baseline,50,11578,11577,0.09872171359474866,0.01108999827258594,2.5677782000345486,875.4302124719295
compound_to_compound,CGP-Align entity,50,11578,11577,0.1543444463637934,0.020461219554327174,4.737590775608913,692.1490758334772
compound_to_compound,CGP entity -> profile anchor,50,11578,11577,0.19839350492313007,0.039721886336154776,9.197205562273277,813.6527034030057
