setting,metric,summary_type,mean,sd,random_ranking_mean,random_ranking_sd
CGP-Align,Mean Top-1,Mean,0.20441299347775257,0.010396172829806583,0.029899658268587818,2.096155743076459e-05
CGP-Align,HMean Top-1,HMean,0.14566546850042758,0.010474502798828356,0.016522683773118718,1.9057387902383285e-06
CGP-Align,Mean Top-10,Mean,0.5925896429522349,0.008501517598019079,0.2523374878660239,0.00010158190007200516
CGP-Align,HMean Top-10,HMean,0.5347866163598599,0.010520391953724614,0.1591696742008449,1.448592406084646e-05
