compound_id,method,hits_at_50,best_positive_rank
KPJXVODWPNPRQB-UHFFFAOYSA-N,Structure feature baseline,0,461
PNIMLEAIXMZKDZ-UHFFFAOYSA-N,Structure feature baseline,0,2920
FFEMNIMBHDDOQH-UHFFFAOYSA-N,Structure feature baseline,0,859
GOYDSNRYIULDNQ-UHFFFAOYSA-N,Structure feature baseline,0,288
OYXOVLGWEWVGLY-UHFFFAOYSA-N,Structure feature baseline,0,336
XPFMUBWMCRZQSS-UHFFFAOYSA-N,Structure feature baseline,0,285
CJKPIBSEWUBTRS-UHFFFAOYSA-N,Structure feature baseline,0,3081
YTKRVCSFNZGTCM-UHFFFAOYSA-N,Structure feature baseline,1,8
ODLZWSSKUKNIMI-UHFFFAOYSA-N,Structure feature baseline,0,1279
JXWFYVZUBDMMGN-UHFFFAOYSA-N,Structure feature baseline,0,209
WJTCCTAXPROULX-UHFFFAOYSA-N,Structure feature baseline,0,690
GDKCAAWSNQLXNX-UHFFFAOYSA-N,Structure feature baseline,0,1341
NSYAEUWPMPYHQL-UHFFFAOYSA-N,Structure feature baseline,0,3414
KYFLCWHUZSVJSU-UHFFFAOYSA-N,Structure feature baseline,0,4570
NSBHADUUQVMPLV-UHFFFAOYSA-N,Structure feature baseline,0,218
QUAXNZUPDVNREE-UHFFFAOYSA-N,Structure feature baseline,1,25
LDEHJCLJXPJOQL-UHFFFAOYSA-N,Structure feature baseline,0,607
PSODWMYDEAXOOR-UHFFFAOYSA-N,Structure feature baseline,0,83
LCPIIIVGARSPKY-UHFFFAOYSA-N,Structure feature baseline,0,230
ZGQSSFHSPCVRBU-UHFFFAOYSA-N,Structure feature baseline,0,1355
JNQOWQSPUFWFHF-UHFFFAOYSA-N,Structure feature baseline,0,249
NIRROFCRLORHRB-UHFFFAOYSA-N,Structure feature baseline,0,253
POMAQDQEVHXLGT-UHFFFAOYSA-N,Structure feature baseline,1,19
GLAHEOFFWDUDHN-UHFFFAOYSA-N,Structure feature baseline,0,2522
ABQONXXCPRHDDH-UHFFFAOYSA-N,Structure feature baseline,0,106
CXYWMOJEWXUCLT-UHFFFAOYSA-N,Structure feature baseline,0,669
JILNAUKMPJVWEX-UHFFFAOYSA-N,Structure feature baseline,0,1668
MYSMFTLVGFCDFT-UHFFFAOYSA-N,Structure feature baseline,0,1469
ZZIMEKBRWHMUEA-UHFFFAOYSA-N,Structure feature baseline,0,377
SNAVRMKWJXBRNE-UHFFFAOYSA-N,Structure feature baseline,0,731
JKBCILIGACGNDA-UHFFFAOYSA-N,Structure feature baseline,0,89
QWYFRDCGXAOGHN-UHFFFAOYSA-N,Structure feature baseline,0,190
QASPDWZDKLUOPO-UHFFFAOYSA-N,Structure feature baseline,0,854
PPNHUEKPWFIUDH-UHFFFAOYSA-N,Structure feature baseline,0,987
LBSZTAXBFSWURV-UHFFFAOYSA-N,Structure feature baseline,0,1268
AGDIACBKLPQKFQ-UHFFFAOYSA-N,Structure feature baseline,0,986
TVYQRZXLTXFAHU-UHFFFAOYSA-N,Structure feature baseline,0,236
KMPCHHWVPGOSTH-UHFFFAOYSA-N,Structure feature baseline,0,297
PHGKSRZSCNYTEM-UHFFFAOYSA-N,Structure feature baseline,0,943
QTQNLCUJHPYSJM-UHFFFAOYSA-N,Structure feature baseline,0,1327
OVIRPTQTGGQJOT-UHFFFAOYSA-N,Structure feature baseline,0,934
DFDSRYKKGRQKJW-UHFFFAOYSA-N,Structure feature baseline,0,3461
WJMHVZFMRDEZDQ-UHFFFAOYSA-N,Structure feature baseline,0,311
RMYCZXRLBFQOFF-UHFFFAOYSA-N,Structure feature baseline,0,169
SPXZKPCIDJZCKV-UHFFFAOYSA-N,Structure feature baseline,0,712
MYKCTDWWIWGLHW-UHFFFAOYSA-N,Structure feature baseline,0,1942
HZPWYTDQPZIDNJ-UHFFFAOYSA-N,Structure feature baseline,0,622
SEYULWWBUUIQEV-UHFFFAOYSA-N,Structure feature baseline,0,102
UJIBXDMNCMEJAY-UHFFFAOYSA-N,Structure feature baseline,0,2283
CSZMODVWPAZNCD-UHFFFAOYSA-N,Structure feature baseline,0,1035
OMCGDXAQEVTANJ-UHFFFAOYSA-N,Structure feature baseline,0,2981
DJIWHOJTFVDBIF-UHFFFAOYSA-N,Structure feature baseline,0,772
WXTXGJBLLJCKGT-UHFFFAOYSA-N,Structure feature baseline,0,317
NTOIKHONSFBMJT-UHFFFAOYSA-N,Structure feature baseline,0,190
RWJZUUDSXIHADU-UHFFFAOYSA-N,Structure feature baseline,0,502
ZIMNSETXOMRRRB-UHFFFAOYSA-N,Structure feature baseline,0,841
BZDZYDUIYLGYQT-UHFFFAOYSA-N,Structure feature baseline,0,1538
DYQYQOCDPWWERE-UHFFFAOYSA-N,Structure feature baseline,0,1911
WPRLPYITOQWXEW-UHFFFAOYSA-N,Structure feature baseline,0,546
FKZGBUUSOKEAIC-UHFFFAOYSA-N,Structure feature baseline,0,2050
MTDIMKNAJUQTIO-UHFFFAOYSA-N,Structure feature baseline,0,3817
YSGVMHGOUNYZCT-UHFFFAOYSA-N,Structure feature baseline,0,661
MCUKZCCKCSRRAW-UHFFFAOYSA-N,Structure feature baseline,2,6
WJSDHUCWMSHDCR-UHFFFAOYSA-N,Structure feature baseline,1,9
MJJSXKXBWIWCRS-UHFFFAOYSA-N,Structure feature baseline,0,282
ZGJVYGAWXVXFEK-UHFFFAOYSA-N,Structure feature baseline,0,477
SPSRFRFEGFHIQP-UHFFFAOYSA-N,Structure feature baseline,0,396
BLSRYCOZFORACP-UHFFFAOYSA-N,Structure feature baseline,0,226
SMOWGPHTLGKXBK-UHFFFAOYSA-N,Structure feature baseline,1,2
YLXUHMSOWHVCIS-UHFFFAOYSA-N,Structure feature baseline,1,18
CMURGPCEMQEFJG-UHFFFAOYSA-N,Structure feature baseline,0,720
ORTQJOPESITYJQ-UHFFFAOYSA-N,Structure feature baseline,1,13
QQBXYEWYIOYKFR-UHFFFAOYSA-N,Structure feature baseline,1,8
WRIYBQHBJGZVMS-UHFFFAOYSA-N,Structure feature baseline,1,7
LLBRAHRRJFQOCR-UHFFFAOYSA-N,Structure feature baseline,0,2243
CZKPOZZJODAYPZ-UHFFFAOYSA-N,Structure feature baseline,0,466
YNZVJUMWQYVILB-UHFFFAOYSA-N,Structure feature baseline,1,1
WQUCWLSKBNXGKG-UHFFFAOYSA-N,Structure feature baseline,0,2108
SPVLLROJLJRUEU-UHFFFAOYSA-N,Structure feature baseline,0,604
ABCABHUETWQXNI-UHFFFAOYSA-N,Structure feature baseline,0,235
TTXCNKVXQUXUAY-UHFFFAOYSA-N,Structure feature baseline,0,416
KAZDKUMICQZLEN-UHFFFAOYSA-N,Structure feature baseline,0,460
XSOXIXQGWFXQIC-UHFFFAOYSA-N,Structure feature baseline,0,620
IIWMMWIXNWTAQR-UHFFFAOYSA-N,Structure feature baseline,0,371
FJAZHJWLZLBNNC-UHFFFAOYSA-N,Structure feature baseline,0,674
JUXGKUYAOXJWBR-UHFFFAOYSA-N,Structure feature baseline,0,111
LQXAHMUUNJOUBQ-UHFFFAOYSA-N,Structure feature baseline,0,480
FNCQCIMIKVLEEI-UHFFFAOYSA-N,Structure feature baseline,0,413
DGGXHUMGJDIILZ-UHFFFAOYSA-N,Structure feature baseline,0,813
LNGPZJBVGXEMQP-UHFFFAOYSA-N,Structure feature baseline,0,304
YLZWKNPDGIGYNF-UHFFFAOYSA-N,Structure feature baseline,0,3101
LPUPVUOWWXPNAY-UHFFFAOYSA-N,Structure feature baseline,0,543
AOWSTEVZJXQYQC-UHFFFAOYSA-N,Structure feature baseline,1,10
WVSRBESBPMWKCQ-UHFFFAOYSA-N,Structure feature baseline,0,437
OPXQUPZPLMVFBD-UHFFFAOYSA-N,Structure feature baseline,0,649
BSUJBBIPILLWAN-UHFFFAOYSA-N,Structure feature baseline,1,12
HALHZSALXOQJSI-UHFFFAOYSA-N,Structure feature baseline,0,645
JRAZPRUHNNFTHA-UHFFFAOYSA-N,Structure feature baseline,0,253
SLUNASVJCCYGGR-UHFFFAOYSA-N,Structure feature baseline,0,846
MNGOCMNOSVNPOF-UHFFFAOYSA-N,Structure feature baseline,0,265
PVNXSNCQXCZPBT-UHFFFAOYSA-N,Structure feature baseline,0,1233
AFBKILAWVSDHPU-UHFFFAOYSA-N,Structure feature baseline,0,3541
LDKGFDRMVSYRKP-UHFFFAOYSA-N,Structure feature baseline,0,165
MNKHCTICXLHAEZ-UHFFFAOYSA-N,Structure feature baseline,0,1880
BAPXTDOFXQCGCQ-UHFFFAOYSA-N,Structure feature baseline,0,1407
QIQQHHVQLYDKCB-UHFFFAOYSA-N,Structure feature baseline,0,1552
ONBYGGYDHRHLEE-UHFFFAOYSA-N,Structure feature baseline,0,271
RCEISDNEHATCSA-UHFFFAOYSA-N,Structure feature baseline,0,948
YESYHDMVEPCOQW-UHFFFAOYSA-N,Structure feature baseline,0,214
JIAQPIMGRWCGKW-UHFFFAOYSA-N,Structure feature baseline,0,881
NVVMFOFWNXNRMZ-UHFFFAOYSA-N,Structure feature baseline,0,4435
HPCAXBHZAWBLOL-UHFFFAOYSA-N,Structure feature baseline,0,195
NHPAURBKWZQCDB-UHFFFAOYSA-N,Structure feature baseline,1,25
XKFZWEADRVPXTG-UHFFFAOYSA-N,Structure feature baseline,0,887
GHCQETPUQYIYLA-UHFFFAOYSA-N,Structure feature baseline,0,1002
BHQQYOQKEFBUKM-UHFFFAOYSA-N,Structure feature baseline,0,1714
HPJKCIUCZWXJDR-UHFFFAOYSA-N,Structure feature baseline,0,1010
ZODNQJUCKOXFTA-UHFFFAOYSA-N,Structure feature baseline,0,662
WFPKHOSXBBHFJU-UHFFFAOYSA-N,Structure feature baseline,0,275
IKWRBTVDFQWABS-UHFFFAOYSA-N,Structure feature baseline,0,862
NKKQPBZVRFYKFG-UHFFFAOYSA-N,Structure feature baseline,0,2957
CYGSDSNESZKRDL-UHFFFAOYSA-N,Structure feature baseline,2,8
RBXCPFGPMGKZMU-UHFFFAOYSA-N,Structure feature baseline,0,351
ZJPNFCDJCWLEHT-UHFFFAOYSA-N,Structure feature baseline,0,1598
JYDGIMZTCRXYRA-UHFFFAOYSA-N,Structure feature baseline,1,30
JCTSLWVNRLJSRO-UHFFFAOYSA-N,Structure feature baseline,0,505
NGTUCMOFFNVAJH-UHFFFAOYSA-N,Structure feature baseline,0,61
JPMVQUVMYVGIMS-UHFFFAOYSA-N,Structure feature baseline,0,1390
WVVPOTCQWJJWRN-UHFFFAOYSA-N,Structure feature baseline,0,1303
SQKATVMSSJEIIJ-UHFFFAOYSA-N,Structure feature baseline,0,942
FUTCVWBKUKFYDY-UHFFFAOYSA-N,Structure feature baseline,0,853
JHGAPCCFAKKPSF-UHFFFAOYSA-N,Structure feature baseline,0,2193
ZBFIRYWCOIYJDA-UHFFFAOYSA-N,Structure feature baseline,0,135
UVUGLDFRSRHTRK-UHFFFAOYSA-N,Structure feature baseline,0,208
BDBMLMBYCXNVMC-UHFFFAOYSA-N,Structure feature baseline,0,69
CSSPIWQNJFMNBN-UHFFFAOYSA-N,Structure feature baseline,0,1492
XKUSHLHHZDGXAX-UHFFFAOYSA-N,Structure feature baseline,0,578
VGBGFWCZQMTHLQ-UHFFFAOYSA-N,Structure feature baseline,0,573
YIQOCRYNWJEXDN-UHFFFAOYSA-N,Structure feature baseline,0,1966
GRIBEMMOYJUIAE-UHFFFAOYSA-N,Structure feature baseline,1,2
SAPOCDSZEOUDOK-UHFFFAOYSA-N,Structure feature baseline,0,248
BNYDDAAZMBUFRG-UHFFFAOYSA-N,Structure feature baseline,0,250
BWSBRQGNQHVKCJ-UHFFFAOYSA-N,Structure feature baseline,0,352
KHVAUFZHOBAXIK-UHFFFAOYSA-N,Structure feature baseline,0,532
IKAPALWMNQXKNX-UHFFFAOYSA-N,Structure feature baseline,0,733
GGHDCMZITFQXRE-UHFFFAOYSA-N,Structure feature baseline,0,396
NBKYISSPTIBPHM-UHFFFAOYSA-N,Structure feature baseline,0,2247
QJNLKJPKXYNKPM-UHFFFAOYSA-N,Structure feature baseline,1,9
PWWDCRQZITYKDV-UHFFFAOYSA-N,Structure feature baseline,0,1387
UOZAXOUJBHLJRC-UHFFFAOYSA-N,Structure feature baseline,0,936
RLCXOQVSGRHRDB-UHFFFAOYSA-N,Structure feature baseline,0,1397
WYOOPTWLNOSNMQ-UHFFFAOYSA-N,Structure feature baseline,0,539
GOROOROHHUALBA-UHFFFAOYSA-N,Structure feature baseline,0,139
COMOPPVSBPFAJL-UHFFFAOYSA-N,Structure feature baseline,1,1
ODJHBZBHJUSWAR-UHFFFAOYSA-N,Structure feature baseline,0,459
QPSHRSLDVAOJOL-UHFFFAOYSA-N,Structure feature baseline,0,1331
KRCGAELPSHICEX-UHFFFAOYSA-N,Structure feature baseline,0,2206
LXXWGAZISGSCCQ-UHFFFAOYSA-N,Structure feature baseline,0,2831
VEEISUCGNXODPS-UHFFFAOYSA-N,Structure feature baseline,0,4404
FYKRXTGGBIJWFX-UHFFFAOYSA-N,Structure feature baseline,0,1347
MEDRDLDWNRQKOZ-UHFFFAOYSA-N,Structure feature baseline,0,613
ZENYALYXSFQMNM-UHFFFAOYSA-N,Structure feature baseline,0,72
KRPZHUJVBOHBFJ-UHFFFAOYSA-N,Structure feature baseline,0,869
KRZOCVPUJOLCRZ-UHFFFAOYSA-N,Structure feature baseline,0,507
XWJWQEHKOFTSER-UHFFFAOYSA-N,Structure feature baseline,0,686
KRVXXQSWCBNMQN-UHFFFAOYSA-N,Structure feature baseline,0,55
JHQRTONDUXRWLB-UHFFFAOYSA-N,Structure feature baseline,0,247
BHIHIYVEDPXIPU-UHFFFAOYSA-N,Structure feature baseline,0,252
KFDANODBFLWCIZ-UHFFFAOYSA-N,Structure feature baseline,0,876
UUDLSZLEHIJBDB-UHFFFAOYSA-N,Structure feature baseline,1,32
VSYUIROFCKOOBU-UHFFFAOYSA-N,Structure feature baseline,0,290
HKUZKGXROSOAKO-UHFFFAOYSA-N,Structure feature baseline,1,22
SOAQCHQPNIROFW-UHFFFAOYSA-N,Structure feature baseline,0,1068
QANZDIRHBHMQBW-UHFFFAOYSA-N,Structure feature baseline,0,1086
VPPVBPKDASSWAG-UHFFFAOYSA-N,Structure feature baseline,0,152
CTQSGDFJNJQPFT-UHFFFAOYSA-N,Structure feature baseline,0,501
SOEFWXCQAOGOAY-UHFFFAOYSA-N,Structure feature baseline,0,758
BIWVEOKRCIBYIR-UHFFFAOYSA-N,Structure feature baseline,0,300
HQUCHONTOSOGBJ-UHFFFAOYSA-N,Structure feature baseline,0,114
LURKCBHITSXHQW-UHFFFAOYSA-N,Structure feature baseline,0,1062
PSHBOPCDQZZHEQ-UHFFFAOYSA-N,Structure feature baseline,0,2274
HRKNNHYKWGYTEN-UHFFFAOYSA-N,Structure feature baseline,2,8
YAZSBRQTAHVVGE-UHFFFAOYSA-N,Structure feature baseline,3,19
BQJRUJTZSGYBEZ-UHFFFAOYSA-N,Structure feature baseline,0,2425
FKPLJWGRBCQLTL-UHFFFAOYSA-N,Structure feature baseline,0,971
FKGAJHRCKBGJEL-UHFFFAOYSA-N,Structure feature baseline,0,1875
MGCNGUFRXAEBQR-UHFFFAOYSA-N,Structure feature baseline,0,1095
AEVJTCIYLRVSRO-UHFFFAOYSA-N,Structure feature baseline,0,437
VZDYCQYNASRRNX-UHFFFAOYSA-N,Structure feature baseline,0,1856
YKLHWMNKDGZBAX-UHFFFAOYSA-N,Structure feature baseline,0,846
UXUFAUJVKULPJG-UHFFFAOYSA-N,Structure feature baseline,0,1421
IPUPUVFJKNYMTH-UHFFFAOYSA-N,Structure feature baseline,0,1150
SBIWVABDEDKOKL-UHFFFAOYSA-N,Structure feature baseline,0,312
HRBAXCRGVDBNNC-UHFFFAOYSA-N,Structure feature baseline,0,1202
VLDCIJITCIYNKF-UHFFFAOYSA-N,Structure feature baseline,1,39
DOKHSCMCDNVFTD-UHFFFAOYSA-N,Structure feature baseline,0,578
JWINMZUEEZZWTK-UHFFFAOYSA-N,Structure feature baseline,0,159
UETHLFXSVNUGDK-UHFFFAOYSA-N,Structure feature baseline,0,640
PFZFCGMGPMEBMY-UHFFFAOYSA-N,Structure feature baseline,0,2703
OFJSDXOEGYYYRA-UHFFFAOYSA-N,Structure feature baseline,0,746
ANXYOBHIZNWSLI-UHFFFAOYSA-N,Structure feature baseline,0,1780
NDEODXIFZMGBJR-UHFFFAOYSA-N,Structure feature baseline,0,1002
XDPHIVSNTFRNJH-UHFFFAOYSA-N,Structure feature baseline,0,1057
NCAXFWXNFCKXJJ-UHFFFAOYSA-N,Structure feature baseline,0,3806
PXSIYQJATUKBPL-UHFFFAOYSA-N,Structure feature baseline,1,34
COFJPQSFQFPJQZ-UHFFFAOYSA-N,Structure feature baseline,0,2620
KYEMOYLSRWFQBI-UHFFFAOYSA-N,Structure feature baseline,0,950
FYDGMJAHCUKWDD-UHFFFAOYSA-N,Structure feature baseline,0,632
NIJMGWPTVYSTCQ-UHFFFAOYSA-N,Structure feature baseline,0,2404
PIPSNMOVTONDED-UHFFFAOYSA-N,Structure feature baseline,0,1257
UVZKQGXWWWXEKH-UHFFFAOYSA-N,Structure feature baseline,0,69
GQHYJMYCKNFDHZ-UHFFFAOYSA-N,Structure feature baseline,0,172
JDDYWRZEGDOCSH-UHFFFAOYSA-N,Structure feature baseline,0,1304
LGMGAQVBQHVCOT-UHFFFAOYSA-N,Structure feature baseline,0,3506
KPLPPTZPWFQBFU-UHFFFAOYSA-N,Structure feature baseline,1,13
HTJIWJLUMCTZLZ-UHFFFAOYSA-N,Structure feature baseline,1,2
SFGCIPPLGQONMN-UHFFFAOYSA-N,Structure feature baseline,0,964
PHAXIVPIOCGFIQ-UHFFFAOYSA-N,Structure feature baseline,0,65
FCIYLKUAMJJBNJ-UHFFFAOYSA-N,Structure feature baseline,0,92
UCFYMDOEGRIWPB-UHFFFAOYSA-N,Structure feature baseline,0,154
CCERBRIQKWELND-UHFFFAOYSA-N,Structure feature baseline,0,98
FCVMXQRZJKIZTN-UHFFFAOYSA-N,Structure feature baseline,0,181
RWIUSTPFFUIFSI-UHFFFAOYSA-N,Structure feature baseline,0,259
ZLKMBYIAWQJUPM-UHFFFAOYSA-N,Structure feature baseline,0,252
SSRBMLKVBCUMSX-UHFFFAOYSA-N,Structure feature baseline,0,1191
NZHMGTXZRINKCM-UHFFFAOYSA-N,Structure feature baseline,0,758
ZUDVWIIMLKTXRD-UHFFFAOYSA-N,Structure feature baseline,0,1227
BGXZNMYAMZCMQR-UHFFFAOYSA-N,Structure feature baseline,0,970
MXANVNSUFYTWIW-UHFFFAOYSA-N,Structure feature baseline,0,446
MSDQLDRBODKPHP-UHFFFAOYSA-N,Structure feature baseline,0,213
DGJUQSHXWPDIMZ-UHFFFAOYSA-N,Structure feature baseline,0,805
BLFZOHVHHSZDQE-UHFFFAOYSA-N,Structure feature baseline,0,291
AQCBKTINMFHGHG-UHFFFAOYSA-N,Structure feature baseline,0,159
HKSLMCWTKCJEKL-UHFFFAOYSA-N,Structure feature baseline,0,549
TYNHPLJFWKDNTJ-UHFFFAOYSA-N,Structure feature baseline,0,548
SOSVDMBOBSAPAU-UHFFFAOYSA-N,Structure feature baseline,0,1452
HAFJQOLPZAPLJV-UHFFFAOYSA-N,Structure feature baseline,0,1342
PNCPYILNMDWPEY-UHFFFAOYSA-N,Structure feature baseline,0,357
OGCQWIKGWXPSQE-UHFFFAOYSA-N,Structure feature baseline,1,27
DPVHXCRGOKFKFX-UHFFFAOYSA-N,Structure feature baseline,0,1508
GRQVDALJVYFTDA-UHFFFAOYSA-N,Structure feature baseline,0,81
UWUDCQQAISVQOP-UHFFFAOYSA-N,Structure feature baseline,0,843
VOUBLJYYPAVAEF-UHFFFAOYSA-N,Structure feature baseline,0,976
NRZKTILWIZFQFG-UHFFFAOYSA-N,Structure feature baseline,0,1147
GEVSNBRATVWGIY-UHFFFAOYSA-N,Structure feature baseline,0,1679
QCZZSANNLWPGEA-UHFFFAOYSA-N,Structure feature baseline,0,203
DPZSYTMLVCLGRU-UHFFFAOYSA-N,Structure feature baseline,1,1
SPJOZZSIXXJYBT-UHFFFAOYSA-N,Structure feature baseline,0,3825
NJJUTTFYNHYXPW-UHFFFAOYSA-N,Structure feature baseline,0,608
AKKMHQWQOCQRPW-UHFFFAOYSA-N,Structure feature baseline,1,1
OEIZCUBXNNFDRT-UHFFFAOYSA-N,Structure feature baseline,0,260
LGJOFDLIHZTWAA-UHFFFAOYSA-N,Structure feature baseline,0,1243
SDJSTNLQVPYUHE-UHFFFAOYSA-N,Structure feature baseline,0,608
KQLYPOJGTYTULT-UHFFFAOYSA-N,Structure feature baseline,0,52
FVLJONVFCYWXAG-UHFFFAOYSA-N,Structure feature baseline,0,4636
WBJXABZUHHQCME-UHFFFAOYSA-N,Structure feature baseline,0,298
NALISARNWDWIOT-UHFFFAOYSA-N,Structure feature baseline,0,130
YBADTXNPTHBNHI-UHFFFAOYSA-N,Structure feature baseline,0,743
INMNJIWPVSLLLP-UHFFFAOYSA-N,Structure feature baseline,0,450
MFKNTSLJCORLGR-UHFFFAOYSA-N,Structure feature baseline,0,227
ZOSDGYQEVRYUKU-UHFFFAOYSA-N,Structure feature baseline,0,63
GEZWWOWOGKUIGG-UHFFFAOYSA-N,Structure feature baseline,0,402
HRYLDWKEYKUHNT-UHFFFAOYSA-N,Structure feature baseline,0,2513
SNKGYZVEYQQMFY-UHFFFAOYSA-N,Structure feature baseline,0,288
IKSMGPVYBSLOIF-UHFFFAOYSA-N,Structure feature baseline,0,539
LYJPQKSKZDJITC-UHFFFAOYSA-N,Structure feature baseline,1,3
HAKWPUVWUPNOOQ-UHFFFAOYSA-N,Structure feature baseline,0,687
IVDLDHJBOWQROZ-UHFFFAOYSA-N,Structure feature baseline,0,326
NDKUOOOMHDEEBP-UHFFFAOYSA-N,Structure feature baseline,0,123
POLHHRNZKMWIDE-UHFFFAOYSA-N,Structure feature baseline,0,1148
UHHZGSLXPQGPJL-UHFFFAOYSA-N,Structure feature baseline,1,32
KPZRMLBNOHVUAP-UHFFFAOYSA-N,Structure feature baseline,0,438
OCWJEIWBCKIROX-UHFFFAOYSA-N,Structure feature baseline,0,695
DZFUZPRUJIVZBA-UHFFFAOYSA-N,Structure feature baseline,0,200
KGIUNCWWXTYMPR-UHFFFAOYSA-N,Structure feature baseline,0,113
KBTNNPFOJORJSO-UHFFFAOYSA-N,Structure feature baseline,0,716
DEBCFYWYOLNBOM-UHFFFAOYSA-N,Structure feature baseline,0,230
XWNRNTAVGNGQLB-UHFFFAOYSA-N,Structure feature baseline,0,521
XPZOXAKCQHNLPD-UHFFFAOYSA-N,Structure feature baseline,1,2
XWSIUNXKMXHAQN-UHFFFAOYSA-N,Structure feature baseline,0,83
YHFVRPZMWXXZAT-UHFFFAOYSA-N,Structure feature baseline,0,109
ZQFVUPRPRBVLEH-UHFFFAOYSA-N,Structure feature baseline,0,329
IDLAOWFFKWRNHB-UHFFFAOYSA-N,Structure feature baseline,1,30
FEKPQWCDELSHHJ-UHFFFAOYSA-N,Structure feature baseline,0,2008
KNQFXVDQFCJMQI-UHFFFAOYSA-N,Structure feature baseline,0,112
IISJFOBBZISXEK-UHFFFAOYSA-N,Structure feature baseline,0,120
MDZBMLOCGKDWJA-UHFFFAOYSA-N,Structure feature baseline,0,352
PLHYGGJPXMYOTH-UHFFFAOYSA-N,Structure feature baseline,0,406
RXWXLJWNSZERPI-UHFFFAOYSA-N,Structure feature baseline,0,1182
MIJDWPSLFLIJQJ-UHFFFAOYSA-N,Structure feature baseline,0,292
YMYJXFUPMPMETB-UHFFFAOYSA-N,Structure feature baseline,1,13
REFUIYDXRQLQNZ-UHFFFAOYSA-N,Structure feature baseline,0,306
UELDMOITFKUUGB-UHFFFAOYSA-N,Structure feature baseline,0,413
YBCNXCRZPWQOBR-UHFFFAOYSA-N,Structure feature baseline,0,781
XNXFGJUXYSCJQE-UHFFFAOYSA-N,Structure feature baseline,0,458
NUVQSSRWSMPXPG-UHFFFAOYSA-N,Structure feature baseline,0,1557
PVRGJVQEVQXXAW-UHFFFAOYSA-N,Structure feature baseline,0,1471
LNYUNEQJZJOMBA-UHFFFAOYSA-N,Structure feature baseline,0,900
WLQDTBDHAVNKQJ-UHFFFAOYSA-N,Structure feature baseline,0,1028
MOTQHINYMONJST-UHFFFAOYSA-N,Structure feature baseline,0,190
OKPXRQACMHMJIS-UHFFFAOYSA-N,Structure feature baseline,0,356
WPPBGBLUCCHCPP-UHFFFAOYSA-N,Structure feature baseline,0,219
ZUEIUAKPOAWWGE-UHFFFAOYSA-N,Structure feature baseline,0,1080
UITPHBJALGIKSW-UHFFFAOYSA-N,Structure feature baseline,2,36
QUBDBLWRBMPUMA-UHFFFAOYSA-N,Structure feature baseline,0,1815
RPVZLVZRZMASJS-UHFFFAOYSA-N,Structure feature baseline,0,1435
MBACOPWFGKVRQD-UHFFFAOYSA-N,Structure feature baseline,0,596
QQROZHMMACRWDZ-UHFFFAOYSA-N,Structure feature baseline,0,278
FZJLDYUUNRIVCQ-UHFFFAOYSA-N,Structure feature baseline,0,746
HETAZZZBXYONBC-UHFFFAOYSA-N,Structure feature baseline,0,766
FDLXUYUAUYZODA-UHFFFAOYSA-N,Structure feature baseline,0,3452
CKGICEZUUQIDLR-UHFFFAOYSA-N,Structure feature baseline,0,795
HNFOXHHKKGFKMP-UHFFFAOYSA-N,Structure feature baseline,0,115
BHFIJEFLZXAJPE-UHFFFAOYSA-N,Structure feature baseline,0,510
IDTMQXVJFQKNKV-UHFFFAOYSA-N,Structure feature baseline,1,6
NORNNMHDCZHPNP-UHFFFAOYSA-N,Structure feature baseline,0,964
OQJCQVQQGGFIDR-UHFFFAOYSA-N,Structure feature baseline,0,1024
MKEWLHBPADEATN-UHFFFAOYSA-N,Structure feature baseline,0,713
XOPPSXGXKCTKEZ-UHFFFAOYSA-N,Structure feature baseline,0,314
QEKAMGQZOODCGH-UHFFFAOYSA-N,Structure feature baseline,0,2215
ZJEFPAULNCZHNZ-UHFFFAOYSA-N,Structure feature baseline,0,162
SYHMPGLFNHXJNF-UHFFFAOYSA-N,Structure feature baseline,0,2883
DLDMVQDQNIEJAE-UHFFFAOYSA-N,Structure feature baseline,0,1184
UJHAEYFWICVLRE-UHFFFAOYSA-N,Structure feature baseline,0,203
RBYMLOPEYLOACK-UHFFFAOYSA-N,Structure feature baseline,0,298
AZQWKYJCGOJGHM-UHFFFAOYSA-N,Structure feature baseline,1,20
BEOZFCIRADKPKU-UHFFFAOYSA-N,Structure feature baseline,0,579
FWUPWBJHMSKKIU-UHFFFAOYSA-N,Structure feature baseline,0,560
HHKSAGHREYZNFU-UHFFFAOYSA-N,Structure feature baseline,0,1322
IALCJKXPLPBDTB-UHFFFAOYSA-N,Structure feature baseline,0,1880
SDFIOFKDADNBDN-UHFFFAOYSA-N,Structure feature baseline,0,662
CONIZEPHDNMJMJ-UHFFFAOYSA-N,Structure feature baseline,0,1162
ATOJVTPBGCURSN-UHFFFAOYSA-N,Structure feature baseline,0,1171
SNQMYVHDYDPQJS-UHFFFAOYSA-N,Structure feature baseline,0,2974
LKPPDZGQOGNPQI-UHFFFAOYSA-N,Structure feature baseline,1,9
ZULKZPDPJKIQBK-UHFFFAOYSA-N,Structure feature baseline,0,903
WAFUNWOGJXKSSJ-UHFFFAOYSA-N,Structure feature baseline,0,480
OLBRLBOUOLGFRV-UHFFFAOYSA-N,Structure feature baseline,0,490
KSMAGQUYOIHWFS-UHFFFAOYSA-N,Structure feature baseline,0,1244
JHZQPSLKBOEIQZ-UHFFFAOYSA-N,Structure feature baseline,0,473
