stage_order,stage_key,stage_label,entity_index,entity_id,pair_kind,modality,display_group,gene_symbol,perturbation_modality,label,pca_scope,pca_panel,pca1,pca2,latent_dim1,latent_dim2
1,random_init,Before pretraining,6,AAAUIKUIDRZZQT-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AAAUIKUIDRZZQT-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.76139015,0.42585468,-0.76139015,0.42585468
1,random_init,Before pretraining,206,ABAROUJHXLUZRH-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ABAROUJHXLUZRH-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7662776,0.4369676,-0.7662776,0.4369676
1,random_init,Before pretraining,280,ABKSQIBLHAOHPW-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ABKSQIBLHAOHPW-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7636368,0.444646,-0.7636368,0.444646
1,random_init,Before pretraining,382,ACABFUSMARNGNL-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ACABFUSMARNGNL-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7469987,0.4450118,-0.7469987,0.4450118
1,random_init,Before pretraining,422,ACFHYLAWVCUGAR-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ACFHYLAWVCUGAR-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.74075544,0.44561362,-0.74075544,0.44561362
1,random_init,Before pretraining,453,ACJPKTXFLCWTPJ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ACJPKTXFLCWTPJ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75407803,0.40368587,-0.75407803,0.40368587
1,random_init,Before pretraining,483,ACMLKANOGIVEPB-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ACMLKANOGIVEPB-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.718802,0.3835811,-0.718802,0.3835811
1,random_init,Before pretraining,771,AEALYBTZQMLFBC-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AEALYBTZQMLFBC-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7617511,0.39257842,-0.7617511,0.39257842
1,random_init,Before pretraining,825,AEHSBWNEVKKYRF-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AEHSBWNEVKKYRF-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7400813,0.4258989,-0.7400813,0.4258989
1,random_init,Before pretraining,1081,AFQWWNVKKIMPGC-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AFQWWNVKKIMPGC-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.72327375,0.3996638,-0.72327375,0.3996638
1,random_init,Before pretraining,1138,AFXUXPBDMXBJSD-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AFXUXPBDMXBJSD-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.750416,0.428438,-0.750416,0.428438
1,random_init,Before pretraining,1215,AGJHEDJDGVXQPT-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AGJHEDJDGVXQPT-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75549585,0.40494078,-0.75549585,0.40494078
1,random_init,Before pretraining,1359,AHCYOTLTLQTPSU-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AHCYOTLTLQTPSU-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75879854,0.43003613,-0.75879854,0.43003613
1,random_init,Before pretraining,1405,AHLBNYSZXLDEJQ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AHLBNYSZXLDEJQ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.6175507,0.3321343,-0.6175507,0.3321343
1,random_init,Before pretraining,1567,AIIXGKDDAJZNLF-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AIIXGKDDAJZNLF-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7427309,0.43866903,-0.7427309,0.43866903
1,random_init,Before pretraining,1605,AINWNOASLQJWGL-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AINWNOASLQJWGL-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7652313,0.4287781,-0.7652313,0.4287781
1,random_init,Before pretraining,1699,AJARMMQTJGLMMD-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AJARMMQTJGLMMD-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7484205,0.38484156,-0.7484205,0.38484156
1,random_init,Before pretraining,1796,AJMJHCKMFSEQGK-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AJMJHCKMFSEQGK-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75474113,0.410003,-0.75474113,0.410003
1,random_init,Before pretraining,1810,AJOHOSXXSLUWLM-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AJOHOSXXSLUWLM-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7617195,0.4291423,-0.7617195,0.4291423
1,random_init,Before pretraining,1851,AJTBVOMYMXVITA-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AJTBVOMYMXVITA-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.5888003,0.3390904,-0.5888003,0.3390904
1,random_init,Before pretraining,2059,AKUZVUGTYQLLAA-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AKUZVUGTYQLLAA-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7619168,0.41079205,-0.7619168,0.41079205
1,random_init,Before pretraining,2117,ALETZOQAGIEADS-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ALETZOQAGIEADS-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.740923,0.41341925,-0.740923,0.41341925
1,random_init,Before pretraining,2461,ANCZCYLBWWICRC-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ANCZCYLBWWICRC-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7540724,0.4339466,-0.7540724,0.4339466
1,random_init,Before pretraining,2593,ANUSZQVQMBASHL-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ANUSZQVQMBASHL-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.76946706,0.4083194,-0.76946706,0.4083194
1,random_init,Before pretraining,2664,AODVYKHBOQUVGF-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AODVYKHBOQUVGF-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7604951,0.4294619,-0.7604951,0.4294619
1,random_init,Before pretraining,2815,AOZVVJNIZCCZSO-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AOZVVJNIZCCZSO-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7614826,0.43845248,-0.7614826,0.43845248
1,random_init,Before pretraining,2845,APDNLUWXNJMOOT-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,APDNLUWXNJMOOT-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.748977,0.41485065,-0.748977,0.41485065
1,random_init,Before pretraining,2856,APELMQKCZIBVIK-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,APELMQKCZIBVIK-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7139626,0.40758717,-0.7139626,0.40758717
1,random_init,Before pretraining,2889,APJLAFFWPYZDSD-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,APJLAFFWPYZDSD-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7544944,0.43456572,-0.7544944,0.43456572
1,random_init,Before pretraining,2946,APQFALJQRXXQHB-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,APQFALJQRXXQHB-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.76553786,0.4277799,-0.76553786,0.4277799
1,random_init,Before pretraining,3075,AQHFMIQVJBQMHO-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AQHFMIQVJBQMHO-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7535351,0.4387594,-0.7535351,0.4387594
1,random_init,Before pretraining,3430,ASDLBSZKBBTUFC-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ASDLBSZKBBTUFC-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.746548,0.43987006,-0.746548,0.43987006
1,random_init,Before pretraining,3441,ASEVOZVWFSMOMJ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ASEVOZVWFSMOMJ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75608206,0.41753912,-0.75608206,0.41753912
1,random_init,Before pretraining,3449,ASFUUJUXCCUMFA-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ASFUUJUXCCUMFA-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75942135,0.43612826,-0.75942135,0.43612826
1,random_init,Before pretraining,3472,ASICCWOHJWYYDF-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ASICCWOHJWYYDF-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7461093,0.4264891,-0.7461093,0.4264891
1,random_init,Before pretraining,3517,ASNZHKJGGYRNAY-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ASNZHKJGGYRNAY-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.72370386,0.43085277,-0.72370386,0.43085277
1,random_init,Before pretraining,3565,ASTWQBIAIVDVTB-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ASTWQBIAIVDVTB-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7243763,0.43771678,-0.7243763,0.43771678
1,random_init,Before pretraining,3634,ATCBXWDTTUUMOK-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ATCBXWDTTUUMOK-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.76237994,0.44019824,-0.76237994,0.44019824
1,random_init,Before pretraining,3661,ATEZJNHKQATBDZ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ATEZJNHKQATBDZ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75822157,0.42836374,-0.75822157,0.42836374
1,random_init,Before pretraining,3771,ATTYGJIYCZMWEN-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,ATTYGJIYCZMWEN-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7614826,0.411426,-0.7614826,0.411426
1,random_init,Before pretraining,3891,AUJXJFHANFIVKH-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AUJXJFHANFIVKH-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.739999,0.3812127,-0.739999,0.3812127
1,random_init,Before pretraining,3918,AUOAMZHKFUPMDC-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AUOAMZHKFUPMDC-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.77069235,0.42295235,-0.77069235,0.42295235
1,random_init,Before pretraining,4074,AVMDYMQAFCORPZ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AVMDYMQAFCORPZ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.72754425,0.4387465,-0.72754425,0.4387465
1,random_init,Before pretraining,4225,AWJLNZYJTRLROG-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AWJLNZYJTRLROG-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7563499,0.42245942,-0.7563499,0.42245942
1,random_init,Before pretraining,4477,AXSXYXPOCKIWLE-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AXSXYXPOCKIWLE-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7535154,0.41336507,-0.7535154,0.41336507
1,random_init,Before pretraining,4524,AXZKBTZTOYIHSX-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AXZKBTZTOYIHSX-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75274247,0.4449057,-0.75274247,0.4449057
1,random_init,Before pretraining,4844,AZSRSNUQCUDCGG-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AZSRSNUQCUDCGG-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7645409,0.4180125,-0.7645409,0.4180125
1,random_init,Before pretraining,4890,AZYVIMRMXJJRFN-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,AZYVIMRMXJJRFN-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.73875844,0.41111815,-0.73875844,0.41111815
1,random_init,Before pretraining,4914,BADAUMPJOMGICX-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BADAUMPJOMGICX-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7577913,0.42704356,-0.7577913,0.42704356
1,random_init,Before pretraining,5030,BASJOWQWQZLQHV-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BASJOWQWQZLQHV-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.74786,0.43528986,-0.74786,0.43528986
1,random_init,Before pretraining,5079,BBAKCICQKCDGJE-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BBAKCICQKCDGJE-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7629002,0.42747873,-0.7629002,0.42747873
1,random_init,Before pretraining,5192,BBPLFCVOBFEUAF-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BBPLFCVOBFEUAF-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75625086,0.437366,-0.75625086,0.437366
1,random_init,Before pretraining,5372,BCMHIXKTUBEIRR-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BCMHIXKTUBEIRR-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7566182,0.43392175,-0.7566182,0.43392175
1,random_init,Before pretraining,5441,BCVRGRGRZZOOSG-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BCVRGRGRZZOOSG-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7243595,0.41295433,-0.7243595,0.41295433
1,random_init,Before pretraining,5627,BDVQARAQLZJHQO-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BDVQARAQLZJHQO-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7652601,0.42889172,-0.7652601,0.42889172
1,random_init,Before pretraining,5810,BEXAALMVTPNVMS-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BEXAALMVTPNVMS-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.757075,0.40920568,-0.757075,0.40920568
1,random_init,Before pretraining,5883,BFHCIZVZDLBNQO-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BFHCIZVZDLBNQO-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7556625,0.44278175,-0.7556625,0.44278175
1,random_init,Before pretraining,6112,BGLKYXFWUWVUQB-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BGLKYXFWUWVUQB-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75203764,0.4168601,-0.75203764,0.4168601
1,random_init,Before pretraining,6129,BGNGENUCHIALLY-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BGNGENUCHIALLY-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7534066,0.4384635,-0.7534066,0.4384635
1,random_init,Before pretraining,6256,BHBYCEGJAOZQEB-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BHBYCEGJAOZQEB-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7578078,0.4390906,-0.7578078,0.4390906
1,random_init,Before pretraining,6265,BHCXFIXVIVUZSU-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BHCXFIXVIVUZSU-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.747836,0.41402262,-0.747836,0.41402262
1,random_init,Before pretraining,6348,BHOREAOHBUIACH-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BHOREAOHBUIACH-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.6774465,0.39299256,-0.6774465,0.39299256
1,random_init,Before pretraining,6393,BHTZQKGNXUYDTN-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BHTZQKGNXUYDTN-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7638872,0.43486387,-0.7638872,0.43486387
1,random_init,Before pretraining,6421,BHXVYTQDWMQVBI-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BHXVYTQDWMQVBI-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7330457,0.4023959,-0.7330457,0.4023959
1,random_init,Before pretraining,6516,BILXCKPTUJCYKR-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BILXCKPTUJCYKR-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7329824,0.40262347,-0.7329824,0.40262347
1,random_init,Before pretraining,6739,BJTVCQHTLJBWAM-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BJTVCQHTLJBWAM-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.76539016,0.41072172,-0.76539016,0.41072172
1,random_init,Before pretraining,6789,BKAPEDBSPGLJKH-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BKAPEDBSPGLJKH-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75913745,0.4014147,-0.75913745,0.4014147
1,random_init,Before pretraining,6825,BKFATOLSBMSCCJ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BKFATOLSBMSCCJ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7643819,0.40977883,-0.7643819,0.40977883
1,random_init,Before pretraining,6992,BLEXXZVWXZWESJ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BLEXXZVWXZWESJ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75853175,0.43020207,-0.75853175,0.43020207
1,random_init,Before pretraining,7102,BLVFZRYMHQHQEA-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BLVFZRYMHQHQEA-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7554598,0.39105606,-0.7554598,0.39105606
1,random_init,Before pretraining,7402,BNNOOVMBXYKAHY-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BNNOOVMBXYKAHY-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.73944426,0.4330688,-0.73944426,0.4330688
1,random_init,Before pretraining,7482,BNYDDAAZMBUFRG-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BNYDDAAZMBUFRG-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.74707454,0.40835196,-0.74707454,0.40835196
1,random_init,Before pretraining,7623,BOTQTUGJFBEPBH-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BOTQTUGJFBEPBH-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75460714,0.40988475,-0.75460714,0.40988475
1,random_init,Before pretraining,7774,BPPIAZSKPQNBKH-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BPPIAZSKPQNBKH-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75860167,0.42349052,-0.75860167,0.42349052
1,random_init,Before pretraining,7822,BPVCPXRVIUCQLZ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BPVCPXRVIUCQLZ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75283337,0.41009098,-0.75283337,0.41009098
1,random_init,Before pretraining,7843,BPYGZANGQJXJBZ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BPYGZANGQJXJBZ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75972366,0.4162029,-0.75972366,0.4162029
1,random_init,Before pretraining,7850,BPZOJVFOSSNPSY-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BPZOJVFOSSNPSY-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7293286,0.41121876,-0.7293286,0.41121876
1,random_init,Before pretraining,7951,BQODKJDCCFPAIK-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BQODKJDCCFPAIK-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7608951,0.44821298,-0.7608951,0.44821298
1,random_init,Before pretraining,8142,BRNWYCOPJNWIMK-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BRNWYCOPJNWIMK-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.74927795,0.44439,-0.74927795,0.44439
1,random_init,Before pretraining,8174,BRSDYTOIPXVADW-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BRSDYTOIPXVADW-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7628862,0.44574147,-0.7628862,0.44574147
1,random_init,Before pretraining,8248,BSERBCMPRROZDN-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BSERBCMPRROZDN-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7656019,0.42232382,-0.7656019,0.42232382
1,random_init,Before pretraining,8268,BSHSESLKPAUJAR-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BSHSESLKPAUJAR-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7550659,0.43313706,-0.7550659,0.43313706
1,random_init,Before pretraining,8332,BSSCMCQCVIVPJL-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BSSCMCQCVIVPJL-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7493524,0.42546123,-0.7493524,0.42546123
1,random_init,Before pretraining,8670,BUMGYNXEJRWRKC-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BUMGYNXEJRWRKC-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7596352,0.4401775,-0.7596352,0.4401775
1,random_init,Before pretraining,8681,BUMVAGBGFUVDGX-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BUMVAGBGFUVDGX-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.725589,0.4346162,-0.725589,0.4346162
1,random_init,Before pretraining,8724,BUTPMQPSJKVTTB-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BUTPMQPSJKVTTB-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7662354,0.40473872,-0.7662354,0.40473872
1,random_init,Before pretraining,8727,BUTZKTWTMJRCSZ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BUTZKTWTMJRCSZ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.76671714,0.4100139,-0.76671714,0.4100139
1,random_init,Before pretraining,8804,BVGSNXRGVVHCOG-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BVGSNXRGVVHCOG-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7596974,0.43353385,-0.7596974,0.43353385
1,random_init,Before pretraining,8908,BVUJMFFRMZRNAT-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BVUJMFFRMZRNAT-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.70515984,0.4177971,-0.70515984,0.4177971
1,random_init,Before pretraining,9070,BWPTUOHVPVCBPV-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BWPTUOHVPVCBPV-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75200355,0.43312424,-0.75200355,0.43312424
1,random_init,Before pretraining,9093,BWTRODMOWIKPJQ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BWTRODMOWIKPJQ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.71253955,0.4190299,-0.71253955,0.4190299
1,random_init,Before pretraining,9139,BXBKEAZCEXPIBK-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BXBKEAZCEXPIBK-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7149614,0.424761,-0.7149614,0.424761
1,random_init,Before pretraining,9298,BXXQNCRSGDAMIN-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BXXQNCRSGDAMIN-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7416266,0.4143197,-0.7416266,0.4143197
1,random_init,Before pretraining,9596,BZMBWQVOZHORIE-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BZMBWQVOZHORIE-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7648629,0.41732967,-0.7648629,0.41732967
1,random_init,Before pretraining,9678,BZXULBWGROURAF-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,BZXULBWGROURAF-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.6150537,0.3395399,-0.6150537,0.3395399
1,random_init,Before pretraining,9772,CAMWAWBWBXRPRP-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CAMWAWBWBXRPRP-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75553507,0.42337877,-0.75553507,0.42337877
1,random_init,Before pretraining,9805,CAQNCYJKSKYPSA-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CAQNCYJKSKYPSA-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7491902,0.42972058,-0.7491902,0.42972058
1,random_init,Before pretraining,9839,CAVOCRZWSBMIPC-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CAVOCRZWSBMIPC-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7193975,0.3914429,-0.7193975,0.3914429
1,random_init,Before pretraining,9888,CBCVJBUBLCIPBB-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CBCVJBUBLCIPBB-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7486864,0.4020884,-0.7486864,0.4020884
1,random_init,Before pretraining,9910,CBFIXLGPWIRKFS-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CBFIXLGPWIRKFS-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.761267,0.44432318,-0.761267,0.44432318
1,random_init,Before pretraining,9923,CBHGMEAEDWABMA-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CBHGMEAEDWABMA-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.76379997,0.42219257,-0.76379997,0.42219257
1,random_init,Before pretraining,9960,CBNPHFVFDUFRKZ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CBNPHFVFDUFRKZ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7605878,0.43413186,-0.7605878,0.43413186
1,random_init,Before pretraining,9964,CBPABUQDOXFEGT-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CBPABUQDOXFEGT-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75646156,0.41332507,-0.75646156,0.41332507
1,random_init,Before pretraining,10121,CCLPPAVPDAAGNZ-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CCLPPAVPDAAGNZ-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7602328,0.44606555,-0.7602328,0.44606555
1,random_init,Before pretraining,10146,CCNOKJYFOPFGPL-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CCNOKJYFOPFGPL-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.75424266,0.4188558,-0.75424266,0.4188558
1,random_init,Before pretraining,10159,CCQPAEQGAVNNIA-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CCQPAEQGAVNNIA-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.65249544,0.36426556,-0.65249544,0.36426556
1,random_init,Before pretraining,10205,CCXPJIIZWOMVEI-UHFFFAOYSA-N,compound,compound_structure,compound_structure,,,CCXPJIIZWOMVEI-UHFFFAOYSA-N,stage-shared,Pre-joint latent,-0.7474018,0.4395405,-0.7474018,0.4395405
