source_file,relation_universe,selected_sources,n_edges_in_selected_sources,n_top_intersections_plotted
compound_target_edges.csv.gz,mapped compound-gene edge universe,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,39484,10
