compound_id,method,hits_at_50,best_positive_rank
WRGQFIMYCVFSQY-UHFFFAOYSA-N,Structure feature baseline,0,2301
URQSIUQVLIYYBS-UHFFFAOYSA-N,Structure feature baseline,0,390
NAPQMFMCZYNLEK-UHFFFAOYSA-N,Structure feature baseline,0,643
LTYWVYINZRVJLL-UHFFFAOYSA-N,Structure feature baseline,0,1032
UNEXKSLQNOGCBE-UHFFFAOYSA-N,Structure feature baseline,0,977
YJXXVVBESKYIER-UHFFFAOYSA-N,Structure feature baseline,0,159
KDMWHMWIHMSLIM-UHFFFAOYSA-N,Structure feature baseline,0,853
OJTRSHANUNWUQS-UHFFFAOYSA-N,Structure feature baseline,0,273
RSZWJWLOGBOCAQ-UHFFFAOYSA-N,Structure feature baseline,0,640
COCDRRWCLSNMDU-UHFFFAOYSA-N,Structure feature baseline,0,1450
AJTBVOMYMXVITA-UHFFFAOYSA-N,Structure feature baseline,0,678
JHXWYXFFBRBOTN-UHFFFAOYSA-N,Structure feature baseline,0,608
QNXQLMCVIDCABW-UHFFFAOYSA-N,Structure feature baseline,0,156
DPWQHVFKMUKFPI-UHFFFAOYSA-N,Structure feature baseline,0,1076
OMQOWBOFQHHVIU-UHFFFAOYSA-N,Structure feature baseline,0,322
HTOYBIILVCHURC-UHFFFAOYSA-N,Structure feature baseline,0,328
DOJCJLXTCSYOGG-UHFFFAOYSA-N,Structure feature baseline,0,105
WVNMNGAZVHJAKQ-UHFFFAOYSA-N,Structure feature baseline,0,1439
GVJFMNFOVGRUPO-UHFFFAOYSA-N,Structure feature baseline,0,2003
IYWDMELAVILDBK-UHFFFAOYSA-N,Structure feature baseline,0,759
CMFLOAMBYNBZQY-UHFFFAOYSA-N,Structure feature baseline,0,1865
DEEMLPRKWKJYMF-UHFFFAOYSA-N,Structure feature baseline,0,1762
QYLJUTZCWSNTPG-UHFFFAOYSA-N,Structure feature baseline,0,92
PMTBBOYQWXNCRY-UHFFFAOYSA-N,Structure feature baseline,0,113
JUWIKDAFGDAJQY-UHFFFAOYSA-N,Structure feature baseline,0,322
VHRQXEWPDXNPIX-UHFFFAOYSA-N,Structure feature baseline,0,475
GZSQXYIBVUMVLD-UHFFFAOYSA-N,Structure feature baseline,0,491
SLRCCWJSBJZJBV-UHFFFAOYSA-N,Structure feature baseline,0,2497
VVQHABQTGLLIGN-UHFFFAOYSA-N,Structure feature baseline,0,900
YRCHDRCYCVJPHY-UHFFFAOYSA-N,Structure feature baseline,0,563
HTEWIQSYMNXFAM-UHFFFAOYSA-N,Structure feature baseline,0,916
UXRNBBUITQTWBL-UHFFFAOYSA-N,Structure feature baseline,0,2144
PMMHJOYIVOESJT-UHFFFAOYSA-N,Structure feature baseline,0,265
ZSOWRAORUDJESE-UHFFFAOYSA-N,Structure feature baseline,0,1888
HCYZGVPVRPVEPF-UHFFFAOYSA-N,Structure feature baseline,0,418
MXRJYQSPHHREDC-UHFFFAOYSA-N,Structure feature baseline,0,374
JLQVNIZLFSKGKT-UHFFFAOYSA-N,Structure feature baseline,0,567
GDZPTIOWBLVWRM-UHFFFAOYSA-N,Structure feature baseline,0,397
IDGAKKHVANDYBX-UHFFFAOYSA-N,Structure feature baseline,0,256
XYIFUSHTGRVHIJ-UHFFFAOYSA-N,Structure feature baseline,0,692
BDPROYIKHJBWFQ-UHFFFAOYSA-N,Structure feature baseline,0,606
RSNMFVBZWSSWKA-UHFFFAOYSA-N,Structure feature baseline,0,67
FQIJCZVMFMFGEF-UHFFFAOYSA-N,Structure feature baseline,0,486
LROXGVTVNBFSMT-UHFFFAOYSA-N,Structure feature baseline,0,827
AVMDYMQAFCORPZ-UHFFFAOYSA-N,Structure feature baseline,0,444
MBGLSYLTUQPXBA-UHFFFAOYSA-N,Structure feature baseline,0,144
XJMDGBWWOCUYBD-UHFFFAOYSA-N,Structure feature baseline,0,194
FRWZTKCCRQIUEB-UHFFFAOYSA-N,Structure feature baseline,0,307
MCFPKSWDTZKPFL-UHFFFAOYSA-N,Structure feature baseline,0,213
MLIXRCYWAKHHAM-UHFFFAOYSA-N,Structure feature baseline,0,1101
MJBRKCQHYFVEIE-UHFFFAOYSA-N,Structure feature baseline,0,2267
DEUXZSUQAYCNKD-UHFFFAOYSA-N,Structure feature baseline,0,830
AFFZKVAULBCMCJ-UHFFFAOYSA-N,Structure feature baseline,0,395
YUBGTXFQYOOMHG-UHFFFAOYSA-N,Structure feature baseline,0,1117
CNPZCGNFKVAXOL-UHFFFAOYSA-N,Structure feature baseline,0,90
FUKYCLXVWBNHJX-UHFFFAOYSA-N,Structure feature baseline,0,1649
MJSQQOFQNKKYSK-UHFFFAOYSA-N,Structure feature baseline,0,115
ZFZHMJQVRVFPRI-UHFFFAOYSA-N,Structure feature baseline,0,1408
PAJXRZVHNHFXQO-UHFFFAOYSA-N,Structure feature baseline,0,252
GEQHMAKOWUERMP-UHFFFAOYSA-N,Structure feature baseline,0,303
OQUFKMBFZSOQJW-UHFFFAOYSA-N,Structure feature baseline,0,75
BSSYIGMALDJLPJ-UHFFFAOYSA-N,Structure feature baseline,0,1923
VAIQXZARFDXCRL-UHFFFAOYSA-N,Structure feature baseline,1,39
JBLBJLSLNPIWIC-UHFFFAOYSA-N,Structure feature baseline,0,1465
OEBJLELBAUHNTM-UHFFFAOYSA-N,Structure feature baseline,1,36
ZIIDKRWPMJCGHT-UHFFFAOYSA-N,Structure feature baseline,0,666
FSNNRYJLKJLXND-UHFFFAOYSA-N,Structure feature baseline,0,1788
IIRFJMNINDOAFJ-UHFFFAOYSA-N,Structure feature baseline,0,1767
IYJYQPBHQGQUGM-UHFFFAOYSA-N,Structure feature baseline,0,2738
FNPXKPXAEFPAOQ-UHFFFAOYSA-N,Structure feature baseline,0,209
ZYTZIFBVISVGOB-UHFFFAOYSA-N,Structure feature baseline,1,43
JIWWHDXBVZFHDF-UHFFFAOYSA-N,Structure feature baseline,0,1114
PZNKDLGGNLABCP-UHFFFAOYSA-N,Structure feature baseline,0,1620
WVYFKGQGPGZCIS-UHFFFAOYSA-N,Structure feature baseline,0,593
OLPUHCQEZKJEFX-UHFFFAOYSA-N,Structure feature baseline,0,765
DQTTZHPUNPHAHW-UHFFFAOYSA-N,Structure feature baseline,0,1216
NAJOACDTTNLMHQ-UHFFFAOYSA-N,Structure feature baseline,0,990
CPNCZEBUGSFWDP-UHFFFAOYSA-N,Structure feature baseline,0,202
ZVMBMHPCAANJEO-UHFFFAOYSA-N,Structure feature baseline,0,2109
JIOPAAUMJWYCPW-UHFFFAOYSA-N,Structure feature baseline,0,112
SWKLJKVOAVVNMM-UHFFFAOYSA-N,Structure feature baseline,0,1048
KQBNORAXWCYKIR-UHFFFAOYSA-N,Structure feature baseline,0,392
SXIQLVDPBOEKNP-UHFFFAOYSA-N,Structure feature baseline,0,3088
OVFOIENRDQDUDH-UHFFFAOYSA-N,Structure feature baseline,0,650
DCLYGQMETFWJOK-UHFFFAOYSA-N,Structure feature baseline,0,577
KZSNYXIATDKUCX-UHFFFAOYSA-N,Structure feature baseline,0,1159
QTYKROIIKKNPRE-UHFFFAOYSA-N,Structure feature baseline,0,1003
REEIKLIPWOXNRT-UHFFFAOYSA-N,Structure feature baseline,0,895
LZCHSZXLEOJMLV-UHFFFAOYSA-N,Structure feature baseline,0,110
WKMKKECVIGGMJO-UHFFFAOYSA-N,Structure feature baseline,0,255
RPMZPIDOCBQBPX-UHFFFAOYSA-N,Structure feature baseline,0,2448
MYXJIHRQBCQBTE-UHFFFAOYSA-N,Structure feature baseline,0,165
RHTANPMZNNBLOP-UHFFFAOYSA-N,Structure feature baseline,0,455
UKXSMVIDPJCDAQ-UHFFFAOYSA-N,Structure feature baseline,0,1049
DBZBERMUOVHAMT-UHFFFAOYSA-N,Structure feature baseline,1,30
DVFGVDIFALWYSE-UHFFFAOYSA-N,Structure feature baseline,0,277
VISTWJCIKVULAB-UHFFFAOYSA-N,Structure feature baseline,0,1692
XGDMSOSCPCTFHP-UHFFFAOYSA-N,Structure feature baseline,0,1284
GFZYVJMATFCSEX-UHFFFAOYSA-N,Structure feature baseline,0,312
KLNZVLGWGWPZGU-UHFFFAOYSA-N,Structure feature baseline,0,212
YZQAIIKNNQXPBJ-UHFFFAOYSA-N,Structure feature baseline,1,24
KUQYNIRNZLZCOE-UHFFFAOYSA-N,Structure feature baseline,0,1604
LDPIDRVLXMBUIQ-UHFFFAOYSA-N,Structure feature baseline,0,1591
YUDWMMCYWKMGRB-UHFFFAOYSA-N,Structure feature baseline,0,740
LCZLAISMLORXBL-UHFFFAOYSA-N,Structure feature baseline,0,3964
LVPRNAGKHAPJFZ-UHFFFAOYSA-N,Structure feature baseline,0,777
FDPMJYWRCOLAOT-UHFFFAOYSA-N,Structure feature baseline,0,310
ZXBFYBLSJMEBEP-UHFFFAOYSA-N,Structure feature baseline,0,340
IBHLVCOURBYTAF-UHFFFAOYSA-N,Structure feature baseline,0,497
FVFLTOGSOQCPFA-UHFFFAOYSA-N,Structure feature baseline,0,849
PVRDDWOAJSFCNL-UHFFFAOYSA-N,Structure feature baseline,0,486
FDGMELDKVAAXRT-UHFFFAOYSA-N,Structure feature baseline,1,50
HBLSBOZBVWEVCR-UHFFFAOYSA-N,Structure feature baseline,0,109
YLVHEJYLHKRXBO-UHFFFAOYSA-N,Structure feature baseline,0,831
TXNBUUZEZBTPQU-UHFFFAOYSA-N,Structure feature baseline,0,1712
RPXFGHDNUQGRNY-UHFFFAOYSA-N,Structure feature baseline,0,112
RYINKVYNCCVWNX-UHFFFAOYSA-N,Structure feature baseline,0,1294
KFMKTHZDCBINNX-UHFFFAOYSA-N,Structure feature baseline,0,434
WFTAITSSFPJYHE-UHFFFAOYSA-N,Structure feature baseline,0,2006
IRHGBUIZKJMYES-UHFFFAOYSA-N,Structure feature baseline,0,780
LVTJRAPIIHGZFO-UHFFFAOYSA-N,Structure feature baseline,0,546
XVBKINRTPLZTNI-UHFFFAOYSA-N,Structure feature baseline,0,2052
LRWRHKZFVQYCLY-UHFFFAOYSA-N,Structure feature baseline,0,2471
OLHXIPFNDVAVOI-UHFFFAOYSA-N,Structure feature baseline,0,113
ZXUSFRSFCLHLOV-UHFFFAOYSA-N,Structure feature baseline,0,60
RSRRUALSXZTZAJ-UHFFFAOYSA-N,Structure feature baseline,0,201
DCVYNMCAOUNKKH-UHFFFAOYSA-N,Structure feature baseline,0,1151
ZKAIRLPTRCSKPQ-UHFFFAOYSA-N,Structure feature baseline,0,438
RJXZKISQBUFFDL-UHFFFAOYSA-N,Structure feature baseline,0,125
IWTPPYKNCLLYMF-UHFFFAOYSA-N,Structure feature baseline,0,354
JPGDSKDQMJAVDA-UHFFFAOYSA-N,Structure feature baseline,0,163
MQKYKHDHVYEVRU-UHFFFAOYSA-N,Structure feature baseline,0,116
NQZZUHFFKFLZGC-UHFFFAOYSA-N,Structure feature baseline,0,2009
JDNSQNBSRZQDAS-UHFFFAOYSA-N,Structure feature baseline,0,2157
GSCXJANXQUZGSM-UHFFFAOYSA-N,Structure feature baseline,0,88
SPPFAHYYGRBYOR-UHFFFAOYSA-N,Structure feature baseline,1,3
INBWDIWCBHZHAY-UHFFFAOYSA-N,Structure feature baseline,0,156
LGEGMRVMGQEHDS-UHFFFAOYSA-N,Structure feature baseline,0,218
SNKUCPGLOFLCTO-UHFFFAOYSA-N,Structure feature baseline,0,342
NBYAMVGQEBCTAC-UHFFFAOYSA-N,Structure feature baseline,0,2058
IHKVVOMURWXENG-UHFFFAOYSA-N,Structure feature baseline,0,118
DCPRBQKGRRCVLV-UHFFFAOYSA-N,Structure feature baseline,0,312
UOYLTNLSZUZENX-UHFFFAOYSA-N,Structure feature baseline,0,4273
XEHXHYUKCWUHPG-UHFFFAOYSA-N,Structure feature baseline,0,419
KFRLNFDZICQRPJ-UHFFFAOYSA-N,Structure feature baseline,1,41
DGLMKWKLDNNZDK-UHFFFAOYSA-N,Structure feature baseline,0,119
BSCZLOXSZCMHCL-UHFFFAOYSA-N,Structure feature baseline,0,1404
VNHTWYHPCXMNFI-UHFFFAOYSA-N,Structure feature baseline,0,251
CARRCRVKWDEWCD-UHFFFAOYSA-N,Structure feature baseline,0,299
BILLLPGIOHYJET-UHFFFAOYSA-N,Structure feature baseline,0,326
CFCJFZXDAILRQE-UHFFFAOYSA-N,Structure feature baseline,0,2201
RKCDDKXCXFAATC-UHFFFAOYSA-N,Structure feature baseline,0,1092
AKUZVUGTYQLLAA-UHFFFAOYSA-N,Structure feature baseline,0,348
XEBWNDHMLDXGAY-UHFFFAOYSA-N,Structure feature baseline,0,471
ZJHDAUZBGGKGLL-UHFFFAOYSA-N,Structure feature baseline,1,15
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,Structure feature baseline,0,81
IMNVQHKWVRAIIQ-UHFFFAOYSA-N,Structure feature baseline,0,501
DCEFGDLGHGRERJ-UHFFFAOYSA-N,Structure feature baseline,0,407
DWGXEYQUYFUVSG-UHFFFAOYSA-N,Structure feature baseline,0,783
UADWPSNNWGGDAN-UHFFFAOYSA-N,Structure feature baseline,0,340
MKNUDVJPNJUJTI-UHFFFAOYSA-N,Structure feature baseline,0,1480
MHZKZRHKTLVKPZ-UHFFFAOYSA-N,Structure feature baseline,0,132
MUKYQISWKUJOTN-UHFFFAOYSA-N,Structure feature baseline,2,1
RVTINPMDDNJTDZ-UHFFFAOYSA-N,Structure feature baseline,0,438
QIVBURVUGHLCMN-UHFFFAOYSA-N,Structure feature baseline,0,294
APOKBJZFCVDZMU-UHFFFAOYSA-N,Structure feature baseline,0,60
KEIJHQYGLRYWEV-UHFFFAOYSA-N,Structure feature baseline,0,930
WGOUYULOZZRTFS-UHFFFAOYSA-N,Structure feature baseline,1,44
QCCUURPAGHLBPI-UHFFFAOYSA-N,Structure feature baseline,0,163
DGSZXDYKSRLYGI-UHFFFAOYSA-N,Structure feature baseline,0,107
YQXYTUGSVGIMHJ-UHFFFAOYSA-N,Structure feature baseline,0,696
DISGQQWVYZGKAG-UHFFFAOYSA-N,Structure feature baseline,1,6
CGSIQKVSYAVITM-UHFFFAOYSA-N,Structure feature baseline,0,1824
JQEJRZGPPRBSBG-UHFFFAOYSA-N,Structure feature baseline,0,962
JDXXZGUTEZEIKQ-UHFFFAOYSA-N,Structure feature baseline,0,123
HHUMUZSHRWIQKA-UHFFFAOYSA-N,Structure feature baseline,0,681
SQLUJJUUPGKOEU-UHFFFAOYSA-N,Structure feature baseline,0,1176
CKQZODARTLASAD-UHFFFAOYSA-N,Structure feature baseline,0,700
BLELAEUCAXAYAR-UHFFFAOYSA-N,Structure feature baseline,0,914
UHYDSPULEDLXAG-UHFFFAOYSA-N,Structure feature baseline,0,59
KXFMOORCLXICKX-UHFFFAOYSA-N,Structure feature baseline,0,52
ZHOGSJIHBLCZFT-UHFFFAOYSA-N,Structure feature baseline,0,597
HVRIAMFZKQLRLY-UHFFFAOYSA-N,Structure feature baseline,0,86
LXPOOABILRRUAF-UHFFFAOYSA-N,Structure feature baseline,0,372
OPEDHKJEPHHYBR-UHFFFAOYSA-N,Structure feature baseline,0,108
WTFQIWHEFOKWAS-UHFFFAOYSA-N,Structure feature baseline,0,2274
KTFWKXROTZQMCO-UHFFFAOYSA-N,Structure feature baseline,0,1943
KZAWQEPXULHSRE-UHFFFAOYSA-N,Structure feature baseline,0,404
OGNYUTNQZVRGMN-UHFFFAOYSA-N,Structure feature baseline,0,797
HIJDNZFJDXWRPY-UHFFFAOYSA-N,Structure feature baseline,0,1841
WJTOOTXNAISVNC-UHFFFAOYSA-N,Structure feature baseline,0,1022
IBPZSRZJPCGQTG-UHFFFAOYSA-N,Structure feature baseline,0,2503
QZJWZDWWUZJDGL-UHFFFAOYSA-N,Structure feature baseline,0,456
CKCHCJKXHLQQRO-UHFFFAOYSA-N,Structure feature baseline,0,2108
WCDCWOPXWWVJBQ-UHFFFAOYSA-N,Structure feature baseline,0,72
ZGQFANXCWFPUKO-UHFFFAOYSA-N,Structure feature baseline,0,237
PVMXHMRWIFDHLR-UHFFFAOYSA-N,Structure feature baseline,0,519
OIMUUHHRZXPRCD-UHFFFAOYSA-N,Structure feature baseline,0,518
ZPERQDUTUFAGRH-UHFFFAOYSA-N,Structure feature baseline,0,454
HXIGEARJYXIZLK-UHFFFAOYSA-N,Structure feature baseline,1,5
RUYTYKNCSJRBJW-UHFFFAOYSA-N,Structure feature baseline,0,689
GUYVWXPBLPEXOU-UHFFFAOYSA-N,Structure feature baseline,0,838
KXADDTNJIMBSRB-UHFFFAOYSA-N,Structure feature baseline,0,2781
MJMYLHSRQDYKHD-UHFFFAOYSA-N,Structure feature baseline,0,62
ASAZDJDWETWSGP-UHFFFAOYSA-N,Structure feature baseline,0,886
QTRIKUFDCFVEDT-UHFFFAOYSA-N,Structure feature baseline,0,689
SULGSLUIIZBEEN-UHFFFAOYSA-N,Structure feature baseline,0,542
NWYYKDUYVBOIBK-UHFFFAOYSA-N,Structure feature baseline,1,14
LJDJQLAOZDDMDU-UHFFFAOYSA-N,Structure feature baseline,0,368
YYZTWXXIUNABSZ-UHFFFAOYSA-N,Structure feature baseline,0,2823
ZEPLTQRWNRXKAI-UHFFFAOYSA-N,Structure feature baseline,0,373
LRVLOXPPVKXIPO-UHFFFAOYSA-N,Structure feature baseline,0,3403
DGLPGAREGCWFTD-UHFFFAOYSA-N,Structure feature baseline,1,31
JIZAHRSUUHPPKV-UHFFFAOYSA-N,Structure feature baseline,0,1445
MVGAYRRSKCKEBI-UHFFFAOYSA-N,Structure feature baseline,0,408
PRXJHZWAASTUBO-UHFFFAOYSA-N,Structure feature baseline,0,324
NUOWIWLQMJCBKS-UHFFFAOYSA-N,Structure feature baseline,0,122
IUVQVJDHMGBHKR-UHFFFAOYSA-N,Structure feature baseline,0,4186
KRSPMDOGSDBDBB-UHFFFAOYSA-N,Structure feature baseline,0,136
NRAPTJKMEMMXTF-UHFFFAOYSA-N,Structure feature baseline,0,465
ASKIRWIRDJTARV-UHFFFAOYSA-N,Structure feature baseline,0,1086
MMYGCHWXDWRDHW-UHFFFAOYSA-N,Structure feature baseline,0,728
LDPLARDYHNDAKX-UHFFFAOYSA-N,Structure feature baseline,0,118
CZRJOOASRNYERU-UHFFFAOYSA-N,Structure feature baseline,0,149
QJBLCFSCBCSNNR-UHFFFAOYSA-N,Structure feature baseline,0,2906
UOTFJCVUETYDPN-UHFFFAOYSA-N,Structure feature baseline,0,807
AGFBONDQKFFNRE-UHFFFAOYSA-N,Structure feature baseline,0,480
GJLZDDANBGMKKJ-UHFFFAOYSA-N,Structure feature baseline,0,3018
SUQDECLUVNKZMP-UHFFFAOYSA-N,Structure feature baseline,1,1
GWRFRHGWHBDBER-UHFFFAOYSA-N,Structure feature baseline,0,1052
GBGNSZUPXFQMGN-UHFFFAOYSA-N,Structure feature baseline,0,141
RXVZUBZGVXGKTC-UHFFFAOYSA-N,Structure feature baseline,0,394
NGNKXIOCUIXQEN-UHFFFAOYSA-N,Structure feature baseline,0,1039
XRPGLKBHEKUWRQ-UHFFFAOYSA-N,Structure feature baseline,0,930
ZPGFJQLQOJIRMB-UHFFFAOYSA-N,Structure feature baseline,0,623
NZDAEABCEMBMGU-UHFFFAOYSA-N,Structure feature baseline,0,367
WVJCRTSTRGRJJT-UHFFFAOYSA-N,Structure feature baseline,1,13
IWXVCUUYFFRHRK-UHFFFAOYSA-N,Structure feature baseline,0,1270
DIHGWNOUEYSTOH-UHFFFAOYSA-N,Structure feature baseline,0,1710
IHVNIWUHFXTQFB-UHFFFAOYSA-N,Structure feature baseline,0,1110
CLENCZJZSIHNTI-UHFFFAOYSA-N,Structure feature baseline,0,1002
GEAMHMBWFNQRTB-UHFFFAOYSA-N,Structure feature baseline,0,1356
KHCSBNZXTSRSOI-UHFFFAOYSA-N,Structure feature baseline,0,1283
AZWYRPXAJHHYNO-UHFFFAOYSA-N,Structure feature baseline,0,2374
QLMONUXIFRMARQ-UHFFFAOYSA-N,Structure feature baseline,0,1002
QKVKZADDKWMDCI-UHFFFAOYSA-N,Structure feature baseline,0,833
JIFUKOXLQRWCOF-UHFFFAOYSA-N,Structure feature baseline,0,82
VVWGPQZBDQVQRC-UHFFFAOYSA-N,Structure feature baseline,0,154
WVVFPGQPZVHIRT-UHFFFAOYSA-N,Structure feature baseline,0,4867
RJNRKZBHLCOHNM-UHFFFAOYSA-N,Structure feature baseline,0,729
HXBIZDUVZINHRM-UHFFFAOYSA-N,Structure feature baseline,0,986
RRXNULSELUJDDO-UHFFFAOYSA-N,Structure feature baseline,0,111
CPFSVPOABRLTOL-UHFFFAOYSA-N,Structure feature baseline,0,3487
JCDUCNYTLMPVBB-UHFFFAOYSA-N,Structure feature baseline,0,77
RUNUANQVPXKQIM-UHFFFAOYSA-N,Structure feature baseline,1,8
PPZYWGRLAWHOLR-UHFFFAOYSA-N,Structure feature baseline,1,40
GZVHQFNRCAMVFI-UHFFFAOYSA-N,Structure feature baseline,0,279
YCSBRARDJMKABP-UHFFFAOYSA-N,Structure feature baseline,0,2420
OAUREGNZECGNQS-UHFFFAOYSA-N,Structure feature baseline,0,2794
QOFSVHGENNQKHN-UHFFFAOYSA-N,Structure feature baseline,1,13
WZOIPBXAKGOYRT-UHFFFAOYSA-N,Structure feature baseline,0,438
AABWCBMRRGFNHG-UHFFFAOYSA-N,Structure feature baseline,1,38
MUBYGZINJXOJPE-UHFFFAOYSA-N,Structure feature baseline,0,938
XUHJBXVYNBQQBD-UHFFFAOYSA-N,Structure feature baseline,0,1389
XCTWOLFSDMEDCF-UHFFFAOYSA-N,Structure feature baseline,1,28
DELXDGQGKHWAPA-UHFFFAOYSA-N,Structure feature baseline,0,1100
WSZRXSQDICEEEA-UHFFFAOYSA-N,Structure feature baseline,0,410
SOWIGRPBMOLNMQ-UHFFFAOYSA-N,Structure feature baseline,0,91
XUQIOPVRXCPMPU-UHFFFAOYSA-N,Structure feature baseline,1,15
GIEBNXDVNJPKLO-UHFFFAOYSA-N,Structure feature baseline,0,68
DPYUVEUOAQMOJI-UHFFFAOYSA-N,Structure feature baseline,0,3169
VLXDNKXQVKPJCT-UHFFFAOYSA-N,Structure feature baseline,0,1122
JMFLCBBIBBBRCT-UHFFFAOYSA-N,Structure feature baseline,0,441
PTRZGKGPIMNGMZ-UHFFFAOYSA-N,Structure feature baseline,0,1437
DJHAARZAGIPOFQ-UHFFFAOYSA-N,Structure feature baseline,0,751
PBENBIKZRNZMNG-UHFFFAOYSA-N,Structure feature baseline,0,227
SIKUFDVMQXXDET-UHFFFAOYSA-N,Structure feature baseline,0,257
QLYXGUTXYAMWML-UHFFFAOYSA-N,Structure feature baseline,0,1364
KFDDPMHUFQEHAL-UHFFFAOYSA-N,Structure feature baseline,0,1301
RGFRLDLQYJEKFF-UHFFFAOYSA-N,Structure feature baseline,0,1048
HBNBULSGRRSIEF-UHFFFAOYSA-N,Structure feature baseline,0,210
QKHKQJWODBAIMN-UHFFFAOYSA-N,Structure feature baseline,0,618
ONHHRVFUHYYLJL-UHFFFAOYSA-N,Structure feature baseline,0,530
TYSDWRMNPQCRMF-UHFFFAOYSA-N,Structure feature baseline,0,237
VYTPTUMAJDOUKN-UHFFFAOYSA-N,Structure feature baseline,0,2966
ZFMMKRLTIWSQFR-UHFFFAOYSA-N,Structure feature baseline,0,1454
CLQSAHRNHAIYBG-UHFFFAOYSA-N,Structure feature baseline,0,118
YICBSSHNQVJTJU-UHFFFAOYSA-N,Structure feature baseline,0,461
ZPBHINXHGPMFIS-UHFFFAOYSA-N,Structure feature baseline,0,1197
UHFAOPMNCFEINV-UHFFFAOYSA-N,Structure feature baseline,0,251
JTIKPDFOHSZRLI-UHFFFAOYSA-N,Structure feature baseline,0,477
KMGHLFWRRSVGST-UHFFFAOYSA-N,Structure feature baseline,0,575
MALMSRHEDQPGKV-UHFFFAOYSA-N,Structure feature baseline,0,1254
MDXMIKPZUHGBDU-UHFFFAOYSA-N,Structure feature baseline,0,1115
RKQDLHRYZAQJKD-UHFFFAOYSA-N,Structure feature baseline,0,716
YVJVZQFOHNMHCS-UHFFFAOYSA-N,Structure feature baseline,0,589
GEBADBZXCQNGKJ-UHFFFAOYSA-N,Structure feature baseline,1,50
ZXZUKMKQRJQVRX-UHFFFAOYSA-N,Structure feature baseline,0,411
ITJSLCKDGQGVFB-UHFFFAOYSA-N,Structure feature baseline,0,254
RHZDIFDSANQRSX-UHFFFAOYSA-N,Structure feature baseline,0,94
CCGGZVBFGUPEQD-UHFFFAOYSA-N,Structure feature baseline,2,18
SHLVPNMAMMCKMB-UHFFFAOYSA-N,Structure feature baseline,0,2638
BXGYVKVQYOVXMX-UHFFFAOYSA-N,Structure feature baseline,0,611
SXVRUVYNTFWTDJ-UHFFFAOYSA-N,Structure feature baseline,0,929
JTBQIFVNTKWECA-UHFFFAOYSA-N,Structure feature baseline,0,824
LPYXWGMUVRGUOY-UHFFFAOYSA-N,Structure feature baseline,2,15
FLVIAVDBPKYHGH-UHFFFAOYSA-N,Structure feature baseline,0,606
QMQCDSUWNWLTFB-UHFFFAOYSA-N,Structure feature baseline,0,178
AZKMBYLNKSVLKR-UHFFFAOYSA-N,Structure feature baseline,0,1427
XBJQGBSOXGISMZ-UHFFFAOYSA-N,Structure feature baseline,0,1162
XWMJVNYPISYNBT-UHFFFAOYSA-N,Structure feature baseline,1,9
TZSHLHAZEIQKLE-UHFFFAOYSA-N,Structure feature baseline,0,755
ILRCGYURZSFMEG-UHFFFAOYSA-N,Structure feature baseline,0,332
FCTYJDQUYVYYLK-UHFFFAOYSA-N,Structure feature baseline,0,387
PQBFLLCGQSLIAY-UHFFFAOYSA-N,Structure feature baseline,0,1090
ZBTWSQKXIGNNFV-UHFFFAOYSA-N,Structure feature baseline,0,1494
VBXPLLSCHUOLCF-UHFFFAOYSA-N,Structure feature baseline,0,745
RYPRXOZLLQAHQS-UHFFFAOYSA-N,Structure feature baseline,0,1125
JSHOYLMGBRVAJL-UHFFFAOYSA-N,Structure feature baseline,1,42
FGWHQXZJQFJTMD-UHFFFAOYSA-N,Structure feature baseline,0,1091
INLFLALTMILQAW-UHFFFAOYSA-N,Structure feature baseline,0,3060
QHDJSDANFXSTSF-UHFFFAOYSA-N,Structure feature baseline,0,1214
BFHCIZVZDLBNQO-UHFFFAOYSA-N,Structure feature baseline,0,800
ZSMYGMGZXWMROB-UHFFFAOYSA-N,Structure feature baseline,0,379
KORHSDWWLSEAOW-UHFFFAOYSA-N,Structure feature baseline,0,2127
NWVDTYNFYYODSK-UHFFFAOYSA-N,Structure feature baseline,0,1605
MUJMOTBVRCCVCQ-UHFFFAOYSA-N,Structure feature baseline,0,959
DCGXRYOGNHOBES-UHFFFAOYSA-N,Structure feature baseline,0,1740
HJSPPVFKNBQNEX-UHFFFAOYSA-N,Structure feature baseline,0,514
MRBKEAMVRSLQPH-UHFFFAOYSA-N,Structure feature baseline,0,237
GISRXTSJFHPRBP-UHFFFAOYSA-N,Structure feature baseline,0,310
AODHOEQHJOIWLI-UHFFFAOYSA-N,Structure feature baseline,0,2943
XETILUIFRCQFMI-UHFFFAOYSA-N,Structure feature baseline,0,192
POHKQXFBFCGTIC-UHFFFAOYSA-N,Structure feature baseline,0,580
ZLZUHACSRMOLLV-UHFFFAOYSA-N,Structure feature baseline,0,1701
NOEBJBZGTARKBB-UHFFFAOYSA-N,Structure feature baseline,0,219
YVFQDCABYFFADF-UHFFFAOYSA-N,Structure feature baseline,0,568
VIDQLCPBPXTUGA-UHFFFAOYSA-N,Structure feature baseline,0,687
KFTPWVAHQZNXFZ-UHFFFAOYSA-N,Structure feature baseline,0,144
OFYLHKSPOMQHTD-UHFFFAOYSA-N,Structure feature baseline,1,14
