seed,epoch,component,loss
31,206,CRISPR,2.5109569890158516
31,207,Total objective,10.319089494432722
31,207,Compound,4.0901651859283445
31,207,ORF,3.753333054270063
31,207,CRISPR,2.4755913053240093
31,208,Total objective,10.313037463596888
31,208,Compound,4.088077112606594
31,208,ORF,3.732901453971863
31,208,CRISPR,2.4920589004244125
31,209,Total objective,10.273465497153145
31,209,Compound,4.079482306752886
31,209,ORF,3.7160304001399447
31,209,CRISPR,2.4779527255467007
31,210,Total objective,10.288050270080566
31,210,Compound,4.080925662176949
31,210,ORF,3.7529367446899413
31,210,CRISPR,2.45418792452131
31,211,Total objective,10.298092501504081
31,211,Compound,4.097191950253078
31,211,ORF,3.732122663089207
31,211,CRISPR,2.468777915409633
31,212,Total objective,10.256271975381035
31,212,Compound,4.084263277053833
31,212,ORF,3.7333768708365302
31,212,CRISPR,2.4386318240846907
31,213,Total objective,10.24271183013916
31,213,Compound,4.090935707092285
31,213,ORF,3.713072838102068
31,213,CRISPR,2.438703319004604
31,214,Total objective,10.249716799599783
31,214,Compound,4.096488632474627
31,214,ORF,3.7211304085595267
31,214,CRISPR,2.43209776197161
31,215,Total objective,10.214641107831682
31,215,Compound,4.095052681650434
31,215,ORF,3.7100339719227384
31,215,CRISPR,2.409554478100368
31,216,Total objective,10.2073335647583
31,216,Compound,4.0797411816460745
31,216,ORF,3.720260238647461
31,216,CRISPR,2.4073321546827042
31,217,Total objective,10.207867853982108
31,217,Compound,4.086300778388977
31,217,ORF,3.7017823117119923
31,217,CRISPR,2.419784777505057
31,218,Total objective,10.180327633449009
31,218,Compound,4.09253409249442
31,218,ORF,3.668121348108564
31,218,CRISPR,2.4196721826280867
31,219,Total objective,10.220211696624755
31,219,Compound,4.101913612229484
31,219,ORF,3.6967452151434763
31,219,CRISPR,2.421552859033857
31,220,Total objective,10.187320913587298
31,220,Compound,4.07792203766959
31,220,ORF,3.7030977964401246
31,220,CRISPR,2.406301096507481
31,221,Total objective,10.1737090247018
31,221,Compound,4.095363102640424
31,221,ORF,3.674691162790571
31,221,CRISPR,2.403654738834926
31,222,Total objective,10.194198213304793
31,222,Compound,4.071905398368836
31,222,ORF,3.7093963861465453
31,222,CRISPR,2.4128964287894115
31,223,Total objective,10.163066019330707
31,223,Compound,4.080311744553702
31,223,ORF,3.692685580253601
31,223,CRISPR,2.3900686996323723
31,224,Total objective,10.100590637751989
31,224,Compound,4.074753536496844
31,224,ORF,3.663437189374651
31,224,CRISPR,2.3623999289103916
31,225,Total objective,10.129938997541155
31,225,Compound,4.090882015228272
31,225,ORF,3.6717241185052054
31,225,CRISPR,2.3673329183033536
31,226,Total objective,10.103820650918143
31,226,Compound,4.0869342838014875
31,226,ORF,3.6746789182935444
31,226,CRISPR,2.3422075458935327
31,227,Total objective,10.08902690070016
31,227,Compound,4.064815006937299
31,227,ORF,3.6444679907390047
31,227,CRISPR,2.3797438962118966
31,228,Total objective,10.098085498809814
31,228,Compound,4.081618922097342
31,228,ORF,3.655119368008205
31,228,CRISPR,2.361347167832511
31,229,Total objective,10.081534835270473
31,229,Compound,4.0825718981879096
31,229,ORF,3.6671604565211706
31,229,CRISPR,2.3318024362836565
31,230,Total objective,10.094904599870954
31,230,Compound,4.086107904570444
31,230,ORF,3.6777969769069125
31,230,CRISPR,2.3309998103550504
31,231,Total objective,10.058569390433176
31,231,Compound,4.075394085475376
31,231,ORF,3.6205793959753856
31,231,CRISPR,2.3625959498541698
31,232,Total objective,9.99914459500994
31,232,Compound,4.082217717170716
31,232,ORF,3.61937118598393
31,232,CRISPR,2.297555766786848
31,233,Total objective,10.020178086417062
31,233,Compound,4.0750149113791325
31,233,ORF,3.6268917628696986
31,233,CRISPR,2.318271401950291
31,234,Total objective,9.99432601928711
31,234,Compound,4.061043994767325
31,234,ORF,3.6079035316194807
31,234,CRISPR,2.325378452028547
31,235,Total objective,10.029720783233643
31,235,Compound,4.075454527991159
31,235,ORF,3.622498685973031
31,235,CRISPR,2.3317676407950265
31,236,Total objective,10.012853336334228
31,236,Compound,4.075840425491333
31,236,ORF,3.614721723965236
31,236,CRISPR,2.3222911170550753
31,237,Total objective,9.99841822215489
31,237,Compound,4.075343993731908
31,237,ORF,3.618090295791626
31,237,CRISPR,2.3049839564732144
31,238,Total objective,9.996580137525285
31,238,Compound,4.0662299905504495
31,238,ORF,3.614554626601083
31,238,CRISPR,2.3157954863139563
31,239,Total objective,9.98474747794015
31,239,Compound,4.063312271663121
31,239,ORF,3.619718701498849
31,239,CRISPR,2.3017165660858154
31,240,Total objective,9.981080600193568
31,240,Compound,4.059870682443891
31,240,ORF,3.619747952052525
31,240,CRISPR,2.3014619180134366
31,241,Total objective,9.985643672943116
31,241,Compound,4.0827087913240705
31,241,ORF,3.609095655168806
31,241,CRISPR,2.293839246886117
31,242,Total objective,9.969304507119315
31,242,Compound,4.075599912234715
31,242,ORF,3.6025120667048864
31,242,CRISPR,2.2911925418036323
31,243,Total objective,9.977148532867432
31,243,Compound,4.072363322121756
31,243,ORF,3.607648229598999
31,243,CRISPR,2.2971370015825543
31,244,Total objective,9.955789075578963
31,244,Compound,4.056496211460659
31,244,ORF,3.6046614374433243
31,244,CRISPR,2.2946314709527154
31,245,Total objective,9.946811621529715
31,245,Compound,4.0787000622068135
31,245,ORF,3.5656379870006014
31,245,CRISPR,2.302473602976118
31,246,Total objective,9.899437482016427
31,246,Compound,4.058200301442827
31,246,ORF,3.564239536012922
31,246,CRISPR,2.276997629233769
31,247,Total objective,9.859248243059431
31,247,Compound,4.038722746712821
31,247,ORF,3.5532342433929442
31,247,CRISPR,2.2672912291118075
31,248,Total objective,9.887511144365583
31,248,Compound,4.063893471445356
31,248,ORF,3.572239010674613
31,248,CRISPR,2.2513786384037564
31,249,Total objective,9.865289960588727
31,249,Compound,4.043661141395569
31,249,ORF,3.5529247999191282
31,249,CRISPR,2.268704034600939
31,250,Total objective,9.886183575221471
31,250,Compound,4.050597436087472
31,250,ORF,3.5712208100727625
31,250,CRISPR,2.2643653426851547
31,251,Total objective,9.852477414267403
31,251,Compound,4.060050106048584
31,251,ORF,3.5501551696232387
31,251,CRISPR,2.242272094317845
31,252,Total objective,9.874922275543213
31,252,Compound,4.084096135411944
31,252,ORF,3.564924342291696
31,252,CRISPR,2.2259018199784415
31,253,Total objective,9.862017113821848
31,253,Compound,4.050584840774536
31,253,ORF,3.5439043590000696
31,253,CRISPR,2.2675279447010586
31,254,Total objective,9.822463853018624
31,254,Compound,4.0626428025109425
31,254,ORF,3.5218097482408797
31,254,CRISPR,2.238011237553188
31,255,Total objective,9.806555856977191
31,255,Compound,4.069256598608835
31,255,ORF,3.5385306290217806
31,255,CRISPR,2.19876868724823
31,256,Total objective,9.824155943734306
31,256,Compound,4.064934546606882
31,256,ORF,3.5334862334387642
31,256,CRISPR,2.225735127925873
31,257,Total objective,9.784409931727819
31,257,Compound,4.054043401990618
31,257,ORF,3.5044386182512555
31,257,CRISPR,2.225927940436772
31,258,Total objective,9.814372607639857
31,258,Compound,4.056562808581761
31,258,ORF,3.5490246329988753
31,258,CRISPR,2.2087852001190185
31,259,Total objective,9.774829305921282
31,259,Compound,4.034991393770491
31,259,ORF,3.5173086064202446
31,259,CRISPR,2.222529329572405
31,260,Total objective,9.769589928218297
31,260,Compound,4.030681041308812
31,260,ORF,3.5385706322533745
31,260,CRISPR,2.2003382546561103
31,261,Total objective,9.794602339608328
31,261,Compound,4.071850623403277
31,261,ORF,3.5204033953802925
31,261,CRISPR,2.202348223754338
31,262,Total objective,9.726970713479178
31,262,Compound,4.056181464876447
31,262,ORF,3.4929120915276664
31,262,CRISPR,2.17787709236145
31,263,Total objective,9.741340296609062
31,263,Compound,4.044812025342669
31,263,ORF,3.513654681614467
31,263,CRISPR,2.182873640741621
31,264,Total objective,9.73422370638166
31,264,Compound,4.046756717136928
31,264,ORF,3.510984093802316
31,264,CRISPR,2.176482973779951
31,265,Total objective,9.735123239244734
31,265,Compound,4.054775258472987
31,265,ORF,3.4623584815434048
31,265,CRISPR,2.2179894617625644
31,266,Total objective,9.712250641414098
31,266,Compound,4.053118916920253
31,266,ORF,3.4945002589906964
31,266,CRISPR,2.1646315336227415
31,267,Total objective,9.716073131561279
31,267,Compound,4.059147289821079
31,267,ORF,3.4995645454951694
31,267,CRISPR,2.1573613575526647
31,268,Total objective,9.701973874228342
31,268,Compound,4.050240772111075
31,268,ORF,3.4896659680775235
31,268,CRISPR,2.162067174911499
31,269,Total objective,9.64599770137242
31,269,Compound,4.041714440073286
31,269,ORF,3.4599406923566547
31,269,CRISPR,2.144342577457428
31,270,Total objective,9.656552723475865
31,270,Compound,4.042215987614223
31,270,ORF,3.463569712638855
31,270,CRISPR,2.1507670044898988
31,271,Total objective,9.677380112239293
31,271,Compound,4.050345322063991
31,271,ORF,3.4807736226490564
31,271,CRISPR,2.1462610960006714
31,272,Total objective,9.66350028174264
31,272,Compound,4.051167052132743
31,272,ORF,3.455950576918466
31,272,CRISPR,2.1563826203346252
31,273,Total objective,9.649325520651681
31,273,Compound,4.042330295698983
31,273,ORF,3.4534139667238506
31,273,CRISPR,2.15358133997236
31,274,Total objective,9.65862808227539
31,274,Compound,4.055305709157671
31,274,ORF,3.4636938605989727
31,274,CRISPR,2.139628505706787
31,275,Total objective,9.625724710736955
31,275,Compound,4.049963218825204
31,275,ORF,3.438085559436253
31,275,CRISPR,2.1376759920801436
31,276,Total objective,9.612567152295794
31,276,Compound,4.0340573685509815
31,276,ORF,3.4472119978496005
31,276,CRISPR,2.131297813143049
31,277,Total objective,9.605742958613805
31,277,Compound,4.035368435723441
31,277,ORF,3.4378646407808575
31,277,CRISPR,2.132509970664978
31,278,Total objective,9.590930652618407
31,278,Compound,4.0364227942058015
31,278,ORF,3.4304016521998815
31,278,CRISPR,2.1241062113216946
31,279,Total objective,9.573563017163957
31,279,Compound,4.044615592275347
31,279,ORF,3.4248552424567085
31,279,CRISPR,2.1040922386305674
31,280,Total objective,9.594653715406146
31,280,Compound,4.0366942473820275
31,280,ORF,3.4370355537959507
31,280,CRISPR,2.1209238920892988
31,281,Total objective,9.599739265441894
31,281,Compound,4.041249302455357
31,281,ORF,3.438496593066624
31,281,CRISPR,2.11999329328537
31,282,Total objective,9.54866189956665
31,282,Compound,4.048188631875174
31,282,ORF,3.402926652772086
31,282,CRISPR,2.0975467068808418
31,283,Total objective,9.522787857055665
31,283,Compound,4.02407214641571
31,283,ORF,3.4131518023354666
31,283,CRISPR,2.085563928740365
31,284,Total objective,9.58532906941005
31,284,Compound,4.039800609861102
31,284,ORF,3.434055015019008
31,284,CRISPR,2.111473458153861
31,285,Total objective,9.59640520640782
31,285,Compound,4.046795575959342
31,285,ORF,3.4289899519511633
31,285,CRISPR,2.1206197006361824
31,286,Total objective,9.533890465327671
31,286,Compound,4.047432310240609
31,286,ORF,3.3974366426467895
31,286,CRISPR,2.0890215447970797
31,287,Total objective,9.538840457371302
31,287,Compound,4.055976636069161
31,287,ORF,3.3929701021739413
31,287,CRISPR,2.089893696989332
31,288,Total objective,9.53663285119193
31,288,Compound,4.0403265953063965
31,288,ORF,3.4033487626484464
31,288,CRISPR,2.092957503455026
31,289,Total objective,9.54954903466361
31,289,Compound,4.042062595912388
31,289,ORF,3.401941854613168
31,289,CRISPR,2.1055444989885603
31,290,Total objective,9.507056644984655
31,290,Compound,4.035299130848476
31,290,ORF,3.3800267696380617
31,290,CRISPR,2.0917307462011063
31,291,Total objective,9.488273852212089
31,291,Compound,4.020544385910034
31,291,ORF,3.383016725948879
31,291,CRISPR,2.084712680748531
31,292,Total objective,9.494580554962159
31,292,Compound,4.032552238873073
31,292,ORF,3.3853709970201766
31,292,CRISPR,2.076657279900142
31,293,Total objective,9.462603909628731
31,293,Compound,4.026122624533517
31,293,ORF,3.3966642652239116
31,293,CRISPR,2.0398170539311002
31,294,Total objective,9.449226828983852
31,294,Compound,4.032242155075073
31,294,ORF,3.3721867833818706
31,294,CRISPR,2.0447979416166033
31,295,Total objective,9.472154194968088
31,295,Compound,4.028953037943158
31,295,ORF,3.3840361186436243
31,295,CRISPR,2.0591650179454257
31,296,Total objective,9.46373086656843
31,296,Compound,4.0241851874760215
31,296,ORF,3.392288381712777
31,296,CRISPR,2.04725730078561
31,297,Total objective,9.473355048043388
31,297,Compound,4.038371675355094
31,297,ORF,3.383021879196167
31,297,CRISPR,2.051961554799761
31,298,Total objective,9.396156597137452
31,298,Compound,4.025806934492929
31,298,ORF,3.336992972237723
31,298,CRISPR,2.0333567210606165
31,299,Total objective,9.474917125701904
31,299,Compound,4.026381744657244
31,299,ORF,3.3849846397127425
31,299,CRISPR,2.0635507328169687
31,300,Total objective,9.439807156154087
31,300,Compound,4.034904732022967
31,300,ORF,3.3692060027803694
31,300,CRISPR,2.035696416241782
37,1,Total objective,15.847498049054828
37,1,Compound,5.600366565159389
37,1,ORF,5.439267253875732
37,1,CRISPR,4.807864202771868
37,2,Total objective,15.334885569981166
37,2,Compound,5.295917102268764
37,2,ORF,5.322776876177106
37,2,CRISPR,4.716191564287458
37,3,Total objective,15.028139332362583
37,3,Compound,5.1446079186030795
37,3,ORF,5.2420225484030585
37,3,CRISPR,4.641508913040161
37,4,Total objective,14.88019358771188
37,4,Compound,5.060601084572928
37,4,ORF,5.200891310828073
37,4,CRISPR,4.618701137815203
37,5,Total objective,14.755800683157785
37,5,Compound,5.005536447252546
37,5,ORF,5.17271248953683
37,5,CRISPR,4.577551759992327
37,6,Total objective,14.627117606571742
37,6,Compound,4.934534631456647
37,6,ORF,5.139116927555629
37,6,CRISPR,4.553466054371425
37,7,Total objective,14.496000971112933
37,7,Compound,4.890028442655291
37,7,ORF,5.106543779373169
37,7,CRISPR,4.499428694588797
37,8,Total objective,14.416615172794886
37,8,Compound,4.847088064466204
37,8,ORF,5.0895783220018656
37,8,CRISPR,4.479948827198574
37,9,Total objective,14.334823417663575
37,9,Compound,4.806606769561768
37,9,ORF,5.065155778612409
37,9,CRISPR,4.463060821805682
37,10,Total objective,14.251326492854528
37,10,Compound,4.76980037008013
37,10,ORF,5.033223751613072
37,10,CRISPR,4.448302391597203
37,11,Total objective,14.153415666307723
37,11,Compound,4.748313004629953
37,11,ORF,4.991457762037005
37,11,CRISPR,4.413644947324481
37,12,Total objective,14.11233479636056
37,12,Compound,4.705595288957868
37,12,ORF,5.013188491548811
37,12,CRISPR,4.393550961358207
37,13,Total objective,14.048490415300641
37,13,Compound,4.696943371636527
37,13,ORF,4.989931862694877
37,13,CRISPR,4.36161516053336
37,14,Total objective,14.005598422459194
37,14,Compound,4.6786591325487406
37,14,ORF,4.973032883235386
37,14,CRISPR,4.353906290871756
37,15,Total objective,13.930060005187988
37,15,Compound,4.659218972069876
37,15,ORF,4.945788437979562
37,15,CRISPR,4.3250525883265905
37,16,Total objective,13.91785237448556
37,16,Compound,4.639195973532541
37,16,ORF,4.943208994184221
37,16,CRISPR,4.3354473999568395
37,17,Total objective,13.858552197047642
37,17,Compound,4.6147598470960345
37,17,ORF,4.924274049486432
37,17,CRISPR,4.319518341336932
37,18,Total objective,13.783360985347203
37,18,Compound,4.603227288382394
37,18,ORF,4.920381655011858
37,18,CRISPR,4.259752055576869
37,19,Total objective,13.772096742902484
37,19,Compound,4.599482257025582
37,19,ORF,4.910306371961322
37,19,CRISPR,4.262308151381356
37,20,Total objective,13.750784942081996
37,20,Compound,4.583984340940203
37,20,ORF,4.888999938964844
37,20,CRISPR,4.277800709860665
37,21,Total objective,13.682084260668073
37,21,Compound,4.558931623186384
37,21,ORF,4.874402945382254
37,21,CRISPR,4.248749702317374
37,22,Total objective,13.619602612086705
37,22,Compound,4.5278628553662985
37,22,ORF,4.847649690083095
37,22,CRISPR,4.244090148380825
37,23,Total objective,13.612415340968541
37,23,Compound,4.534201901299613
37,23,ORF,4.857974563326154
37,23,CRISPR,4.220238879748753
37,24,Total objective,13.609231335776192
37,24,Compound,4.52162515095302
37,24,ORF,4.853833906991142
37,24,CRISPR,4.2337722505841935
37,25,Total objective,13.534844207763673
37,25,Compound,4.504927614756993
37,25,ORF,4.824182994025094
37,25,CRISPR,4.205733619417463
37,26,Total objective,13.524263409205846
37,26,Compound,4.515562166486467
37,26,ORF,4.833136544908796
37,26,CRISPR,4.175564714840481
37,27,Total objective,13.469675990513393
37,27,Compound,4.49456832749503
37,27,ORF,4.826548031398228
37,27,CRISPR,4.1485596316201345
37,28,Total objective,13.457167094094412
37,28,Compound,4.474503605706351
37,28,ORF,4.844739614214216
37,28,CRISPR,4.13792382308415
37,29,Total objective,13.442654841286796
37,29,Compound,4.473133093970162
37,29,ORF,4.826797008514404
37,29,CRISPR,4.14272472177233
37,30,Total objective,13.395128795078822
37,30,Compound,4.45787798336574
37,30,ORF,4.808492640086583
37,30,CRISPR,4.128758113724845
37,31,Total objective,13.347184440067837
37,31,Compound,4.4480050155094695
37,31,ORF,4.7896627426147464
37,31,CRISPR,4.109516733033317
37,32,Total objective,13.320159258161272
37,32,Compound,4.451192249570574
37,32,ORF,4.786501741409301
37,32,CRISPR,4.082465301241194
37,33,Total objective,13.265614346095495
37,33,Compound,4.435382672718593
37,33,ORF,4.762323713302612
37,33,CRISPR,4.0679080247879025
37,34,Total objective,13.27154245376587
37,34,Compound,4.445060736792428
37,34,ORF,4.742555359431676
37,34,CRISPR,4.083926391601563
37,35,Total objective,13.196024894714355
37,35,Compound,4.414509337288993
37,35,ORF,4.753112581798009
37,35,CRISPR,4.0284029517854965
37,36,Total objective,13.253891958509172
37,36,Compound,4.4195397853851315
37,36,ORF,4.769316005706787
37,36,CRISPR,4.065036072049822
37,37,Total objective,13.190031283242362
37,37,Compound,4.419570091792515
37,37,ORF,4.739110149656024
37,37,CRISPR,4.031351055417742
37,38,Total objective,13.152011285509381
37,38,Compound,4.388701868057251
37,38,ORF,4.743539346967425
37,38,CRISPR,4.019770015989031
37,39,Total objective,13.094437967027936
37,39,Compound,4.374090187890189
37,39,ORF,4.707552971158709
37,39,CRISPR,4.012794767107282
37,40,Total objective,13.092920112609864
37,40,Compound,4.374128355298724
37,40,ORF,4.7173844337463375
37,40,CRISPR,4.001407357624599
37,41,Total objective,13.061325481959752
37,41,Compound,4.37256783076695
37,41,ORF,4.697669628688267
37,41,CRISPR,3.991088046346392
37,42,Total objective,13.018243748801096
37,42,Compound,4.361501387187412
37,42,ORF,4.691147170748029
37,42,CRISPR,3.965595129558018
37,43,Total objective,13.014494105747767
37,43,Compound,4.371592160633632
37,43,ORF,4.670078005109515
37,43,CRISPR,3.972823905944824
37,44,Total objective,12.981424822126115
37,44,Compound,4.348984084810529
37,44,ORF,4.717957918984549
37,44,CRISPR,3.9144828047071183
37,45,Total objective,12.925982052939279
37,45,Compound,4.325449139731271
37,45,ORF,4.664737755911691
37,45,CRISPR,3.9357951504843576
37,46,Total objective,12.897839750562396
37,46,Compound,4.332069144930158
37,46,ORF,4.653471149717059
37,46,CRISPR,3.9122994831630162
37,47,Total objective,12.94253625869751
37,47,Compound,4.348812907082694
37,47,ORF,4.685996430260794
37,47,CRISPR,3.9077269281659808
37,48,Total objective,12.879436683654784
37,48,Compound,4.333446781975883
37,48,ORF,4.655256080627441
37,48,CRISPR,3.8907338040215627
37,49,Total objective,12.830531474522182
37,49,Compound,4.307606213433402
37,49,ORF,4.639397880009242
37,49,CRISPR,3.8835273197719027
37,50,Total objective,12.809858880724226
37,50,Compound,4.3156139850616455
37,50,ORF,4.646078470775059
37,50,CRISPR,3.848166336332049
37,51,Total objective,12.807132761819021
37,51,Compound,4.3303674152919225
37,51,ORF,4.637127317701068
37,51,CRISPR,3.8396379675183976
37,52,Total objective,12.744644233158656
37,52,Compound,4.321797350474767
37,52,ORF,4.614280966350011
37,52,CRISPR,3.808565977641514
37,53,Total objective,12.75423766544887
37,53,Compound,4.302922528130668
37,53,ORF,4.624946028845651
37,53,CRISPR,3.8263690948486326
37,54,Total objective,12.795358548845563
37,54,Compound,4.323198338917323
37,54,ORF,4.633107703072684
37,54,CRISPR,3.83905257838113
37,55,Total objective,12.733036817823137
37,55,Compound,4.304915680204119
37,55,ORF,4.602579232624599
37,55,CRISPR,3.825541979925973
37,56,Total objective,12.661550903320313
37,56,Compound,4.274736390795026
37,56,ORF,4.603815950666156
37,56,CRISPR,3.7829985754830497
37,57,Total objective,12.705933816092355
37,57,Compound,4.2917817660740445
37,57,ORF,4.603307935169765
37,57,CRISPR,3.8108442068099975
37,58,Total objective,12.641722706386021
37,58,Compound,4.292621237891061
37,58,ORF,4.603117649895804
37,58,CRISPR,3.7459837879453386
37,59,Total objective,12.654623426709856
37,59,Compound,4.273958124433245
37,59,ORF,4.600102063587734
37,59,CRISPR,3.7805632829666136
37,60,Total objective,12.656318773542132
37,60,Compound,4.27125381061009
37,60,ORF,4.586558416911534
37,60,CRISPR,3.798506614140102
37,61,Total objective,12.576431819370814
37,61,Compound,4.2632650443485804
37,61,ORF,4.573680877685547
37,61,CRISPR,3.7394858598709106
37,62,Total objective,12.54557819366455
37,62,Compound,4.255051108769008
37,62,ORF,4.557974011557443
37,62,CRISPR,3.732553059714181
37,63,Total objective,12.565423202514648
37,63,Compound,4.260099002293178
37,63,ORF,4.552715696607318
37,63,CRISPR,3.752608449118478
37,64,Total objective,12.533317061832973
37,64,Compound,4.2424531800406315
37,64,ORF,4.534890399660383
37,64,CRISPR,3.7559734378542218
37,65,Total objective,12.496283912658692
37,65,Compound,4.238874285561698
37,65,ORF,4.551293359483991
37,65,CRISPR,3.706116271018982
37,66,Total objective,12.469350855691092
37,66,Compound,4.238148157937186
37,66,ORF,4.531148154394967
37,66,CRISPR,3.700054556982858
37,67,Total objective,12.441614954812186
37,67,Compound,4.2468640395573205
37,67,ORF,4.533137689317976
37,67,CRISPR,3.6616132804325647
37,68,Total objective,12.416153458186558
37,68,Compound,4.233252109800066
37,68,ORF,4.516677686146328
37,68,CRISPR,3.6662237644195557
37,69,Total objective,12.445378698621477
37,69,Compound,4.241362421853202
37,69,ORF,4.535143620627267
37,69,CRISPR,3.668872594833374
37,70,Total objective,12.368228544507708
37,70,Compound,4.242604010445731
37,70,ORF,4.5018775939941404
37,70,CRISPR,3.6237469605037145
37,71,Total objective,12.315888786315918
37,71,Compound,4.2265415872846335
37,71,ORF,4.485429688862392
37,71,CRISPR,3.6039174727031162
37,72,Total objective,12.378683376312257
37,72,Compound,4.231988137108939
37,72,ORF,4.51625006539481
37,72,CRISPR,3.6304450920649938
37,73,Total objective,12.295033945356096
37,73,Compound,4.219854348046439
37,73,ORF,4.483222777502878
37,73,CRISPR,3.5919569083622522
37,74,Total objective,12.30177574157715
37,74,Compound,4.212491035461426
37,74,ORF,4.501459039960589
37,74,CRISPR,3.5878256491252354
37,75,Total objective,12.321547780718122
37,75,Compound,4.238371304103306
37,75,ORF,4.47391813141959
37,75,CRISPR,3.6092583451952254
37,76,Total objective,12.274656636374337
37,76,Compound,4.208342497689383
37,76,ORF,4.475040980747768
37,76,CRISPR,3.5912731749670845
37,77,Total objective,12.245358072008406
37,77,Compound,4.211232532773699
37,77,ORF,4.467261300768171
37,77,CRISPR,3.5668642929622103
37,78,Total objective,12.222624029432025
37,78,Compound,4.199988501412528
37,78,ORF,4.4414463860648015
37,78,CRISPR,3.5811891044889177
37,79,Total objective,12.199519266401019
37,79,Compound,4.198504018783569
37,79,ORF,4.44779143333435
37,79,CRISPR,3.5532238755907333
37,80,Total objective,12.189163276127406
37,80,Compound,4.19731935773577
37,80,ORF,4.461216824395316
37,80,CRISPR,3.5306270258767265
37,81,Total objective,12.158447592599051
37,81,Compound,4.214179045813424
37,81,ORF,4.435674565179007
37,81,CRISPR,3.5085940326963154
37,82,Total objective,12.139841215951103
37,82,Compound,4.188612757410322
37,82,ORF,4.443338435036796
37,82,CRISPR,3.5078901188714164
37,83,Total objective,12.15058148247855
37,83,Compound,4.213329717091152
37,83,ORF,4.439433261326381
37,83,CRISPR,3.4978184291294645
37,84,Total objective,12.132963357652937
37,84,Compound,4.213230412346976
37,84,ORF,4.432198681150164
37,84,CRISPR,3.4875342879976543
37,85,Total objective,12.118920040130615
37,85,Compound,4.188534780911037
37,85,ORF,4.415492595945086
37,85,CRISPR,3.5148927313940868
37,86,Total objective,12.06140970502581
37,86,Compound,4.175203391483852
37,86,ORF,4.409324605124337
37,86,CRISPR,3.476881698199681
37,87,Total objective,12.05516037259783
37,87,Compound,4.194439438411168
37,87,ORF,4.402329349517823
37,87,CRISPR,3.4583915642329623
37,88,Total objective,12.046553666251047
37,88,Compound,4.188915474074228
37,88,ORF,4.39670603615897
37,88,CRISPR,3.46093213558197
37,89,Total objective,12.034996346064977
37,89,Compound,4.197574710845947
37,89,ORF,4.378699622835431
37,89,CRISPR,3.4587219544819425
37,90,Total objective,11.995355238233294
37,90,Compound,4.182275077274867
37,90,ORF,4.3814116477966305
37,90,CRISPR,3.4316684893199376
37,91,Total objective,11.967815317426409
37,91,Compound,4.168945169448852
37,91,ORF,4.373466566630772
37,91,CRISPR,3.425403608594622
37,92,Total objective,11.956707586560931
37,92,Compound,4.180762597492763
37,92,ORF,4.354341568265642
37,92,CRISPR,3.4216034310204644
37,93,Total objective,11.943129076276506
37,93,Compound,4.1683726276670185
37,93,ORF,4.362685060501098
37,93,CRISPR,3.4120714051382883
37,94,Total objective,11.929859229496547
37,94,Compound,4.178900364467076
37,94,ORF,4.349268136705671
37,94,CRISPR,3.4016907010759625
37,95,Total objective,11.89104653767177
37,95,Compound,4.154514823641096
37,95,ORF,4.35517224584307
37,95,CRISPR,3.381359488623483
37,96,Total objective,11.865674005235945
37,96,Compound,4.158622741699219
37,96,ORF,4.345959431784493
37,96,CRISPR,3.361091835158212
37,97,Total objective,11.851704597473145
37,97,Compound,4.167934846878052
37,97,ORF,4.332639231000628
37,97,CRISPR,3.3511304378509523
37,98,Total objective,11.835258783612932
37,98,Compound,4.146285397665841
37,98,ORF,4.325009093965803
37,98,CRISPR,3.3639642442975726
37,99,Total objective,11.807688576834542
37,99,Compound,4.151526481764657
37,99,ORF,4.305657550266811
37,99,CRISPR,3.350504490307399
37,100,Total objective,11.798844473702568
37,100,Compound,4.159685472079686
37,100,ORF,4.308771971293858
37,100,CRISPR,3.3303870371409823
37,101,Total objective,11.781890296936036
37,101,Compound,4.1627189023154125
37,101,ORF,4.3153984887259345
37,101,CRISPR,3.303772892270769
37,102,Total objective,11.806253732953753
37,102,Compound,4.141521215438843
37,102,ORF,4.326169967651367
37,102,CRISPR,3.3385625294276644
37,103,Total objective,11.772706440516881
37,103,Compound,4.15733505657741
37,103,ORF,4.28283155305045
37,103,CRISPR,3.332539790017264
37,104,Total objective,11.754627513885499
37,104,Compound,4.153021124431065
37,104,ORF,4.329283632550921
37,104,CRISPR,3.2723227058138167
37,105,Total objective,11.75860264641898
37,105,Compound,4.164723927634103
37,105,ORF,4.289531019755772
37,105,CRISPR,3.304347736494882
37,106,Total objective,11.730457305908203
37,106,Compound,4.141936554227557
37,106,ORF,4.313866710662841
37,106,CRISPR,3.2746540273938862
37,107,Total objective,11.731240040915353
37,107,Compound,4.153374201910836
37,107,ORF,4.283287000656128
37,107,CRISPR,3.2945788383483885
37,108,Total objective,11.685966300964356
37,108,Compound,4.140898500170026
37,108,ORF,4.275317314692906
37,108,CRISPR,3.2697504247937883
37,109,Total objective,11.670013046264648
37,109,Compound,4.144221343312945
37,109,ORF,4.282689952850342
37,109,CRISPR,3.2431018216269356
37,110,Total objective,11.670437349591936
37,110,Compound,4.153627531869071
37,110,ORF,4.246370090757098
37,110,CRISPR,3.270439696311951
37,111,Total objective,11.603223691667829
37,111,Compound,4.123670629092625
37,111,ORF,4.244499829837254
37,111,CRISPR,3.2350532361439295
37,112,Total objective,11.597400556291852
37,112,Compound,4.128294093268258
