seed,epoch,component,loss
31,48,Total objective,12.947410079411098
31,48,Compound,4.4033964906420024
31,48,ORF,4.678405026027135
31,48,CRISPR,3.865608535494123
31,49,Total objective,12.933183656420027
31,49,Compound,4.396372522626605
31,49,ORF,4.661120850699288
31,49,CRISPR,3.875690266064235
31,50,Total objective,12.90224346433367
31,50,Compound,4.39161399432591
31,50,ORF,4.6678011621747695
31,50,CRISPR,3.842828335080828
31,51,Total objective,12.871246079036167
31,51,Compound,4.374192912237985
31,51,ORF,4.63630862236023
31,51,CRISPR,3.8607445614678517
31,52,Total objective,12.855157961164203
31,52,Compound,4.390113244737898
31,52,ORF,4.647285597664969
31,52,CRISPR,3.8177592379706247
31,53,Total objective,12.822453989301408
31,53,Compound,4.370424365997314
31,53,ORF,4.620474236352103
31,53,CRISPR,3.8315553528921944
31,54,Total objective,12.832688508714948
31,54,Compound,4.379740844454084
31,54,ORF,4.640494564601354
31,54,CRISPR,3.8124531609671455
31,55,Total objective,12.806382261003767
31,55,Compound,4.35738092150007
31,55,ORF,4.626453965050834
31,55,CRISPR,3.822547445978437
31,56,Total objective,12.751292623792375
31,56,Compound,4.351705312728882
31,56,ORF,4.6121093341282435
31,56,CRISPR,3.78747787134988
31,57,Total objective,12.704677159445627
31,57,Compound,4.349833815438407
31,57,ORF,4.594616576603481
31,57,CRISPR,3.760226763997759
31,58,Total objective,12.714639581952776
31,58,Compound,4.356845590046474
31,58,ORF,4.59935417175293
31,58,CRISPR,3.7584398678370885
31,59,Total objective,12.67455633708409
31,59,Compound,4.363900218691144
31,59,ORF,4.559302139282226
31,59,CRISPR,3.7513540472303117
31,60,Total objective,12.687503787449428
31,60,Compound,4.358094549179077
31,60,ORF,4.580021313258579
31,60,CRISPR,3.749387925011771
31,61,Total objective,12.638116754804338
31,61,Compound,4.353102363858905
31,61,ORF,4.5618044376373295
31,61,CRISPR,3.723209912436349
31,62,Total objective,12.58681925364903
31,62,Compound,4.325617558615548
31,62,ORF,4.565160880770002
31,62,CRISPR,3.696040861947196
31,63,Total objective,12.543209593636648
31,63,Compound,4.322000122070312
31,63,ORF,4.545004231589181
31,63,CRISPR,3.676205205917358
31,64,Total objective,12.577498980930873
31,64,Compound,4.332743011202131
31,64,ORF,4.559367036819458
31,64,CRISPR,3.6853889533451625
31,65,Total objective,12.560595743996757
31,65,Compound,4.337431144714356
31,65,ORF,4.528809486116682
31,65,CRISPR,3.6943551301956177
31,66,Total objective,12.538944966452462
31,66,Compound,4.327157531465803
31,66,ORF,4.555536113466535
31,66,CRISPR,3.656251355579921
31,67,Total objective,12.512363243103028
31,67,Compound,4.320927245276315
31,67,ORF,4.524579681668963
31,67,CRISPR,3.666856248038156
31,68,Total objective,12.482293319702148
31,68,Compound,4.324385016305106
31,68,ORF,4.5304135186331616
31,68,CRISPR,3.6274947677339826
31,69,Total objective,12.499908351898194
31,69,Compound,4.333356353214809
31,69,ORF,4.5237933567592075
31,69,CRISPR,3.6427585908344815
31,70,Total objective,12.44061346054077
31,70,Compound,4.294744552884783
31,70,ORF,4.528816046033587
31,70,CRISPR,3.6170528616224016
31,71,Total objective,12.433845165797642
31,71,Compound,4.2952639102935795
31,71,ORF,4.496450110844203
31,71,CRISPR,3.642131120818002
31,72,Total objective,12.409824657440186
31,72,Compound,4.2950976371765135
31,72,ORF,4.499972813470023
31,72,CRISPR,3.6147542408534457
31,73,Total objective,12.382904175349644
31,73,Compound,4.298109749385289
31,73,ORF,4.491926315852574
31,73,CRISPR,3.5928681305476595
31,74,Total objective,12.419674110412597
31,74,Compound,4.312825223377772
31,74,ORF,4.503456790106637
31,74,CRISPR,3.6033921139580865
31,75,Total objective,12.32524047579084
31,75,Compound,4.278588587897165
31,75,ORF,4.452695117677961
31,75,CRISPR,3.5939567395618983
31,76,Total objective,12.30763282775879
31,76,Compound,4.293548570360456
31,76,ORF,4.469951609202794
31,76,CRISPR,3.54413264138358
31,77,Total objective,12.28375279562814
31,77,Compound,4.2721082278660365
31,77,ORF,4.462708118983677
31,77,CRISPR,3.5489364283425466
31,78,Total objective,12.245669950757708
31,78,Compound,4.28491427557809
31,78,ORF,4.450577320371355
31,78,CRISPR,3.510178232192993
31,79,Total objective,12.264014543805803
31,79,Compound,4.267098167964391
31,79,ORF,4.461988299233573
31,79,CRISPR,3.5349280766078404
31,80,Total objective,12.23916210447039
31,80,Compound,4.276712710516794
31,80,ORF,4.4467495237077985
31,80,CRISPR,3.515699917929513
31,81,Total objective,12.26977721623012
31,81,Compound,4.278470230102539
31,81,ORF,4.435722323826381
31,81,CRISPR,3.555584750856672
31,82,Total objective,12.16003337587629
31,82,Compound,4.25319585118975
31,82,ORF,4.41602293423244
31,82,CRISPR,3.490814627919878
31,83,Total objective,12.19687933240618
31,83,Compound,4.26742627961295
31,83,ORF,4.424506378173828
31,83,CRISPR,3.504946596281869
31,84,Total objective,12.193219103131975
31,84,Compound,4.266559294291905
31,84,ORF,4.421345915113177
31,84,CRISPR,3.5053138528551373
31,85,Total objective,12.133387184143066
31,85,Compound,4.262532418114798
31,85,ORF,4.416215215410505
31,85,CRISPR,3.4546394961220876
31,86,Total objective,12.128280067443848
31,86,Compound,4.259443303516933
31,86,ORF,4.4033732482365195
31,86,CRISPR,3.465463502066476
31,87,Total objective,12.109107630593437
31,87,Compound,4.2705081190381735
31,87,ORF,4.41406079019819
31,87,CRISPR,3.4245386804853166
31,88,Total objective,12.125813497815813
31,88,Compound,4.2575163160051614
31,88,ORF,4.409654651369367
31,88,CRISPR,3.4586425542831423
31,89,Total objective,12.094722856794085
31,89,Compound,4.255888359887259
31,89,ORF,4.394988400595529
31,89,CRISPR,3.4438460554395403
31,90,Total objective,12.0775787625994
31,90,Compound,4.25031863621303
31,90,ORF,4.4031617573329385
31,90,CRISPR,3.4240983963012694
31,91,Total objective,12.020542921338762
31,91,Compound,4.241174173355103
31,91,ORF,4.354789345605033
31,91,CRISPR,3.424579453468323
31,92,Total objective,12.039990247998919
31,92,Compound,4.241917310442243
31,92,ORF,4.382324825014387
31,92,CRISPR,3.4157481602260042
31,93,Total objective,12.016757311139788
31,93,Compound,4.250849982670375
31,93,ORF,4.37137862614223
31,93,CRISPR,3.3945287227630616
31,94,Total objective,11.993727234431676
31,94,Compound,4.256459011350359
31,94,ORF,4.360964400427682
31,94,CRISPR,3.376303860119411
31,95,Total objective,11.990989943913052
31,95,Compound,4.237989773069109
31,95,ORF,4.3653267792293
31,95,CRISPR,3.387673374584743
31,96,Total objective,11.927526923588344
31,96,Compound,4.233581720079695
31,96,ORF,4.337679733548845
31,96,CRISPR,3.356265469959804
31,97,Total objective,11.938594327654158
31,97,Compound,4.246804925373622
31,97,ORF,4.345883178710937
31,97,CRISPR,3.3459063019071307
31,98,Total objective,11.873681368146624
31,98,Compound,4.237233325413295
31,98,ORF,4.304689359664917
31,98,CRISPR,3.331758655820574
31,99,Total objective,11.883205781664167
31,99,Compound,4.225993367603847
31,99,ORF,4.3073353086199075
31,99,CRISPR,3.3498771224703106
31,100,Total objective,11.827714470454625
31,100,Compound,4.2296860354287285
31,100,ORF,4.290302409444537
31,100,CRISPR,3.3077259949275426
31,101,Total objective,11.880964742388045
31,101,Compound,4.230327415466308
31,101,ORF,4.333216452598572
31,101,CRISPR,3.317420860699245
31,102,Total objective,11.838988072531563
31,102,Compound,4.2252383845193044
31,102,ORF,4.321369470868792
31,102,CRISPR,3.2923801933016095
31,103,Total objective,11.819392967224122
31,103,Compound,4.228978191103254
31,103,ORF,4.306628152302333
31,103,CRISPR,3.283786565916879
31,104,Total objective,11.751902280535017
31,104,Compound,4.215676518848964
31,104,ORF,4.276721736363002
31,104,CRISPR,3.259503984451294
31,105,Total objective,11.754161167144776
31,105,Compound,4.210531330108642
31,105,ORF,4.293157352719988
31,105,CRISPR,3.2504724536623275
31,106,Total objective,11.727608953203474
31,106,Compound,4.217384767532349
31,106,ORF,4.259785543169294
31,106,CRISPR,3.2504386697496686
31,107,Total objective,11.722315284184047
31,107,Compound,4.218957648958479
31,107,ORF,4.268130615779332
31,107,CRISPR,3.235227005822318
31,108,Total objective,11.71325375693185
31,108,Compound,4.217171103613717
31,108,ORF,4.260469715935844
31,108,CRISPR,3.23561293397631
31,109,Total objective,11.681245422363281
31,109,Compound,4.21142533166068
31,109,ORF,4.268364041192191
31,109,CRISPR,3.201456015450614
31,110,Total objective,11.656515284946986
31,110,Compound,4.206818945067269
31,110,ORF,4.22645605972835
31,110,CRISPR,3.223240280151367
31,111,Total objective,11.666686276027134
31,111,Compound,4.212208781923566
31,111,ORF,4.2463650907788955
31,111,CRISPR,3.208112372670855
31,112,Total objective,11.66451211656843
31,112,Compound,4.204966844831194
31,112,ORF,4.265558038439069
31,112,CRISPR,3.1939872809818812
31,113,Total objective,11.628837408338274
31,113,Compound,4.192183780670166
31,113,ORF,4.224186781474522
31,113,CRISPR,3.212466835975647
31,114,Total objective,11.649028028760638
31,114,Compound,4.201329142706735
31,114,ORF,4.250272512435913
31,114,CRISPR,3.1974263906478884
31,115,Total objective,11.609157139914377
31,115,Compound,4.193832431520734
31,115,ORF,4.232090241568429
31,115,CRISPR,3.1832344123295377
31,116,Total objective,11.569195229666574
31,116,Compound,4.2072560548782345
31,116,ORF,4.210379154341561
31,116,CRISPR,3.151560047694615
31,117,Total objective,11.530367715018135
31,117,Compound,4.195406075886318
31,117,ORF,4.178815405709403
31,117,CRISPR,3.156146264076233
31,118,Total objective,11.549511623382568
31,118,Compound,4.177992991038731
31,118,ORF,4.207313622747149
31,118,CRISPR,3.164204968724932
31,119,Total objective,11.562196486336845
31,119,Compound,4.191888128008161
31,119,ORF,4.204050973483494
31,119,CRISPR,3.1662573780332295
31,120,Total objective,11.552319989885603
31,120,Compound,4.176239762987409
31,120,ORF,4.225333145686558
31,120,CRISPR,3.150747105053493
31,121,Total objective,11.516408293587821
31,121,Compound,4.190160819462368
31,121,ORF,4.189626973015922
31,121,CRISPR,3.136620453425816
31,122,Total objective,11.501717867170061
31,122,Compound,4.188367257799421
31,122,ORF,4.187056527818952
31,122,CRISPR,3.1262940406799316
31,123,Total objective,11.47569923400879
31,123,Compound,4.211516754967826
31,123,ORF,4.183154324122838
31,123,CRISPR,3.0810281072344097
31,124,Total objective,11.474483258383614
31,124,Compound,4.193501911844526
31,124,ORF,4.1951567036764965
31,124,CRISPR,3.0858245951788765
31,125,Total objective,11.459858635493687
31,125,Compound,4.206708002090454
31,125,ORF,4.176601913997105
31,125,CRISPR,3.076548736436026
31,126,Total objective,11.401440279824394
31,126,Compound,4.166185515267508
31,126,ORF,4.161385961941311
31,126,CRISPR,3.073868819645473
31,127,Total objective,11.434838349478586
31,127,Compound,4.182935551234654
31,127,ORF,4.177503286089216
31,127,CRISPR,3.0743993963514056
31,128,Total objective,11.393869345528739
31,128,Compound,4.1795073509216305
31,128,ORF,4.149951706613813
31,128,CRISPR,3.0644103595188685
31,129,Total objective,11.372424466269356
31,129,Compound,4.175706284386771
31,129,ORF,4.164771280969892
31,129,CRISPR,3.0319469111306327
31,130,Total objective,11.332237788609095
31,130,Compound,4.168483883993966
31,130,ORF,4.160684061050415
31,130,CRISPR,3.0030698435647145
31,131,Total objective,11.345175470624651
31,131,Compound,4.1808119365147185
31,131,ORF,4.136291020257133
31,131,CRISPR,3.0280724934169223
31,132,Total objective,11.336630521501814
31,132,Compound,4.179973105021886
31,132,ORF,4.119902644838605
31,132,CRISPR,3.036754778453282
31,133,Total objective,11.346510696411134
31,133,Compound,4.175653675624303
31,133,ORF,4.126480048043387
31,133,CRISPR,3.0443769454956056
31,134,Total objective,11.271399879455567
31,134,Compound,4.162717430932181
31,134,ORF,4.113746878079006
31,134,CRISPR,2.9949355942862375
31,135,Total objective,11.31970547267369
31,135,Compound,4.1861675807407925
31,135,ORF,4.1319586890084405
31,135,CRISPR,3.0015791007450647
31,136,Total objective,11.259045600891113
31,136,Compound,4.176344387871879
31,136,ORF,4.113966989517212
31,136,CRISPR,2.9687343495232716
31,137,Total objective,11.23828477859497
31,137,Compound,4.164832302502224
31,137,ORF,4.107846443993704
31,137,CRISPR,2.9656060457229616
31,138,Total objective,11.27088759286063
31,138,Compound,4.150370015416827
31,138,ORF,4.123530919211252
31,138,CRISPR,2.9969866616385326
31,139,Total objective,11.211082172393798
31,139,Compound,4.162904916490827
31,139,ORF,4.111033851759775
31,139,CRISPR,2.9371434450149536
31,140,Total objective,11.190377576010567
31,140,Compound,4.1546742030552455
31,140,ORF,4.066046336718968
31,140,CRISPR,2.969657036236354
31,141,Total objective,11.170645768301828
31,141,Compound,4.172616876874652
31,141,ORF,4.063246100289481
31,141,CRISPR,2.9347827843257357
31,142,Total objective,11.173716981070383
31,142,Compound,4.155928972789219
31,142,ORF,4.062400497709002
31,142,CRISPR,2.955387582097735
31,143,Total objective,11.160514777047293
31,143,Compound,4.14281884602138
31,143,ORF,4.098910849434989
31,143,CRISPR,2.918785102026803
31,144,Total objective,11.126044069017683
31,144,Compound,4.1595882245472495
31,144,ORF,4.05947996207646
31,144,CRISPR,2.906975906235831
31,145,Total objective,11.090475818089077
31,145,Compound,4.15294588633946
31,145,ORF,4.032619530814035
31,145,CRISPR,2.904910465649196
31,146,Total objective,11.115401758466447
31,146,Compound,4.147909365381513
31,146,ORF,4.066280160631452
31,146,CRISPR,2.901212297167097
31,147,Total objective,11.108804866245814
31,147,Compound,4.157618488584246
31,147,ORF,4.055049238886152
31,147,CRISPR,2.896137152399336
31,148,Total objective,11.066546944209508
31,148,Compound,4.157448993410383
31,148,ORF,4.047811126708984
31,148,CRISPR,2.8612868513379777
31,149,Total objective,11.026178455352783
31,149,Compound,4.146130125863212
31,149,ORF,4.0267732688358855
31,149,CRISPR,2.853275077683585
31,150,Total objective,11.019145938328334
31,150,Compound,4.149252476011004
31,150,ORF,4.033954671451023
31,150,CRISPR,2.835938801084246
31,151,Total objective,11.048687498910086
31,151,Compound,4.139528162138802
31,151,ORF,4.044558906555176
31,151,CRISPR,2.8646004710878645
31,152,Total objective,10.998754855564663
31,152,Compound,4.137803721427917
31,152,ORF,4.013707879611424
31,152,CRISPR,2.847243254525321
31,153,Total objective,11.052634334564209
31,153,Compound,4.155023115021842
31,153,ORF,4.032629844120571
31,153,CRISPR,2.864981310708182
31,154,Total objective,11.037733255113874
31,154,Compound,4.154651239940098
31,154,ORF,4.029659475599017
31,154,CRISPR,2.8534224884850636
31,155,Total objective,10.955591978345598
31,155,Compound,4.154216967310224
31,155,ORF,3.9914844036102295
31,155,CRISPR,2.809890556335449
31,156,Total objective,10.932397488185337
31,156,Compound,4.139148385184152
31,156,ORF,3.9834501913615634
31,156,CRISPR,2.8097988741738456
31,157,Total objective,10.956082017081124
31,157,Compound,4.147891228539603
31,157,ORF,4.0147008691515245
31,157,CRISPR,2.793489956855774
31,158,Total objective,10.897028255462647
31,158,Compound,4.127816367149353
31,158,ORF,3.9875117915017264
31,158,CRISPR,2.781700052533831
31,159,Total objective,10.869004317692347
31,159,Compound,4.134758833476475
31,159,ORF,3.9760554007121494
31,159,CRISPR,2.758190049443926
31,160,Total objective,10.883173370361328
31,160,Compound,4.125662016868591
31,160,ORF,3.950571492740086
31,160,CRISPR,2.8069398743765697
31,161,Total objective,10.943837233952113
31,161,Compound,4.133782696723938
31,161,ORF,3.990860073907035
31,161,CRISPR,2.819194487162999
31,162,Total objective,10.886984511784144
31,162,Compound,4.139452436992101
31,162,ORF,3.968041236060006
31,162,CRISPR,2.779490760394505
31,163,Total objective,10.851637894766672
31,163,Compound,4.130643606185913
31,163,ORF,3.9772230659212386
31,163,CRISPR,2.7437711988176616
31,164,Total objective,10.888654627118791
31,164,Compound,4.132551162583487
31,164,ORF,3.972234409196036
31,164,CRISPR,2.7838691370827813
31,165,Total objective,10.81990909576416
31,165,Compound,4.120903011730739
31,165,ORF,3.936193220955985
31,165,CRISPR,2.762812839235578
31,166,Total objective,10.814720412663052
31,166,Compound,4.140115717479161
31,166,ORF,3.9421683618000576
31,166,CRISPR,2.732436343601772
31,167,Total objective,10.812875938415527
31,167,Compound,4.132671315329415
31,167,ORF,3.9307464224951607
31,167,CRISPR,2.7494582448686873
31,168,Total objective,10.793411486489433
31,168,Compound,4.125420771326337
31,168,ORF,3.9526617220469884
31,168,CRISPR,2.7153290510177612
31,169,Total objective,10.80457923071725
31,169,Compound,4.114940782955714
31,169,ORF,3.940538041932242
31,169,CRISPR,2.7491003683635165
31,170,Total objective,10.775689220428466
31,170,Compound,4.143674727848598
31,170,ORF,3.926740220614842
31,170,CRISPR,2.7052742719650267
31,171,Total objective,10.748702662331718
31,171,Compound,4.120737865992955
31,171,ORF,3.914770691735404
31,171,CRISPR,2.713194135257176
31,172,Total objective,10.744309425354004
31,172,Compound,4.124274894169399
31,172,ORF,3.902068952151707
31,172,CRISPR,2.717965589250837
31,173,Total objective,10.681000573294503
31,173,Compound,4.11163569518498
31,173,ORF,3.891631133215768
31,173,CRISPR,2.6777338402611868
31,174,Total objective,10.722104535784041
31,174,Compound,4.11568534714835
31,174,ORF,3.898079306738717
31,174,CRISPR,2.7083399602345057
31,175,Total objective,10.714394051688059
31,175,Compound,4.132157707214356
31,175,ORF,3.911826378958566
31,175,CRISPR,2.67041004044669
31,176,Total objective,10.684445640019009
31,176,Compound,4.106879050391061
31,176,ORF,3.9040731089455742
31,176,CRISPR,2.673493545395987
31,177,Total objective,10.690820748465402
31,177,Compound,4.119277593067714
31,177,ORF,3.8963790927614483
31,177,CRISPR,2.675164079666138
31,178,Total objective,10.692209339141845
31,178,Compound,4.1280675206865585
31,178,ORF,3.891133311816624
31,178,CRISPR,2.6730085134506227
31,179,Total objective,10.635197285243443
31,179,Compound,4.122018565450396
31,179,ORF,3.897565576008388
31,179,CRISPR,2.6156131267547607
31,180,Total objective,10.643602779933385
31,180,Compound,4.115768831116813
31,180,ORF,3.868395938192095
31,180,CRISPR,2.659437986782619
31,181,Total objective,10.57653136934553
31,181,Compound,4.101186983925956
31,181,ORF,3.858534254346575
31,181,CRISPR,2.6168100799833027
31,182,Total objective,10.620426750183105
31,182,Compound,4.111956381797791
31,182,ORF,3.8745838982718332
31,182,CRISPR,2.6338865450450353
31,183,Total objective,10.594391795567104
31,183,Compound,4.112496621268136
31,183,ORF,3.8650461741856166
31,183,CRISPR,2.6168489490236553
31,184,Total objective,10.563557025364467
31,184,Compound,4.118524653570993
31,184,ORF,3.8440174409321375
31,184,CRISPR,2.6010149581091744
31,185,Total objective,10.591283348628453
31,185,Compound,4.100844659124102
31,185,ORF,3.8554864474705286
31,185,CRISPR,2.634952173914228
31,186,Total objective,10.580599975585937
31,186,Compound,4.105748912266322
31,186,ORF,3.8623887300491333
31,186,CRISPR,2.6124622855867656
31,187,Total objective,10.539489024026054
31,187,Compound,4.1168966463633945
31,187,ORF,3.8467308180672783
31,187,CRISPR,2.5758615459714616
31,188,Total objective,10.515287685394288
31,188,Compound,4.083937753949846
31,188,ORF,3.838786666733878
31,188,CRISPR,2.5925632510866436
31,189,Total objective,10.518956756591797
31,189,Compound,4.099672978264945
31,189,ORF,3.8358901023864744
31,189,CRISPR,2.5833937440599715
31,190,Total objective,10.502343668256486
31,190,Compound,4.096017105238778
31,190,ORF,3.832450815609523
31,190,CRISPR,2.5738757746560235
31,191,Total objective,10.453982707432338
31,191,Compound,4.089567024367196
31,191,ORF,3.8213425193514143
31,191,CRISPR,2.543073173931667
31,192,Total objective,10.476601505279541
31,192,Compound,4.101123448780605
31,192,ORF,3.8041550465992517
31,192,CRISPR,2.5713231018611364
31,193,Total objective,10.449648434775217
31,193,Compound,4.0938055651528495
31,193,ORF,3.816014497620719
31,193,CRISPR,2.539828392437526
31,194,Total objective,10.45782105582101
31,194,Compound,4.0914772101811
31,194,ORF,3.833617728097098
31,194,CRISPR,2.532726127760751
31,195,Total objective,10.463935279846192
31,195,Compound,4.100169048990522
31,195,ORF,3.8332733358655657
31,195,CRISPR,2.530492891584124
31,196,Total objective,10.431477192470005
31,196,Compound,4.104664148603167
31,196,ORF,3.788027787208557
31,196,CRISPR,2.5387852157865254
31,197,Total objective,10.432740334102085
31,197,Compound,4.1110669681004115
31,197,ORF,3.781940657751901
31,197,CRISPR,2.5397327354976107
31,198,Total objective,10.392537117004395
31,198,Compound,4.103891110420227
31,198,ORF,3.7684421743665424
31,198,CRISPR,2.5202038424355644
31,199,Total objective,10.412194497244698
31,199,Compound,4.100072131838117
31,199,ORF,3.7799900327410016
31,199,CRISPR,2.532132223674229
31,200,Total objective,10.386830275399344
31,200,Compound,4.096175728525434
31,200,ORF,3.783094664982387
31,200,CRISPR,2.5075598444257463
31,201,Total objective,10.40092945098877
31,201,Compound,4.08928508417947
31,201,ORF,3.783274728911264
31,201,CRISPR,2.528369607244219
31,202,Total objective,10.424486473628454
31,202,Compound,4.110943058558873
31,202,ORF,3.7856061697006225
31,202,CRISPR,2.5279371806553432
31,203,Total objective,10.361981691632952
31,203,Compound,4.0842107432229176
31,203,ORF,3.7779313428061347
31,203,CRISPR,2.499839622633798
31,204,Total objective,10.353166811806815
31,204,Compound,4.1086446421486995
31,204,ORF,3.7501986946378434
31,204,CRISPR,2.4943234613963536
31,205,Total objective,10.339149802071708
31,205,Compound,4.097138946396964
31,205,ORF,3.749745924132211
31,205,CRISPR,2.4922649485724313
31,206,Total objective,10.351857198987688
31,206,Compound,4.086810289110456
31,206,ORF,3.7540899549211773
