method,pair_a,pair_b,mechanism_category,shared_gene_count,pair_shared_genes
NYAN,1220,1763,Lipid/transport state,1,34
NYAN,1220,1763,PI3K/AKT/mTOR,1,34
NYAN,13,94,Cell cycle/mitosis,2,29
NYAN,13,94,DNA damage/repair,1,29
NYAN,13,94,PI3K/AKT/mTOR,1,29
NYAN,1060,1428,Nuclear receptor/xenobiotic,1,3
NYAN,0,586,Cell cycle/mitosis,2,28
NYAN,0,586,PI3K/AKT/mTOR,1,28
NYAN,1080,1489,Nuclear receptor/xenobiotic,2,27
NYAN,1080,1489,Cell cycle/mitosis,1,27
NYAN,1080,1489,DNA damage/repair,1,27
NYAN,1080,1489,MAPK/RTK,1,27
NYAN,309,1067,Epigenetic/chromatin,1,5
NYAN,309,1067,MAPK/RTK,1,5
NYAN,529,1315,MAPK/RTK,1,7
NYAN,546,898,MAPK/RTK,1,10
NYAN,546,898,Nuclear receptor/xenobiotic,1,10
NYAN,296,571,Nuclear receptor/xenobiotic,2,16
NYAN,296,571,Cell cycle/mitosis,1,16
NYAN,156,232,Nuclear receptor/xenobiotic,1,16
NYAN,300,1647,Cell cycle/mitosis,1,27
NYAN,300,1647,Lipid/transport state,1,27
NYAN,300,1647,MAPK/RTK,1,27
NYAN,816,1637,Cell cycle/mitosis,1,18
NYAN,816,1637,Nuclear receptor/xenobiotic,1,18
NYAN,1220,1716,Cell cycle/mitosis,1,31
NYAN,1220,1716,DNA damage/repair,1,31
NYAN,1220,1716,PI3K/AKT/mTOR,1,31
NYAN,713,1220,Microtubule,1,20
NYAN,713,1220,Nuclear receptor/xenobiotic,1,20
NYAN,51,232,Cell cycle/mitosis,1,36
NYAN,51,232,Lipid/transport state,1,36
NYAN,51,232,MAPK/RTK,1,36
NYAN,1236,1763,Cell cycle/mitosis,1,27
NYAN,1236,1763,MAPK/RTK,1,27
NYAN,1236,1763,PI3K/AKT/mTOR,1,27
NYAN,1220,1382,Cell cycle/mitosis,2,29
NYAN,1220,1382,DNA damage/repair,1,29
NYAN,613,1719,Cell cycle/mitosis,1,4
NYAN,389,514,MAPK/RTK,1,18
NYAN,389,514,Nuclear receptor/xenobiotic,1,18
NYAN,534,1112,Nuclear receptor/xenobiotic,1,14
NYAN,461,1079,MAPK/RTK,2,39
NYAN,461,1079,Cell cycle/mitosis,1,39
NYAN,461,1079,Epigenetic/chromatin,1,39
NYAN,461,1079,Nuclear receptor/xenobiotic,1,39
NYAN,461,1079,PI3K/AKT/mTOR,1,39
NYAN,1236,1716,Cell cycle/mitosis,1,24
NYAN,1236,1716,DNA damage/repair,1,24
NYAN,1236,1716,PI3K/AKT/mTOR,1,24
NYAN,1585,1637,Cell cycle/mitosis,1,19
NYAN,1585,1637,Nuclear receptor/xenobiotic,1,19
NYAN,449,1220,Cell cycle/mitosis,2,21
NYAN,449,1220,Lipid/transport state,1,21
NYAN,449,1220,Microtubule,1,21
NYAN,449,1220,PI3K/AKT/mTOR,1,21
NYAN,1238,1739,Cell cycle/mitosis,1,23
NYAN,246,436,Cell cycle/mitosis,2,23
NYAN,51,613,Cell cycle/mitosis,2,13
NYAN,51,613,Lipid/transport state,1,13
NYAN,816,1067,Epigenetic/chromatin,1,4
NYAN,613,1238,Cell cycle/mitosis,2,5
NYAN,187,681,MAPK/RTK,2,24
NYAN,187,681,Nuclear receptor/xenobiotic,2,24
NYAN,187,681,Cell cycle/mitosis,1,24
NYAN,187,681,DNA damage/repair,1,24
NYAN,187,681,PI3K/AKT/mTOR,1,24
NYAN,1338,1382,Cell cycle/mitosis,4,17
NYAN,151,1110,Nuclear receptor/xenobiotic,1,9
NYAN,942,1854,DNA damage/repair,1,9
NYAN,1445,1763,Cell cycle/mitosis,1,10
NYAN,1445,1763,PI3K/AKT/mTOR,1,10
NYAN,187,514,Cell cycle/mitosis,4,21
NYAN,187,514,DNA damage/repair,2,21
NYAN,187,514,Nuclear receptor/xenobiotic,1,21
NYAN,613,1382,Cell cycle/mitosis,1,11
NYAN,613,1382,Nuclear receptor/xenobiotic,1,11
NYAN,1315,1389,MAPK/RTK,1,4
NYAN,1501,1709,Nuclear receptor/xenobiotic,1,18
NYAN,387,528,Cell cycle/mitosis,1,31
NYAN,387,528,DNA damage/repair,1,31
NYAN,387,528,MAPK/RTK,1,31
NYAN,387,528,Nuclear receptor/xenobiotic,1,31
NYAN,187,450,Cell cycle/mitosis,4,32
NYAN,187,450,DNA damage/repair,2,32
NYAN,187,450,Microtubule,1,32
NYAN,187,450,Nuclear receptor/xenobiotic,1,32
NYAN,187,450,PI3K/AKT/mTOR,1,32
NYAN,1585,1763,Cell cycle/mitosis,2,30
NYAN,1585,1763,Epigenetic/chromatin,1,30
NYAN,1585,1763,PI3K/AKT/mTOR,1,30
NYAN,529,1169,Cell cycle/mitosis,1,9
NYAN,636,1451,PI3K/AKT/mTOR,2,13
NYAN,636,1451,Cell cycle/mitosis,1,13
NYAN,1236,1382,Cell cycle/mitosis,3,24
NYAN,1236,1382,DNA damage/repair,1,24
NYAN,449,1763,Cell cycle/mitosis,1,18
NYAN,449,1763,Lipid/transport state,1,18
NYAN,449,1763,MAPK/RTK,1,18
NYAN,449,1763,PI3K/AKT/mTOR,1,18
NYAN,389,673,Nuclear receptor/xenobiotic,2,26
NYAN,389,673,Cell cycle/mitosis,1,26
NYAN,116,227,Cell cycle/mitosis,2,34
NYAN,116,227,DNA damage/repair,2,34
NYAN,116,227,PI3K/AKT/mTOR,1,34
NYAN,1186,1189,Cell cycle/mitosis,2,26
NYAN,1186,1189,Nuclear receptor/xenobiotic,1,26
NYAN,1186,1189,PI3K/AKT/mTOR,1,26
NYAN,334,1185,Cell cycle/mitosis,2,8
NYAN,334,1185,Nuclear receptor/xenobiotic,2,8
NYAN,105,298,MAPK/RTK,1,12
NYAN,1220,1489,Cell cycle/mitosis,1,26
NYAN,1220,1489,DNA damage/repair,1,26
NYAN,1220,1489,MAPK/RTK,1,26
NYAN,402,1627,DNA damage/repair,2,14
NYAN,402,1627,Nuclear receptor/xenobiotic,1,14
NYAN,367,525,Lipid/transport state,1,28
NYAN,273,1119,Cell cycle/mitosis,2,31
NYAN,273,1119,PI3K/AKT/mTOR,1,31
NYAN,219,1052,PI3K/AKT/mTOR,1,11
NYAN,105,314,Nuclear receptor/xenobiotic,1,2
NYAN,912,1553,Cell cycle/mitosis,1,6
NYAN,116,713,Nuclear receptor/xenobiotic,2,19
NYAN,116,713,Microtubule,1,19
NYAN,105,555,Cell cycle/mitosis,1,4
NYAN,396,1043,Lipid/transport state,1,21
NYAN,396,1043,Nuclear receptor/xenobiotic,1,21
NYAN,396,1043,PI3K/AKT/mTOR,1,21
NYAN,33,1214,Epigenetic/chromatin,1,21
NYAN,33,1214,Nuclear receptor/xenobiotic,1,21
NYAN,320,1236,Nuclear receptor/xenobiotic,2,13
NYAN,320,1236,Cell cycle/mitosis,1,13
NYAN,320,1236,MAPK/RTK,1,13
NYAN,320,1236,PI3K/AKT/mTOR,1,13
NYAN,105,1719,Nuclear receptor/xenobiotic,2,16
NYAN,105,1719,Cell cycle/mitosis,1,16
NYAN,105,1719,MAPK/RTK,1,16
NYAN,33,673,Cell cycle/mitosis,1,24
NYAN,33,673,Epigenetic/chromatin,1,24
NYAN,33,673,Nuclear receptor/xenobiotic,1,24
NYAN,33,673,PI3K/AKT/mTOR,1,24
NYAN,116,1043,PI3K/AKT/mTOR,1,21
NYAN,1238,1359,Cell cycle/mitosis,1,6
NYAN,421,672,Cell cycle/mitosis,1,19
NYAN,421,672,DNA damage/repair,1,19
NYAN,421,672,Lipid/transport state,1,19
NYAN,421,672,PI3K/AKT/mTOR,1,19
NYAN,570,1739,Cell cycle/mitosis,1,17
NYAN,1186,1238,Cell cycle/mitosis,2,21
NYAN,87,1073,MAPK/RTK,2,20
NYAN,87,1073,Nuclear receptor/xenobiotic,1,20
NYAN,87,1073,PI3K/AKT/mTOR,1,20
NYAN,218,1318,Lipid/transport state,1,15
NYAN,218,1318,Nuclear receptor/xenobiotic,1,15
NYAN,794,1428,Cell cycle/mitosis,1,5
NYAN,794,1428,Nuclear receptor/xenobiotic,1,5
NYAN,794,1428,Proteostasis,1,5
NYAN,1189,1236,Nuclear receptor/xenobiotic,2,31
NYAN,1189,1236,Cell cycle/mitosis,1,31
NYAN,1189,1236,PI3K/AKT/mTOR,1,31
NYAN,613,1739,Cell cycle/mitosis,1,9
NYAN,613,1739,Lipid/transport state,1,9
NYAN,219,976,PI3K/AKT/mTOR,1,15
NYAN,514,1709,Cell cycle/mitosis,1,14
NYAN,514,1709,Nuclear receptor/xenobiotic,1,14
NYAN,300,367,Lipid/transport state,1,21
NYAN,300,367,MAPK/RTK,1,21
NYAN,641,1269,Nuclear receptor/xenobiotic,2,29
NYAN,641,1269,PI3K/AKT/mTOR,2,29
NYAN,641,1269,Cell cycle/mitosis,1,29
NYAN,641,1269,Microtubule,1,29
NYAN,641,1269,Proteostasis,1,29
NYAN,51,178,Lipid/transport state,1,20
NYAN,187,1584,MAPK/RTK,2,19
NYAN,187,1584,DNA damage/repair,1,19
NYAN,187,1584,PI3K/AKT/mTOR,1,19
NYAN,436,454,Cell cycle/mitosis,2,32
NYAN,436,454,PI3K/AKT/mTOR,2,32
NYAN,436,454,DNA damage/repair,1,32
NYAN,33,1585,Cell cycle/mitosis,2,29
NYAN,33,1585,Epigenetic/chromatin,1,29
NYAN,33,1585,MAPK/RTK,1,29
NYAN,33,1585,Nuclear receptor/xenobiotic,1,29
NYAN,33,1585,PI3K/AKT/mTOR,1,29
NYAN,1382,1719,Cell cycle/mitosis,1,11
NYAN,1080,1763,Cell cycle/mitosis,2,30
NYAN,1080,1763,Lipid/transport state,1,30
NYAN,1080,1763,PI3K/AKT/mTOR,1,30
NYAN,1186,1739,Cell cycle/mitosis,1,23
NYAN,1186,1739,Lipid/transport state,1,23
NYAN,187,1637,Nuclear receptor/xenobiotic,2,13
NYAN,120,1067,Epigenetic/chromatin,1,8
NYAN,120,1067,MAPK/RTK,1,8
NYAN,379,1043,Nuclear receptor/xenobiotic,1,13
NYAN,841,1763,Cell cycle/mitosis,2,22
NYAN,816,1539,Cell cycle/mitosis,3,23
NYAN,816,1539,DNA damage/repair,1,23
NYAN,816,1539,Nuclear receptor/xenobiotic,1,23
NYAN,379,1597,Nuclear receptor/xenobiotic,3,14
NYAN,379,1597,DNA damage/repair,1,14
NYAN,1186,1486,Cell cycle/mitosis,3,30
NYAN,1186,1486,Nuclear receptor/xenobiotic,3,30
NYAN,1186,1486,MAPK/RTK,1,30
NYAN,1186,1486,PI3K/AKT/mTOR,1,30
NYAN,713,1186,Nuclear receptor/xenobiotic,3,19
NYAN,713,1186,Microtubule,1,19
NYAN,33,1189,Cell cycle/mitosis,2,25
NYAN,33,1189,PI3K/AKT/mTOR,2,25
NYAN,33,1189,Nuclear receptor/xenobiotic,1,25
NYAN,688,1104,Proteostasis,1,1
RDKit2D,481,586,Cell cycle/mitosis,2,22
RDKit2D,481,586,PI3K/AKT/mTOR,1,22
RDKit2D,688,717,Cell cycle/mitosis,3,13
RDKit2D,688,717,Nuclear receptor/xenobiotic,1,13
RDKit2D,334,1220,Cell cycle/mitosis,1,11
RDKit2D,334,1220,DNA damage/repair,1,11
RDKit2D,334,1220,Nuclear receptor/xenobiotic,1,11
RDKit2D,1285,1854,DNA damage/repair,1,27
RDKit2D,861,1330,Cell cycle/mitosis,1,17
RDKit2D,861,1330,Epigenetic/chromatin,1,17
RDKit2D,861,1330,Microtubule,1,17
RDKit2D,187,1186,Cell cycle/mitosis,3,25
RDKit2D,187,1186,MAPK/RTK,1,25
RDKit2D,187,1186,Microtubule,1,25
RDKit2D,187,1186,Nuclear receptor/xenobiotic,1,25
RDKit2D,187,1186,PI3K/AKT/mTOR,1,25
RDKit2D,1128,1169,Cell cycle/mitosis,1,15
RDKit2D,1128,1169,MAPK/RTK,1,15
RDKit2D,436,1716,Cell cycle/mitosis,2,41
RDKit2D,436,1716,PI3K/AKT/mTOR,2,41
RDKit2D,436,1716,DNA damage/repair,1,41
RDKit2D,33,1110,Epigenetic/chromatin,1,18
RDKit2D,633,1213,Nuclear receptor/xenobiotic,3,14
RDKit2D,633,1213,MAPK/RTK,2,14
RDKit2D,232,685,Cell cycle/mitosis,2,26
RDKit2D,232,685,Nuclear receptor/xenobiotic,2,26
RDKit2D,232,685,PI3K/AKT/mTOR,1,26
RDKit2D,191,1564,Cell cycle/mitosis,1,15
RDKit2D,33,309,Cell cycle/mitosis,1,24
RDKit2D,33,309,Epigenetic/chromatin,1,24
RDKit2D,33,309,MAPK/RTK,1,24
RDKit2D,613,1692,Cell cycle/mitosis,1,7
RDKit2D,1323,1649,Cell cycle/mitosis,3,25
RDKit2D,0,100,Cell cycle/mitosis,1,31
RDKit2D,0,100,DNA damage/repair,1,31
RDKit2D,94,302,Cell cycle/mitosis,1,23
RDKit2D,94,302,Lipid/transport state,1,23
RDKit2D,35,571,Nuclear receptor/xenobiotic,4,29
RDKit2D,1382,1719,Cell cycle/mitosis,1,11
RDKit2D,387,1763,Cell cycle/mitosis,1,25
RDKit2D,7,190,Lipid/transport state,1,23
RDKit2D,7,190,Nuclear receptor/xenobiotic,1,23
RDKit2D,13,586,Cell cycle/mitosis,2,24
RDKit2D,13,586,PI3K/AKT/mTOR,1,24
RDKit2D,336,878,Cell cycle/mitosis,2,18
RDKit2D,336,878,Microtubule,1,18
RDKit2D,33,1186,Cell cycle/mitosis,3,30
RDKit2D,33,1186,Epigenetic/chromatin,1,30
RDKit2D,33,1186,MAPK/RTK,1,30
RDKit2D,33,1186,Microtubule,1,30
RDKit2D,33,1186,Nuclear receptor/xenobiotic,1,30
RDKit2D,33,1186,PI3K/AKT/mTOR,1,30
RDKit2D,33,449,Cell cycle/mitosis,1,20
RDKit2D,33,449,Microtubule,1,20
RDKit2D,33,449,Nuclear receptor/xenobiotic,1,20
RDKit2D,33,449,PI3K/AKT/mTOR,1,20
RDKit2D,841,1080,Cell cycle/mitosis,2,24
RDKit2D,841,1080,Nuclear receptor/xenobiotic,2,24
RDKit2D,841,1080,MAPK/RTK,1,24
RDKit2D,232,1004,Cell cycle/mitosis,2,17
RDKit2D,232,1004,MAPK/RTK,1,17
RDKit2D,232,1004,Nuclear receptor/xenobiotic,1,17
RDKit2D,232,1004,PI3K/AKT/mTOR,1,17
RDKit2D,1425,1707,Cell cycle/mitosis,1,7
RDKit2D,226,908,Nuclear receptor/xenobiotic,2,15
RDKit2D,11,820,Cell cycle/mitosis,2,21
RDKit2D,11,820,Nuclear receptor/xenobiotic,2,21
RDKit2D,11,820,PI3K/AKT/mTOR,2,21
RDKit2D,385,1828,MAPK/RTK,2,30
RDKit2D,385,1828,Nuclear receptor/xenobiotic,2,30
RDKit2D,385,1828,DNA damage/repair,1,30
RDKit2D,387,1080,Nuclear receptor/xenobiotic,2,30
RDKit2D,387,1080,Cell cycle/mitosis,1,30
RDKit2D,387,1080,DNA damage/repair,1,30
RDKit2D,387,1080,MAPK/RTK,1,30
RDKit2D,120,1186,Cell cycle/mitosis,1,30
RDKit2D,120,1186,Epigenetic/chromatin,1,30
RDKit2D,120,1186,MAPK/RTK,1,30
RDKit2D,120,1186,Microtubule,1,30
RDKit2D,120,1186,Nuclear receptor/xenobiotic,1,30
RDKit2D,841,1739,Cell cycle/mitosis,1,20
RDKit2D,841,1739,PI3K/AKT/mTOR,1,20
RDKit2D,334,1128,Cell cycle/mitosis,1,7
RDKit2D,116,1486,Cell cycle/mitosis,2,35
RDKit2D,116,1486,Nuclear receptor/xenobiotic,2,35
RDKit2D,116,1486,DNA damage/repair,1,35
RDKit2D,116,1486,MAPK/RTK,1,35
RDKit2D,116,1486,PI3K/AKT/mTOR,1,35
RDKit2D,358,481,Microtubule,1,27
RDKit2D,358,481,PI3K/AKT/mTOR,1,27
RDKit2D,762,1846,Cell cycle/mitosis,1,20
RDKit2D,762,1846,PI3K/AKT/mTOR,1,20
RDKit2D,528,1238,Cell cycle/mitosis,2,27
RDKit2D,865,1119,Nuclear receptor/xenobiotic,2,19
RDKit2D,461,1437,Lipid/transport state,1,32
RDKit2D,461,1437,MAPK/RTK,1,32
RDKit2D,436,976,Cell cycle/mitosis,2,35
RDKit2D,436,976,PI3K/AKT/mTOR,2,35
RDKit2D,886,976,MAPK/RTK,1,19
RDKit2D,886,976,Nuclear receptor/xenobiotic,1,19
RDKit2D,586,1235,Cell cycle/mitosis,1,16
RDKit2D,586,1235,Nuclear receptor/xenobiotic,1,16
RDKit2D,586,1235,PI3K/AKT/mTOR,1,16
RDKit2D,156,232,Nuclear receptor/xenobiotic,1,16
RDKit2D,51,232,Cell cycle/mitosis,1,36
RDKit2D,51,232,Lipid/transport state,1,36
RDKit2D,51,232,MAPK/RTK,1,36
RDKit2D,87,844,Nuclear receptor/xenobiotic,2,26
RDKit2D,87,844,Epigenetic/chromatin,1,26
RDKit2D,87,844,PI3K/AKT/mTOR,1,26
RDKit2D,232,1220,Cell cycle/mitosis,3,35
RDKit2D,232,1220,Lipid/transport state,1,35
RDKit2D,232,1220,MAPK/RTK,1,35
RDKit2D,232,1220,Nuclear receptor/xenobiotic,1,35
RDKit2D,232,1220,PI3K/AKT/mTOR,1,35
RDKit2D,99,439,Cell cycle/mitosis,3,28
RDKit2D,99,439,MAPK/RTK,3,28
RDKit2D,99,439,Microtubule,1,28
RDKit2D,99,439,PI3K/AKT/mTOR,1,28
RDKit2D,273,1080,Cell cycle/mitosis,1,27
RDKit2D,273,1080,PI3K/AKT/mTOR,1,27
RDKit2D,1076,1081,Nuclear receptor/xenobiotic,1,9
RDKit2D,436,1189,Cell cycle/mitosis,2,25
RDKit2D,436,1189,PI3K/AKT/mTOR,2,25
RDKit2D,171,367,Nuclear receptor/xenobiotic,2,26
RDKit2D,171,367,Lipid/transport state,1,26
RDKit2D,688,1709,Cell cycle/mitosis,1,24
RDKit2D,688,1709,Nuclear receptor/xenobiotic,1,24
RDKit2D,688,1709,Proteostasis,1,24
RDKit2D,534,570,Cell cycle/mitosis,1,19
RDKit2D,534,570,Epigenetic/chromatin,1,19
RDKit2D,534,570,Nuclear receptor/xenobiotic,1,19
RDKit2D,116,1584,DNA damage/repair,1,22
RDKit2D,116,1584,MAPK/RTK,1,22
RDKit2D,116,1584,PI3K/AKT/mTOR,1,22
RDKit2D,673,1235,DNA damage/repair,1,15
RDKit2D,673,1235,Nuclear receptor/xenobiotic,1,15
RDKit2D,673,1235,PI3K/AKT/mTOR,1,15
RDKit2D,1043,1241,Nuclear receptor/xenobiotic,1,6
RDKit2D,514,1186,Cell cycle/mitosis,2,19
RDKit2D,514,1186,Nuclear receptor/xenobiotic,1,19
RDKit2D,1043,1186,Lipid/transport state,1,19
RDKit2D,1043,1186,Nuclear receptor/xenobiotic,1,19
RDKit2D,1043,1186,PI3K/AKT/mTOR,1,19
RDKit2D,1649,1763,Cell cycle/mitosis,2,29
RDKit2D,1649,1763,MAPK/RTK,1,29
RDKit2D,1649,1763,Proteostasis,1,29
RDKit2D,841,1486,Cell cycle/mitosis,3,29
RDKit2D,841,1486,Nuclear receptor/xenobiotic,2,29
RDKit2D,841,1486,MAPK/RTK,1,29
RDKit2D,841,1486,PI3K/AKT/mTOR,1,29
RDKit2D,350,1047,Nuclear receptor/xenobiotic,3,26
RDKit2D,350,1047,Cell cycle/mitosis,1,26
RDKit2D,350,1047,Lipid/transport state,1,26
RDKit2D,350,1047,MAPK/RTK,1,26
RDKit2D,226,358,Cell cycle/mitosis,1,15
RDKit2D,35,1236,Nuclear receptor/xenobiotic,5,30
RDKit2D,35,1236,Cell cycle/mitosis,1,30
RDKit2D,232,1196,Cell cycle/mitosis,1,26
RDKit2D,232,1196,MAPK/RTK,1,26
RDKit2D,232,1196,PI3K/AKT/mTOR,1,26
RDKit2D,94,586,Cell cycle/mitosis,3,32
RDKit2D,94,586,Nuclear receptor/xenobiotic,2,32
RDKit2D,94,586,MAPK/RTK,1,32
RDKit2D,94,586,PI3K/AKT/mTOR,1,32
RDKit2D,87,100,Nuclear receptor/xenobiotic,1,19
RDKit2D,1047,1707,Cell cycle/mitosis,3,32
RDKit2D,1047,1707,Nuclear receptor/xenobiotic,2,32
RDKit2D,1047,1707,Lipid/transport state,1,32
RDKit2D,1047,1707,MAPK/RTK,1,32
RDKit2D,1047,1707,PI3K/AKT/mTOR,1,32
RDKit2D,87,1420,MAPK/RTK,1,22
RDKit2D,87,1420,Nuclear receptor/xenobiotic,1,22
RDKit2D,87,1420,PI3K/AKT/mTOR,1,22
RDKit2D,171,1211,DNA damage/repair,1,23
RDKit2D,1226,1235,Cell cycle/mitosis,1,20
RDKit2D,1226,1235,Nuclear receptor/xenobiotic,1,20
RDKit2D,1226,1235,PI3K/AKT/mTOR,1,20
RDKit2D,195,562,Cell cycle/mitosis,1,12
RDKit2D,195,562,DNA damage/repair,1,12
RDKit2D,195,562,Microtubule,1,12
RDKit2D,174,1445,MAPK/RTK,1,3
RDKit2D,1069,1181,DNA damage/repair,1,18
RDKit2D,673,865,Nuclear receptor/xenobiotic,2,20
RDKit2D,232,673,Cell cycle/mitosis,1,21
RDKit2D,232,673,Nuclear receptor/xenobiotic,1,21
RDKit2D,673,1196,Cell cycle/mitosis,2,26
RDKit2D,673,1196,DNA damage/repair,1,26
RDKit2D,673,1196,Nuclear receptor/xenobiotic,1,26
RDKit2D,673,1196,PI3K/AKT/mTOR,1,26
RDKit2D,592,1185,Cell cycle/mitosis,1,12
RDKit2D,592,1185,Nuclear receptor/xenobiotic,1,12
RDKit2D,841,1835,Nuclear receptor/xenobiotic,1,15
RDKit2D,334,1598,Nuclear receptor/xenobiotic,1,5
RDKit2D,283,627,Cell cycle/mitosis,2,18
RDKit2D,283,627,DNA damage/repair,1,18
RDKit2D,283,627,Microtubule,1,18
RDKit2D,283,627,PI3K/AKT/mTOR,1,18
RDKit2D,1210,1328,DNA damage/repair,1,6
RDKit2D,33,806,Cell cycle/mitosis,1,15
RDKit2D,33,806,MAPK/RTK,1,15
RDKit2D,33,806,Nuclear receptor/xenobiotic,1,15
RDKit2D,958,1169,Cell cycle/mitosis,1,13
RDKit2D,958,1169,DNA damage/repair,1,13
RDKit2D,529,1315,MAPK/RTK,1,7
RDKit2D,460,632,Lipid/transport state,3,14
RDKit2D,460,632,Cell cycle/mitosis,1,14
RDKit2D,1043,1220,Lipid/transport state,1,22
RDKit2D,1043,1220,PI3K/AKT/mTOR,1,22
RDKit2D,1236,1649,Cell cycle/mitosis,1,21
RDKit2D,1236,1649,MAPK/RTK,1,21
RDKit2D,100,1647,Cell cycle/mitosis,2,28
RDKit2D,841,1081,Nuclear receptor/xenobiotic,4,29
RDKit2D,841,1081,Cell cycle/mitosis,2,29
RDKit2D,841,1081,DNA damage/repair,1,29
RDKit2D,592,865,Nuclear receptor/xenobiotic,1,17
RDKit2D,1186,1585,Cell cycle/mitosis,2,29
RDKit2D,1186,1585,Epigenetic/chromatin,1,29
RDKit2D,1186,1585,MAPK/RTK,1,29
RDKit2D,1186,1585,Nuclear receptor/xenobiotic,1,29
RDKit2D,1186,1585,PI3K/AKT/mTOR,1,29
RDKit2D,232,1382,Cell cycle/mitosis,2,25
RDKit2D,1214,1277,Epigenetic/chromatin,1,19
RDKit2D,1214,1277,MAPK/RTK,1,19
RDKit2D,116,1043,PI3K/AKT/mTOR,1,21
RDKit2D,232,334,Nuclear receptor/xenobiotic,3,9
RDKit2D,232,334,Cell cycle/mitosis,1,9
RDKit2D,33,358,Epigenetic/chromatin,1,30
RDKit2D,33,358,Microtubule,1,30
RDKit2D,33,358,PI3K/AKT/mTOR,1,30
RDKit2D,116,336,DNA damage/repair,2,25
RDKit2D,116,336,Cell cycle/mitosis,1,25
RDKit2D,116,336,PI3K/AKT/mTOR,1,25
RDKit2D,762,1420,Cell cycle/mitosis,1,30
RDKit2D,762,1420,MAPK/RTK,1,30
RDKit2D,762,1420,PI3K/AKT/mTOR,1,30
RDKit2D,178,613,Lipid/transport state,1,13
RDKit2D,1486,1719,Nuclear receptor/xenobiotic,3,16
RDKit2D,1486,1719,Cell cycle/mitosis,2,16
RDKit2D,1486,1719,MAPK/RTK,1,16
RDKit2D,227,1189,Cell cycle/mitosis,2,29
RDKit2D,227,1189,PI3K/AKT/mTOR,2,29
RDKit2D,1043,1389,Lipid/transport state,1,23
RDKit2D,1043,1389,Nuclear receptor/xenobiotic,1,23
RDKit2D,1043,1389,PI3K/AKT/mTOR,1,23
RDKit2D,1169,1739,Cell cycle/mitosis,2,8
RDKit2D,33,1585,Cell cycle/mitosis,2,29
RDKit2D,33,1585,Epigenetic/chromatin,1,29
RDKit2D,33,1585,MAPK/RTK,1,29
RDKit2D,33,1585,Nuclear receptor/xenobiotic,1,29
RDKit2D,33,1585,PI3K/AKT/mTOR,1,29
RDKit2D,816,1181,Cell cycle/mitosis,1,15
RDKit2D,816,1181,DNA damage/repair,1,15
RDKit2D,816,1181,Epigenetic/chromatin,1,15
RDKit2D,816,1181,Nuclear receptor/xenobiotic,1,15
RDKit2D,820,1805,Cell cycle/mitosis,1,8
RDKit2D,83,673,Cell cycle/mitosis,2,32
RDKit2D,83,673,DNA damage/repair,1,32
RDKit2D,83,673,Nuclear receptor/xenobiotic,1,32
RDKit2D,83,673,PI3K/AKT/mTOR,1,32
RDKit2D,673,958,DNA damage/repair,2,26
RDKit2D,673,958,Cell cycle/mitosis,1,26
RDKit2D,673,958,Nuclear receptor/xenobiotic,1,26
RDKit2D,200,235,Cell cycle/mitosis,3,29
RDKit2D,200,235,Nuclear receptor/xenobiotic,3,29
RDKit2D,200,235,PI3K/AKT/mTOR,1,29
RDKit2D,35,232,Nuclear receptor/xenobiotic,4,34
RDKit2D,35,232,Cell cycle/mitosis,1,34
RDKit2D,673,1486,Cell cycle/mitosis,2,29
RDKit2D,673,1486,Nuclear receptor/xenobiotic,2,29
RDKit2D,673,1486,DNA damage/repair,1,29
RDKit2D,673,1486,PI3K/AKT/mTOR,1,29
RDKit2D,187,450,Cell cycle/mitosis,4,32
RDKit2D,187,450,DNA damage/repair,2,32
RDKit2D,187,450,Microtubule,1,32
RDKit2D,187,450,Nuclear receptor/xenobiotic,1,32
RDKit2D,187,450,PI3K/AKT/mTOR,1,32
RDKit2D,479,571,Nuclear receptor/xenobiotic,5,37
RDKit2D,479,571,Cell cycle/mitosis,2,37
RDKit2D,479,571,PI3K/AKT/mTOR,1,37
RDKit2D,302,1739,Lipid/transport state,1,23
RDKit2D,303,672,Cell cycle/mitosis,1,34
RDKit2D,303,672,Epigenetic/chromatin,1,34
RDKit2D,303,672,MAPK/RTK,1,34
RDKit2D,303,672,Nuclear receptor/xenobiotic,1,34
RDKit2D,303,672,PI3K/AKT/mTOR,1,34
RDKit2D,1080,1323,Cell cycle/mitosis,2,35
RDKit2D,1080,1323,Nuclear receptor/xenobiotic,2,35
RDKit2D,1080,1323,DNA damage/repair,1,35
RDKit2D,1080,1323,MAPK/RTK,1,35
RDKit2D,1080,1323,PI3K/AKT/mTOR,1,35
RDKit2D,314,1236,Cell cycle/mitosis,1,5
RDKit2D,314,1236,Nuclear receptor/xenobiotic,1,5
RDKit2D,232,1486,Nuclear receptor/xenobiotic,4,37
RDKit2D,232,1486,Cell cycle/mitosis,3,37
RDKit2D,232,1486,MAPK/RTK,1,37
RDKit2D,232,1486,PI3K/AKT/mTOR,1,37
RDKit2D,120,309,MAPK/RTK,2,30
RDKit2D,120,309,Cell cycle/mitosis,1,30
RDKit2D,120,309,Epigenetic/chromatin,1,30
RDKit2D,120,309,Nuclear receptor/xenobiotic,1,30
RDKit2D,1119,1539,Cell cycle/mitosis,3,33
RDKit2D,1119,1539,Nuclear receptor/xenobiotic,2,33
