method,pair_a,pair_b,mechanism_category,shared_gene_count,pair_shared_genes
CGP-Align,387,1719,Nuclear receptor/xenobiotic,2,20
CGP-Align,387,1719,MAPK/RTK,1,20
CGP-Align,681,841,Cell cycle/mitosis,3,31
CGP-Align,681,841,MAPK/RTK,2,31
CGP-Align,681,841,Nuclear receptor/xenobiotic,2,31
CGP-Align,681,841,PI3K/AKT/mTOR,1,31
CGP-Align,387,534,Nuclear receptor/xenobiotic,2,23
CGP-Align,387,534,Cell cycle/mitosis,1,23
CGP-Align,387,534,Epigenetic/chromatin,1,23
CGP-Align,673,942,Cell cycle/mitosis,2,27
CGP-Align,673,942,Nuclear receptor/xenobiotic,2,27
CGP-Align,673,942,DNA damage/repair,1,27
CGP-Align,470,1241,Cell cycle/mitosis,1,14
CGP-Align,470,1241,DNA damage/repair,1,14
CGP-Align,470,1241,Microtubule,1,14
CGP-Align,83,116,Cell cycle/mitosis,2,28
CGP-Align,83,116,DNA damage/repair,1,28
CGP-Align,83,116,Microtubule,1,28
CGP-Align,83,116,Nuclear receptor/xenobiotic,1,28
CGP-Align,232,1080,Nuclear receptor/xenobiotic,3,36
CGP-Align,232,1080,Cell cycle/mitosis,1,36
CGP-Align,232,1080,Lipid/transport state,1,36
CGP-Align,232,1080,MAPK/RTK,1,36
CGP-Align,232,1080,PI3K/AKT/mTOR,1,36
CGP-Align,816,1854,DNA damage/repair,1,12
CGP-Align,958,1189,Cell cycle/mitosis,2,33
CGP-Align,958,1189,Nuclear receptor/xenobiotic,1,33
CGP-Align,116,1486,Cell cycle/mitosis,2,35
CGP-Align,116,1486,Nuclear receptor/xenobiotic,2,35
CGP-Align,116,1486,DNA damage/repair,1,35
CGP-Align,116,1486,MAPK/RTK,1,35
CGP-Align,116,1486,PI3K/AKT/mTOR,1,35
CGP-Align,397,1047,Cell cycle/mitosis,3,26
CGP-Align,397,1047,Nuclear receptor/xenobiotic,2,26
CGP-Align,397,1047,MAPK/RTK,1,26
CGP-Align,387,1486,Cell cycle/mitosis,2,34
CGP-Align,387,1486,Nuclear receptor/xenobiotic,2,34
CGP-Align,387,1486,DNA damage/repair,1,34
CGP-Align,387,1486,MAPK/RTK,1,34
CGP-Align,205,1553,Nuclear receptor/xenobiotic,2,20
CGP-Align,205,1553,Cell cycle/mitosis,1,20
CGP-Align,205,1553,DNA damage/repair,1,20
CGP-Align,205,1553,Proteostasis,1,20
CGP-Align,546,1842,MAPK/RTK,1,19
CGP-Align,546,1842,Proteostasis,1,19
CGP-Align,227,1401,Cell cycle/mitosis,2,36
CGP-Align,227,1401,DNA damage/repair,2,36
CGP-Align,227,1401,PI3K/AKT/mTOR,2,36
CGP-Align,195,1315,Microtubule,1,6
CGP-Align,816,1119,Cell cycle/mitosis,3,31
CGP-Align,816,1119,Nuclear receptor/xenobiotic,2,31
CGP-Align,816,1119,DNA damage/repair,1,31
CGP-Align,912,945,Nuclear receptor/xenobiotic,1,27
CGP-Align,1196,1486,Cell cycle/mitosis,2,35
CGP-Align,1196,1486,PI3K/AKT/mTOR,2,35
CGP-Align,1196,1486,DNA damage/repair,1,35
CGP-Align,1196,1486,MAPK/RTK,1,35
CGP-Align,1196,1486,Nuclear receptor/xenobiotic,1,35
CGP-Align,87,1670,Nuclear receptor/xenobiotic,2,27
CGP-Align,87,1670,Epigenetic/chromatin,1,27
CGP-Align,87,1670,MAPK/RTK,1,27
CGP-Align,1001,1828,Nuclear receptor/xenobiotic,1,24
CGP-Align,816,865,Nuclear receptor/xenobiotic,1,17
CGP-Align,479,571,Nuclear receptor/xenobiotic,5,37
CGP-Align,479,571,Cell cycle/mitosis,2,37
CGP-Align,479,571,PI3K/AKT/mTOR,1,37
CGP-Align,976,1269,PI3K/AKT/mTOR,2,26
CGP-Align,976,1269,Cell cycle/mitosis,1,26
CGP-Align,976,1269,DNA damage/repair,1,26
CGP-Align,976,1269,Proteostasis,1,26
CGP-Align,436,976,Cell cycle/mitosis,2,35
CGP-Align,436,976,PI3K/AKT/mTOR,2,35
CGP-Align,92,449,Cell cycle/mitosis,1,22
CGP-Align,92,449,Microtubule,1,22
CGP-Align,92,449,PI3K/AKT/mTOR,1,22
CGP-Align,592,816,Cell cycle/mitosis,2,22
CGP-Align,592,816,Nuclear receptor/xenobiotic,2,22
CGP-Align,592,816,DNA damage/repair,1,22
CGP-Align,273,1323,Cell cycle/mitosis,2,29
CGP-Align,273,1323,PI3K/AKT/mTOR,1,29
CGP-Align,499,1060,DNA damage/repair,2,11
CGP-Align,499,1060,Microtubule,1,11
CGP-Align,580,1339,Nuclear receptor/xenobiotic,2,10
CGP-Align,580,1339,Cell cycle/mitosis,1,10
CGP-Align,580,1339,Lipid/transport state,1,10
CGP-Align,1300,1394,Cell cycle/mitosis,1,9
CGP-Align,1300,1394,DNA damage/repair,1,9
CGP-Align,1300,1394,Microtubule,1,9
CGP-Align,195,205,Cell cycle/mitosis,2,21
CGP-Align,195,205,Proteostasis,2,21
CGP-Align,195,205,DNA damage/repair,1,21
CGP-Align,195,205,Microtubule,1,21
CGP-Align,195,205,Nuclear receptor/xenobiotic,1,21
CGP-Align,681,1081,Nuclear receptor/xenobiotic,3,24
CGP-Align,681,1081,Cell cycle/mitosis,2,24
CGP-Align,83,794,Cell cycle/mitosis,2,21
CGP-Align,83,794,DNA damage/repair,1,21
CGP-Align,83,794,Nuclear receptor/xenobiotic,1,21
CGP-Align,83,794,PI3K/AKT/mTOR,1,21
CGP-Align,470,1300,Cell cycle/mitosis,1,14
CGP-Align,470,1300,DNA damage/repair,1,14
CGP-Align,470,1300,Microtubule,1,14
CGP-Align,1596,1697,Cell cycle/mitosis,2,31
CGP-Align,1596,1697,Lipid/transport state,1,31
CGP-Align,1596,1697,PI3K/AKT/mTOR,1,31
CGP-Align,1189,1637,Cell cycle/mitosis,1,26
CGP-Align,1189,1637,Nuclear receptor/xenobiotic,1,26
CGP-Align,470,942,DNA damage/repair,1,15
CGP-Align,470,942,Nuclear receptor/xenobiotic,1,15
CGP-Align,816,1709,Cell cycle/mitosis,1,21
CGP-Align,816,1709,Nuclear receptor/xenobiotic,1,21
CGP-Align,200,1047,Nuclear receptor/xenobiotic,3,26
CGP-Align,200,1047,Cell cycle/mitosis,2,26
CGP-Align,200,1047,PI3K/AKT/mTOR,1,26
CGP-Align,51,309,Cell cycle/mitosis,1,35
CGP-Align,51,309,MAPK/RTK,1,35
CGP-Align,0,1401,PI3K/AKT/mTOR,2,31
CGP-Align,0,1401,Cell cycle/mitosis,1,31
CGP-Align,0,1401,DNA damage/repair,1,31
CGP-Align,514,673,Cell cycle/mitosis,2,27
CGP-Align,514,673,DNA damage/repair,2,27
CGP-Align,514,673,Nuclear receptor/xenobiotic,1,27
CGP-Align,187,1196,Cell cycle/mitosis,2,29
CGP-Align,187,1196,DNA damage/repair,1,29
CGP-Align,187,1196,MAPK/RTK,1,29
CGP-Align,187,1196,Nuclear receptor/xenobiotic,1,29
CGP-Align,187,1196,PI3K/AKT/mTOR,1,29
CGP-Align,861,1330,Cell cycle/mitosis,1,17
CGP-Align,861,1330,Epigenetic/chromatin,1,17
CGP-Align,861,1330,Microtubule,1,17
CGP-Align,94,249,Nuclear receptor/xenobiotic,2,28
CGP-Align,94,249,Lipid/transport state,1,28
CGP-Align,94,249,MAPK/RTK,1,28
CGP-Align,94,249,PI3K/AKT/mTOR,1,28
CGP-Align,1011,1269,PI3K/AKT/mTOR,2,23
CGP-Align,1011,1269,Cell cycle/mitosis,1,23
CGP-Align,1011,1269,Microtubule,1,23
CGP-Align,50,1627,DNA damage/repair,2,20
CGP-Align,1649,1719,Cell cycle/mitosis,2,15
CGP-Align,534,1081,Nuclear receptor/xenobiotic,2,24
CGP-Align,534,1081,Cell cycle/mitosis,1,24
CGP-Align,0,881,PI3K/AKT/mTOR,2,31
CGP-Align,0,881,Cell cycle/mitosis,1,31
CGP-Align,0,881,Lipid/transport state,1,31
CGP-Align,636,641,PI3K/AKT/mTOR,2,27
CGP-Align,636,641,Cell cycle/mitosis,1,27
CGP-Align,636,641,Proteostasis,1,27
CGP-Align,1209,1542,Nuclear receptor/xenobiotic,4,7
CGP-Align,1226,1503,Cell cycle/mitosis,2,31
CGP-Align,1226,1503,MAPK/RTK,2,31
CGP-Align,1226,1503,Nuclear receptor/xenobiotic,1,31
CGP-Align,1226,1503,PI3K/AKT/mTOR,1,31
CGP-Align,171,1211,DNA damage/repair,1,23
CGP-Align,1110,1854,DNA damage/repair,1,21
CGP-Align,1110,1854,Epigenetic/chromatin,1,21
CGP-Align,1110,1854,Nuclear receptor/xenobiotic,1,21
CGP-Align,1079,1236,Nuclear receptor/xenobiotic,3,30
CGP-Align,1079,1236,MAPK/RTK,2,30
CGP-Align,1079,1236,Cell cycle/mitosis,1,30
CGP-Align,1079,1236,PI3K/AKT/mTOR,1,30
CGP-Align,35,387,Nuclear receptor/xenobiotic,2,27
CGP-Align,94,1073,Cell cycle/mitosis,2,32
CGP-Align,94,1073,Lipid/transport state,1,32
CGP-Align,94,1073,MAPK/RTK,1,32
CGP-Align,94,1073,PI3K/AKT/mTOR,1,32
CGP-Align,31,1787,Nuclear receptor/xenobiotic,3,25
CGP-Align,31,1787,MAPK/RTK,1,25
CGP-Align,685,1835,Cell cycle/mitosis,3,21
CGP-Align,685,1835,Nuclear receptor/xenobiotic,1,21
CGP-Align,116,685,Nuclear receptor/xenobiotic,2,23
CGP-Align,116,685,Microtubule,1,23
CGP-Align,116,685,PI3K/AKT/mTOR,1,23
CGP-Align,94,398,Cell cycle/mitosis,1,26
CGP-Align,94,398,DNA damage/repair,1,26
CGP-Align,94,398,Lipid/transport state,1,26
CGP-Align,94,398,Nuclear receptor/xenobiotic,1,26
CGP-Align,94,398,PI3K/AKT/mTOR,1,26
CGP-Align,309,1189,Cell cycle/mitosis,3,34
CGP-Align,0,1235,PI3K/AKT/mTOR,2,19
CGP-Align,227,528,Cell cycle/mitosis,2,35
CGP-Align,227,528,PI3K/AKT/mTOR,2,35
CGP-Align,227,528,DNA damage/repair,1,35
CGP-Align,529,1315,MAPK/RTK,1,7
CGP-Align,436,787,Cell cycle/mitosis,2,37
CGP-Align,436,787,PI3K/AKT/mTOR,2,37
CGP-Align,436,787,DNA damage/repair,1,37
CGP-Align,450,1220,Cell cycle/mitosis,2,25
CGP-Align,450,1220,DNA damage/repair,1,25
CGP-Align,450,1220,Microtubule,1,25
CGP-Align,450,1220,PI3K/AKT/mTOR,1,25
CGP-Align,1460,1637,Cell cycle/mitosis,1,13
CGP-Align,1060,1300,Cell cycle/mitosis,1,14
CGP-Align,1060,1300,DNA damage/repair,1,14
CGP-Align,1060,1300,Microtubule,1,14
CGP-Align,1181,1428,Cell cycle/mitosis,1,18
CGP-Align,1181,1428,Lipid/transport state,1,18
CGP-Align,1181,1428,Nuclear receptor/xenobiotic,1,18
CGP-Align,1236,1486,Nuclear receptor/xenobiotic,4,33
CGP-Align,1236,1486,Cell cycle/mitosis,3,33
CGP-Align,1236,1486,DNA damage/repair,1,33
CGP-Align,1236,1486,MAPK/RTK,1,33
CGP-Align,1236,1486,PI3K/AKT/mTOR,1,33
CGP-Align,99,439,Cell cycle/mitosis,3,28
CGP-Align,99,439,MAPK/RTK,3,28
CGP-Align,99,439,Microtubule,1,28
CGP-Align,99,439,PI3K/AKT/mTOR,1,28
CGP-Align,51,120,Cell cycle/mitosis,1,31
CGP-Align,51,120,MAPK/RTK,1,31
CGP-Align,592,942,Cell cycle/mitosis,2,20
CGP-Align,592,942,DNA damage/repair,1,20
CGP-Align,592,942,Nuclear receptor/xenobiotic,1,20
CGP-Align,794,958,DNA damage/repair,2,21
CGP-Align,794,958,MAPK/RTK,2,21
CGP-Align,794,958,Microtubule,1,21
CGP-Align,806,1394,Nuclear receptor/xenobiotic,4,11
CGP-Align,806,1394,Lipid/transport state,1,11
CGP-Align,806,1394,Microtubule,1,11
CGP-Align,385,546,MAPK/RTK,1,16
CGP-Align,385,546,Nuclear receptor/xenobiotic,1,16
CGP-Align,77,555,Cell cycle/mitosis,1,12
CGP-Align,77,555,Proteostasis,1,12
CGP-Align,1238,1649,Cell cycle/mitosis,2,38
CGP-Align,1238,1649,MAPK/RTK,1,38
CGP-Align,1238,1649,Nuclear receptor/xenobiotic,1,38
CGP-Align,1238,1649,Proteostasis,1,38
CGP-Align,528,1382,Cell cycle/mitosis,3,27
CGP-Align,528,1382,DNA damage/repair,1,27
CGP-Align,685,1186,Cell cycle/mitosis,6,33
CGP-Align,685,1186,Nuclear receptor/xenobiotic,3,33
CGP-Align,685,1186,PI3K/AKT/mTOR,1,33
CGP-Align,1299,1649,Cell cycle/mitosis,1,27
CGP-Align,1299,1649,MAPK/RTK,1,27
CGP-Align,1299,1649,Proteostasis,1,27
CGP-Align,51,302,Cell cycle/mitosis,1,33
CGP-Align,51,302,Lipid/transport state,1,33
CGP-Align,0,94,Cell cycle/mitosis,2,35
CGP-Align,0,94,DNA damage/repair,1,35
CGP-Align,0,94,Lipid/transport state,1,35
CGP-Align,0,94,PI3K/AKT/mTOR,1,35
CGP-Align,688,1754,Nuclear receptor/xenobiotic,2,17
CGP-Align,688,1754,Cell cycle/mitosis,1,17
CGP-Align,688,1754,MAPK/RTK,1,17
CGP-Align,688,1754,Proteostasis,1,17
CGP-Align,1119,1709,Cell cycle/mitosis,1,23
CGP-Align,1119,1709,Nuclear receptor/xenobiotic,1,23
CGP-Align,592,1185,Cell cycle/mitosis,1,12
CGP-Align,592,1185,Nuclear receptor/xenobiotic,1,12
CGP-Align,794,1553,Cell cycle/mitosis,1,18
CGP-Align,794,1553,DNA damage/repair,1,18
CGP-Align,794,1553,Nuclear receptor/xenobiotic,1,18
CGP-Align,794,1553,PI3K/AKT/mTOR,1,18
CGP-Align,794,1553,Proteostasis,1,18
CGP-Align,592,865,Nuclear receptor/xenobiotic,1,17
CGP-Align,1641,1839,Nuclear receptor/xenobiotic,1,11
CGP-Align,436,1539,Cell cycle/mitosis,2,35
CGP-Align,436,1539,PI3K/AKT/mTOR,2,35
CGP-Align,436,1539,DNA damage/repair,1,35
CGP-Align,33,449,Cell cycle/mitosis,1,20
CGP-Align,33,449,Microtubule,1,20
CGP-Align,33,449,Nuclear receptor/xenobiotic,1,20
CGP-Align,33,449,PI3K/AKT/mTOR,1,20
CGP-Align,688,1709,Cell cycle/mitosis,1,24
CGP-Align,688,1709,Nuclear receptor/xenobiotic,1,24
CGP-Align,688,1709,Proteostasis,1,24
CGP-Align,1079,1781,Epigenetic/chromatin,1,30
CGP-Align,1079,1781,Nuclear receptor/xenobiotic,1,30
CGP-Align,934,1670,Lipid/transport state,1,25
CGP-Align,470,1692,DNA damage/repair,2,11
CGP-Align,470,1692,Nuclear receptor/xenobiotic,2,11
CGP-Align,1080,1585,Cell cycle/mitosis,2,33
CGP-Align,1080,1585,Nuclear receptor/xenobiotic,2,33
CGP-Align,1080,1585,MAPK/RTK,1,33
CGP-Align,1080,1585,PI3K/AKT/mTOR,1,33
CGP-Align,717,1119,Cell cycle/mitosis,3,21
CGP-Align,717,1119,Nuclear receptor/xenobiotic,2,21
CGP-Align,717,1119,DNA damage/repair,1,21
CGP-Align,105,227,Cell cycle/mitosis,2,34
CGP-Align,105,227,DNA damage/repair,1,34
CGP-Align,105,227,PI3K/AKT/mTOR,1,34
CGP-Align,334,1707,Cell cycle/mitosis,3,16
CGP-Align,334,1707,Nuclear receptor/xenobiotic,3,16
CGP-Align,334,1707,DNA damage/repair,1,16
CGP-Align,200,265,Nuclear receptor/xenobiotic,4,29
CGP-Align,200,265,Cell cycle/mitosis,2,29
CGP-Align,200,265,MAPK/RTK,1,29
CGP-Align,200,265,PI3K/AKT/mTOR,1,29
CGP-Align,33,1585,Cell cycle/mitosis,2,29
CGP-Align,33,1585,Epigenetic/chromatin,1,29
CGP-Align,33,1585,MAPK/RTK,1,29
CGP-Align,33,1585,Nuclear receptor/xenobiotic,1,29
CGP-Align,33,1585,PI3K/AKT/mTOR,1,29
CGP-Align,99,421,Cell cycle/mitosis,2,28
CGP-Align,99,421,MAPK/RTK,2,28
CGP-Align,99,421,DNA damage/repair,1,28
CGP-Align,99,421,PI3K/AKT/mTOR,1,28
CGP-Align,1527,1697,Cell cycle/mitosis,3,38
CGP-Align,1527,1697,Lipid/transport state,1,38
CGP-Align,1527,1697,PI3K/AKT/mTOR,1,38
CGP-Align,33,1196,Cell cycle/mitosis,3,29
CGP-Align,33,1196,PI3K/AKT/mTOR,2,29
CGP-Align,33,1196,MAPK/RTK,1,29
CGP-Align,33,1196,Nuclear receptor/xenobiotic,1,29
CGP-Align,1238,1637,Cell cycle/mitosis,1,25
CGP-Align,1220,1835,Cell cycle/mitosis,1,23
CGP-Align,1220,1835,Lipid/transport state,1,23
CGP-Align,1220,1835,Microtubule,1,23
CGP-Align,470,958,DNA damage/repair,2,18
CGP-Align,470,958,Cell cycle/mitosis,1,18
CGP-Align,470,958,Microtubule,1,18
CGP-Align,314,685,Cell cycle/mitosis,1,5
CGP-Align,314,685,Microtubule,1,5
CGP-Align,227,1486,Cell cycle/mitosis,2,33
CGP-Align,227,1486,PI3K/AKT/mTOR,2,33
CGP-Align,227,1486,DNA damage/repair,1,33
CGP-Align,1067,1536,PI3K/AKT/mTOR,1,13
CGP-Align,35,1236,Nuclear receptor/xenobiotic,5,30
CGP-Align,35,1236,Cell cycle/mitosis,1,30
CGP-Align,232,529,Nuclear receptor/xenobiotic,3,29
CGP-Align,232,529,Cell cycle/mitosis,1,29
CGP-Align,232,529,MAPK/RTK,1,29
CGP-Align,1080,1186,Cell cycle/mitosis,2,31
CGP-Align,1080,1186,Nuclear receptor/xenobiotic,2,31
CGP-Align,1080,1186,Lipid/transport state,1,31
CGP-Align,1080,1186,MAPK/RTK,1,31
CGP-Align,1080,1186,PI3K/AKT/mTOR,1,31
CGP-Align,570,1299,Cell cycle/mitosis,1,23
CGP-Align,570,1299,Epigenetic/chromatin,1,23
CGP-Align,570,1299,Proteostasis,1,23
CGP-Align,543,1553,DNA damage/repair,1,12
CGP-Align,1236,1692,Cell cycle/mitosis,2,28
CGP-Align,1236,1692,Nuclear receptor/xenobiotic,2,28
CGP-Align,1236,1692,DNA damage/repair,1,28
CGP-Align,1236,1692,MAPK/RTK,1,28
CGP-Align,1236,1692,PI3K/AKT/mTOR,1,28
CGP-Align,389,673,Nuclear receptor/xenobiotic,2,26
CGP-Align,389,673,Cell cycle/mitosis,1,26
CGP-Align,1323,1585,Cell cycle/mitosis,3,33
CGP-Align,1323,1585,Nuclear receptor/xenobiotic,2,33
CGP-Align,1323,1585,MAPK/RTK,1,33
CGP-Align,1323,1585,PI3K/AKT/mTOR,1,33
CGP-Align,273,841,Cell cycle/mitosis,3,30
CGP-Align,273,841,PI3K/AKT/mTOR,1,30
CGP-Align,171,367,Nuclear receptor/xenobiotic,2,26
CGP-Align,171,367,Lipid/transport state,1,26
CGP-Align,881,1269,PI3K/AKT/mTOR,2,24
CGP-Align,881,1269,Cell cycle/mitosis,1,24
CGP-Align,881,1269,Nuclear receptor/xenobiotic,1,24
CGP-Align,191,1564,Cell cycle/mitosis,1,15
CGP-Align,35,685,Nuclear receptor/xenobiotic,3,26
CGP-Align,35,685,Cell cycle/mitosis,1,26
CGP-Align,1011,1401,Cell cycle/mitosis,2,29
CGP-Align,1011,1401,PI3K/AKT/mTOR,2,29
CGP-Align,1011,1401,Microtubule,1,29
CGP-Align,816,1110,DNA damage/repair,1,20
CGP-Align,816,1110,Epigenetic/chromatin,1,20
CGP-Align,794,1076,DNA damage/repair,1,8
CGP-Align,35,116,Nuclear receptor/xenobiotic,2,28
CGP-Align,249,1527,Lipid/transport state,1,28
CGP-Align,249,1527,MAPK/RTK,1,28
CGP-Align,249,1527,Nuclear receptor/xenobiotic,1,28
CGP-Align,249,1527,PI3K/AKT/mTOR,1,28
CGP-Align,396,1739,Cell cycle/mitosis,1,25
CGP-Align,396,1739,Lipid/transport state,1,25
CGP-Align,379,387,Nuclear receptor/xenobiotic,2,27
CGP-Align,379,387,DNA damage/repair,1,27
CGP-Align,379,387,MAPK/RTK,1,27
CGP-Align,865,1119,Nuclear receptor/xenobiotic,2,19
CGP-Align,302,1214,Cell cycle/mitosis,1,26
CGP-Align,1245,1553,DNA damage/repair,1,16
CGP-Align,1245,1553,Nuclear receptor/xenobiotic,1,16
CGP-Align,0,1333,Cell cycle/mitosis,1,29
CGP-Align,0,1333,Lipid/transport state,1,29
CGP-Align,0,1333,PI3K/AKT/mTOR,1,29
CGP-Align,1060,1553,Cell cycle/mitosis,1,17
CGP-Align,1060,1553,DNA damage/repair,1,17
CGP-Align,1060,1553,Nuclear receptor/xenobiotic,1,17
CGP-Align,1060,1553,Proteostasis,1,17
CGP-Align,309,1763,Cell cycle/mitosis,1,31
CGP-Align,309,1763,Epigenetic/chromatin,1,31
CGP-Align,309,1763,MAPK/RTK,1,31
CGP-Align,309,1763,Nuclear receptor/xenobiotic,1,31
CGP-Align,816,965,DNA damage/repair,1,17
CGP-Align,235,820,Cell cycle/mitosis,2,19
CGP-Align,235,820,Nuclear receptor/xenobiotic,1,19
CGP-Align,235,820,PI3K/AKT/mTOR,1,19
CGP-Align,613,1236,Cell cycle/mitosis,2,8
CGP-Align,314,1236,Cell cycle/mitosis,1,5
CGP-Align,314,1236,Nuclear receptor/xenobiotic,1,5
CGP-Align,470,806,Nuclear receptor/xenobiotic,2,12
CGP-Align,470,806,Microtubule,1,12
CGP-Align,546,1001,Nuclear receptor/xenobiotic,1,18
CGP-Align,580,1181,Cell cycle/mitosis,1,16
CGP-Align,580,1181,Lipid/transport state,1,16
CGP-Align,580,1181,Nuclear receptor/xenobiotic,1,16
CGP-Align,685,1189,Cell cycle/mitosis,1,26
CGP-Align,685,1189,Nuclear receptor/xenobiotic,1,26
CGP-Align,685,1189,PI3K/AKT/mTOR,1,26
CGP-Align,205,1241,MAPK/RTK,2,20
CGP-Align,205,1241,Cell cycle/mitosis,1,20
CGP-Align,205,1241,DNA damage/repair,1,20
CGP-Align,205,1241,Microtubule,1,20
CGP-Align,205,1241,Nuclear receptor/xenobiotic,1,20
CGP-Align,205,1241,Proteostasis,1,20
CGP-Align,543,942,Nuclear receptor/xenobiotic,1,8
CGP-Align,806,1709,Nuclear receptor/xenobiotic,3,22
CGP-Align,806,1709,Cell cycle/mitosis,1,22
CGP-Align,1175,1596,Cell cycle/mitosis,1,24
CGP-Align,1175,1596,Lipid/transport state,1,24
CGP-Align,1175,1596,MAPK/RTK,1,24
CGP-Align,1175,1596,PI3K/AKT/mTOR,1,24
CGP-Align,1486,1585,Cell cycle/mitosis,3,33
CGP-Align,1486,1585,Nuclear receptor/xenobiotic,2,33
CGP-Align,1486,1585,MAPK/RTK,1,33
CGP-Align,1486,1585,PI3K/AKT/mTOR,1,33
CGP-Align,688,1060,Cell cycle/mitosis,1,19
CGP-Align,688,1060,Nuclear receptor/xenobiotic,1,19
CGP-Align,688,1060,Proteostasis,1,19
CGP-Align,309,1637,Nuclear receptor/xenobiotic,2,27
CGP-Align,309,1637,Cell cycle/mitosis,1,27
CGP-Align,232,273,Cell cycle/mitosis,2,28
CGP-Align,232,273,MAPK/RTK,1,28
CGP-Align,232,273,PI3K/AKT/mTOR,1,28
CGP-Align,841,1081,Nuclear receptor/xenobiotic,4,29
CGP-Align,841,1081,Cell cycle/mitosis,2,29
CGP-Align,841,1081,DNA damage/repair,1,29
CGP-Align,1220,1323,Cell cycle/mitosis,2,32
CGP-Align,1220,1323,DNA damage/repair,1,32
CGP-Align,1220,1323,MAPK/RTK,1,32
CGP-Align,1220,1323,PI3K/AKT/mTOR,1,32
CGP-Align,455,1267,Lipid/transport state,1,28
CGP-Align,455,1267,PI3K/AKT/mTOR,1,28
CGP-Align,1220,1692,Cell cycle/mitosis,1,21
CGP-Align,1220,1692,DNA damage/repair,1,21
CGP-Align,1220,1692,Epigenetic/chromatin,1,21
CGP-Align,1220,1692,MAPK/RTK,1,21
CGP-Align,1220,1692,Microtubule,1,21
CGP-Align,1220,1692,PI3K/AKT/mTOR,1,21
CGP-Align,534,570,Cell cycle/mitosis,1,19
CGP-Align,534,570,Epigenetic/chromatin,1,19
CGP-Align,534,570,Nuclear receptor/xenobiotic,1,19
CGP-Align,178,514,DNA damage/repair,1,13
CGP-Align,976,1056,Cell cycle/mitosis,3,30
CGP-Align,976,1056,Nuclear receptor/xenobiotic,2,30
CGP-Align,94,762,Cell cycle/mitosis,2,32
CGP-Align,94,762,PI3K/AKT/mTOR,1,32
CGP-Align,713,1214,Nuclear receptor/xenobiotic,3,24
CGP-Align,481,1716,Cell cycle/mitosis,2,32
CGP-Align,481,1716,PI3K/AKT/mTOR,2,32
CGP-Align,1238,1299,Cell cycle/mitosis,1,27
CGP-Align,1238,1299,Epigenetic/chromatin,1,27
CGP-Align,1238,1299,MAPK/RTK,1,27
CGP-Align,1238,1299,Proteostasis,1,27
CGP-Align,672,1763,Cell cycle/mitosis,1,33
CGP-Align,672,1763,Epigenetic/chromatin,1,33
CGP-Align,672,1763,Lipid/transport state,1,33
CGP-Align,672,1763,MAPK/RTK,1,33
CGP-Align,672,1763,PI3K/AKT/mTOR,1,33
CGP-Align,1220,1236,Cell cycle/mitosis,3,31
CGP-Align,1220,1236,DNA damage/repair,1,31
CGP-Align,1220,1236,MAPK/RTK,1,31
CGP-Align,1220,1236,Nuclear receptor/xenobiotic,1,31
CGP-Align,1220,1236,PI3K/AKT/mTOR,1,31
CGP-Align,543,1300,Cell cycle/mitosis,1,12
CGP-Align,543,1300,DNA damage/repair,1,12
CGP-Align,543,1300,Microtubule,1,12
CGP-Align,1220,1763,Cell cycle/mitosis,1,34
CGP-Align,1220,1763,Epigenetic/chromatin,1,34
CGP-Align,1220,1763,Lipid/transport state,1,34
CGP-Align,1220,1763,PI3K/AKT/mTOR,1,34
CGP-Align,116,1637,Nuclear receptor/xenobiotic,2,26
CGP-Align,1067,1501,Cell cycle/mitosis,1,14
CGP-Align,1067,1501,Lipid/transport state,1,14
CGP-Align,1067,1501,MAPK/RTK,1,14
CGP-Align,120,309,MAPK/RTK,2,30
CGP-Align,120,309,Cell cycle/mitosis,1,30
CGP-Align,120,309,Epigenetic/chromatin,1,30
CGP-Align,120,309,Nuclear receptor/xenobiotic,1,30
CGP-Align,460,1460,Cell cycle/mitosis,1,20
CGP-Align,94,481,Cell cycle/mitosis,2,26
CGP-Align,94,481,PI3K/AKT/mTOR,1,26
CGP-Align,205,806,Nuclear receptor/xenobiotic,3,15
CGP-Align,205,806,Cell cycle/mitosis,1,15
CGP-Align,205,806,MAPK/RTK,1,15
CGP-Align,205,806,Microtubule,1,15
CGP-Align,881,1401,Cell cycle/mitosis,2,30
CGP-Align,881,1401,PI3K/AKT/mTOR,2,30
CGP-Align,1128,1181,Cell cycle/mitosis,1,7
CGP-Align,309,958,Cell cycle/mitosis,1,33
CGP-Align,309,958,MAPK/RTK,1,33
CGP-Align,309,958,Nuclear receptor/xenobiotic,1,33
CGP-Align,309,673,Cell cycle/mitosis,3,30
CGP-Align,309,673,Epigenetic/chromatin,1,30
CGP-Align,309,673,Nuclear receptor/xenobiotic,1,30
CGP-Align,816,1553,Nuclear receptor/xenobiotic,1,15
CGP-Align,1214,1709,Nuclear receptor/xenobiotic,2,22
CGP-Align,50,1169,Cell cycle/mitosis,3,17
CGP-Align,50,1169,DNA damage/repair,2,17
CGP-Align,514,1338,Cell cycle/mitosis,5,18
CGP-Align,514,1338,DNA damage/repair,1,18
CGP-Align,514,1338,MAPK/RTK,1,18
CGP-Align,514,1338,Nuclear receptor/xenobiotic,1,18
CGP-Align,534,1112,Nuclear receptor/xenobiotic,1,14
CGP-Align,171,1073,Cell cycle/mitosis,1,27
