method,query_idx,retrieved_idx,pair_a,pair_b,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20
CGP-Align,580,1181,580,1181,7,0.7292407155036926,0.4999357461929321,50,16,0.19047619047619047,5.037496347360787e-24,23.29778525575339,3,3,Cell cycle/mitosis:1; Lipid/transport state:1; Nuclear receptor/xenobiotic:1,broxaldine,diphenyleneiodonium,,nitric oxide synthase inhibitor,,"NOS2, NOS3",,,THPO;FRMD6;ABCC8;IFNA1;IFNL1;IFNA2;IFNA6;ARAP3;TNFRSF17;IFNA13;USP1;CCNA1;NDEL1;IFNA5;IFNA14;E2F1
CGP-Align,685,1189,685,1189,7,0.8175845742225647,0.4613930881023407,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,3,3,Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,GW-843682X,NMS-1286937,PLK inhibitor,PLK inhibitor,"PLK1, PLK3","FLT3, PLK1, PLK2, PLK3",PLK1,,CHN2;DDX56;WRN;SYT11;TRRAP;MED14;SOCS2;FBXO5;TAGAP;POLQ;SYT12;REV3L;CISH;SOCS3;ACVR1;MDM2;UBTF;MYBBP1A;RACGAP1;ARHGEF26
CGP-Align,205,1241,205,1241,7,0.6844406723976135,0.4352291822433471,50,20,0.25,1.8231879712232907e-32,31.739168553146122,7,6,MAPK/RTK:2; Cell cycle/mitosis:1; DNA damage/repair:1; Microtubule:1,flubendazole,BNC105,tubulin polymerization inhibitor,tubulin polymerization inhibitor,TUBB,,,,KIF11;MDM2;RACGAP1;BTK;MED1;PRPF8;WEE1;TNPO1;CHN2;MAP3K2;MED14;ELAC1;SIK3;MAD2L2;FARP2;PSMB6;MAP3K3;BMX;AFF3;RDX
CGP-Align,543,942,543,942,7,0.5462877154350281,0.4118892550468445,50,8,0.08695652173913043,1.0043928957970136e-09,8.998096367770213,1,1,Nuclear receptor/xenobiotic:1,albendazole,M-344,tubulin polymerization inhibitor,HDAC inhibitor,"TUBA1A, TUBB, TUBB4B",,,,MDM2;FBXO5;PAGR1;SYT4;MED14;RACGAP1;GRB7;ARAP3
CGP-Align,806,1709,806,1709,7,0.7015967965126038,0.4077885746955871,50,22,0.28205128205128205,5.50373248182237e-37,36.25934268387355,4,2,Nuclear receptor/xenobiotic:3; Cell cycle/mitosis:1,CD-437,givinostat,retinoid receptor agonist,HDAC inhibitor,RARG,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",,,CHN2;ARHGEF26;NGEF;SGK3;ARHGEF9;PRPF8;HOXA2;MDM2;TRRAP;TFDP1;REV3L;CCNA1;CSK;TAGAP;ARAP3;TFDP2;PAK1;SRC;YES1;CRKL
CGP-Align,1175,1596,1175,1596,7,0.8101535439491272,0.4045687913894653,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,4,4,Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1; PI3K/AKT/mTOR:1,telatinib,lenvatinib,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",KDR,"FLT4, KDR",,,CHN2;POLQ;CDC25A;REV3L;WRN;CISH;DDX56;SOCS3;PIK3R3;TRRAP;SLC2A11;RUNX2;PCNA;AFF3;SOCS2;AFF1;E2F4;ACVR1;PI4KA;MAP3K2
CGP-Align,1486,1585,1486,1585,7,0.9048908948898317,0.3919395506381988,50,33,0.4925373134328358,1.4992566019752974e-65,64.82412403007055,7,4,Cell cycle/mitosis:3; Nuclear receptor/xenobiotic:2; MAPK/RTK:1; PI3K/AKT/mTOR:1,NVP-TAE226,TAK-901,protein tyrosine kinase inhibitor,Aurora kinase inhibitor,PTK2,AURKB,,,CHN2;REV3L;RUNX3;AFF3;WRN;CDC25A;MED14;CISH;DDX56;POLQ;RUNX2;PIK3R3;SOCS3;TAGAP;SOCS6;SYT11;PI4KA;TRRAP;SOCS2;MAP3K2
CGP-Align,1060,688,688,1060,7,0.6635282039642334,0.3783512413501739,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,3,3,Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1; Proteostasis:1,scriptaid,mebendazole,HDAC inhibitor,tubulin polymerization inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9","TUBA1A, TUBB, TUBB4B",,,PRPF8;MDM2;TRRAP;RACGAP1;ARHGEF26;CHN2;MED14;REV3L;BTK;AFF3;FBXO5;CDC42EP3;PSMB6;DDX56;TNPO1;ELAC1;SYT4;SYT11;RDX
CGP-Align,1637,309,309,1637,7,0.797243595123291,0.3760469555854797,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,3,2,Nuclear receptor/xenobiotic:2; Cell cycle/mitosis:1,crenolanib,amsacrine,PDGFR tyrosine kinase receptor inhibitor,topoisomerase inhibitor,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB","KCNH2, TOP2A",,,CHN2;SYT11;SOCS2;WRN;SYT4;SOCS6;PRPF8;PI4KA;MDM2;MED14;EHMT1;REV3L;SYT1;RUNX2;CRKL;AFF3;CSK;TNFRSF17;ACVR1;HS1BP3
CGP-Align,273,232,232,273,7,0.8735639452934265,0.3667963445186615,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,4,3,Cell cycle/mitosis:2; MAPK/RTK:1; PI3K/AKT/mTOR:1,foretinib,BX-912,VEGFR inhibitor,pyruvate dehydrogenase kinase inhibitor,"FLT1, FLT4, KDR, MET","CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1",PDPK1,,RUNX3;RUNX2;WRN;PI4KA;SYT11;SOCS2;CHN2;MED14;REV3L;CISH;RUNX1;CDC25A;SOCS3;DDX56;POLQ;TAGAP;SOCS6;AFF3;TRRAP;MDM2
CGP-Align,1081,841,841,1081,7,0.8126307129859924,0.3656862080097198,50,29,0.4084507042253521,2.1100714677989926e-54,53.67570283496529,7,3,Nuclear receptor/xenobiotic:4; Cell cycle/mitosis:2; DNA damage/repair:1,AT-9283,AT-7519,"Aurora kinase inhibitor, JAK inhibitor",CDK inhibitor,"AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A","CDK1, CDK2, CDK4, CDK5, CDK6, CDK9",AURKB,,CHN2;WRN;PI4KA;RUNX3;RUNX1;RUNX2;CDC25A;ARHGEF16;RAD52;RFC1;DDX56;TRRAP;CRKL;HS1BP3;SGK3;CCNA1;ARHGEF9;SGK1;TRIP10;BMX
CGP-Align,1220,1323,1220,1323,7,0.9106658101081848,0.361637532711029,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,5,4,Cell cycle/mitosis:2; DNA damage/repair:1; MAPK/RTK:1; PI3K/AKT/mTOR:1,GSK1070916,PHA-848125,Aurora kinase inhibitor,"CDK inhibitor, growth factor receptor inhibitor","AURKA, AURKB, AURKC, CYP2D6, CYP3A4","CDK2, CDK4, CDK7, NTRK1",,,CHN2;WRN;REV3L;POLQ;CDC25A;SYT11;RUNX3;SOCS2;DDX56;PI4KA;CISH;RUNX2;TRRAP;PIK3R3;AFF3;FBXO5;RFC1;SOCS3;SOCS6;SYT1
CGP-Align,1267,455,455,1267,7,0.8216767311096191,0.3608275055885315,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,2,2,Lipid/transport state:1; PI3K/AKT/mTOR:1,gilteritinib,CEP-33779,FLT3 inhibitor,JAK inhibitor,FLT3,JAK2,,,CHN2;SYT11;MED14;MDM2;RUNX2;REV3L;RUNX3;RD3;SLC2A11;SYT12;AFF1;POLQ;RUNX1;FBXO5;TAF1;ACVR1;SOCS2;SOCS3;KMT2C;SYT4
CGP-Align,1692,1220,1220,1692,7,0.7974332571029663,0.3409181833267212,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,6,6,Cell cycle/mitosis:1; DNA damage/repair:1; Epigenetic/chromatin:1; MAPK/RTK:1,GSK1070916,PTC-209,Aurora kinase inhibitor,BMI-1 inhibitor,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,,CHN2;REV3L;CDC25A;POLQ;MAP3K2;WRN;AFF3;PCNA;BRCA2;PRPF8;AFF1;TAGAP;PIK3R3;SOCS2;E2F4;EHMT1;PAK1;SGK3;CHD6;PHACTR1
CGP-Align,534,570,534,570,7,0.7222470045089722,0.3393710255622864,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,3,3,Cell cycle/mitosis:1; Epigenetic/chromatin:1; Nuclear receptor/xenobiotic:1,PHA-793887,AT13387,CDK inhibitor,HSP antagonist,"CDK1, CDK2, CDK4, CDK5, CDK7, CDK9",HSP90AA1,,,PI4KA;NCF4;HS1BP3;SGK3;SYT4;CD40;WRN;CHN2;CCNA1;SNX16;RFC1;USP24;CRKL;TNFRSF14;SNX10;KDM5A;TRRAP;BLM;ARAP3
CGP-Align,871,1259,871,1259,7,0.7434393763542175,0.3391910195350647,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,0,0,,oxyquinoline,tetramethylthiuram-monosulfide,chelating agent,,METAP2,,,,FRMD6;KSR2;LAX1;KCTD13;TNFRSF17;GYPB;KCTD12;ITK;POLQ;USP1;VPS13A;NANOG
CGP-Align,178,514,178,514,7,0.6758268475532532,0.3378058969974518,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,1,1,DNA damage/repair:1,serdemetan,mocetinostat,MDM inhibitor,HDAC inhibitor,MDM2,"HDAC1, HDAC11, HDAC2, HDAC3",MDM2,,REV3L;POLQ;BRCA2;CHN2;FBXO5;SYT11;SOCS6;KLF6;UBTF;KLF4;MED13;E2F4;YBX1
CGP-Align,1056,976,976,1056,7,0.8463242053985596,0.3372184038162231,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,2,Cell cycle/mitosis:3; Nuclear receptor/xenobiotic:2,R406,cabozantinib,SYK inhibitor,"RET tyrosine kinase inhibitor, VEGFR inhibitor","RET, SYK","KDR, MET",,,RUNX3;RUNX1;CHN2;MED14;TAGAP;RUNX2;SYT12;SYT11;VGLL4;AFF3;DDX56;SOCS3;TAF1;WRN;AFF1;E2F4;MDM2;WWTR1;SOCS2;PI4KA
CGP-Align,1245,942,942,1245,7,0.5631537437438965,0.3296606242656708,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,0,0,,M-344,oxibendazole,HDAC inhibitor,tubulin polymerization inhibitor,,"TUBB, TUBB4B",,,MDM2;PAGR1;EPHA4;FBXO5;MED14;PRPF8;TRRAP;USP36;SYT4;CSK;RACGAP1;AFF3;FRMD3
CGP-Align,762,94,94,762,7,0.8895155787467957,0.325704276561737,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,3,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:1,taselisib,OSI-420,PI3K inhibitor,EGFR inhibitor,PIK3CA,EGFR,,,RUNX3;MED14;DDX56;CHN2;WRN;RUNX2;RUNX1;SOCS2;PIK3R3;CISH;SOCS3;POLQ;MDM2;AFF3;SYT11;REV3L;PCNA;PAGE1;E2F4;TRRAP
CGP-Align,713,1214,713,1214,7,0.8845891952514648,0.3251927495002746,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,3,1,Nuclear receptor/xenobiotic:3,VE-822,NVP-TAE684,ATR kinase inhibitor,ALK tyrosine kinase receptor inhibitor,"ATM, ATR, MTOR, PIK3CG","ALK, INSR",,,CHN2;TAGAP;REV3L;SYT11;RUNX3;MDM2;POLQ;TRIP10;EHMT1;RUNX2;MYCT1;SYT12;CAMK1D;SYT4;TBC1D22A;AFF3;MED14;EIF5;ASAP3;ARHGEF25
CGP-Align,481,1716,481,1716,7,0.8221403956413269,0.323050320148468,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,4,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2,ZSTK-474,YM-201636,PI3K inhibitor,PI3K inhibitor,"PIK3CB, PIK3CD, PIK3CG",,,,AFF3;AFF1;RUNX3;DDX56;CISH;MED14;SOCS2;REV3L;SOCS3;MDM2;RUNX2;CDC25A;CHN2;PI4KA;RUNX1;POLQ;VGLL4;E2F1;ZFP36;WASF1
CGP-Align,1299,1238,1238,1299,7,0.7945201992988586,0.3102578222751617,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,4,4,Cell cycle/mitosis:1; Epigenetic/chromatin:1; MAPK/RTK:1; Proteostasis:1,barasertib-HQPA,TAS-103,Aurora kinase inhibitor,topoisomerase inhibitor,AURKB,TOP1,,,PI4KA;HS1BP3;SYT4;SOCS6;SYT11;CHN2;AFF3;FBXO5;MNAT1;TNFRSF14;REV3L;SNX16;MDM2;SGK3;NCF4;NSD1;TRIP10;CRKL;AFF1;UBE2N
CGP-Align,1763,672,672,1763,7,0.8656075596809387,0.3025779724121094,50,33,0.4925373134328358,1.4992566019752974e-65,64.82412403007055,5,5,Cell cycle/mitosis:1; Epigenetic/chromatin:1; Lipid/transport state:1; MAPK/RTK:1,TG-101348,AZ3146,"FLT3 inhibitor, JAK inhibitor",monopolar spindle 1 kinase inhibitor,"BRD4, JAK1, JAK2, JAK3, TYK2",,,,CHN2;SYT11;RUNX3;REV3L;SOCS2;SOCS6;RUNX2;AFF3;PI4KA;MED14;FBXO5;POLQ;KMT2C;PRPF8;EHMT1;WRN;MDM2;SYT4;SYT12;CISH
CGP-Align,1236,1220,1220,1236,8,0.8774086236953735,0.6316693425178528,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,7,5,Cell cycle/mitosis:3; DNA damage/repair:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,GSK1070916,CCT129202,Aurora kinase inhibitor,Aurora kinase inhibitor,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4","AURKA, AURKB, AURKC",,,CHN2;REV3L;SYT11;POLQ;TAGAP;CDC25A;DDX56;WRN;PIK3R3;PCNA;FBXO5;PI4KA;RUNX3;E2F4;SYT12;AFF3;BRCA2;AFF1;SOCS6;SYT4
CGP-Align,543,1300,543,1300,8,0.5332134962081909,0.5749190449714661,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,3,3,Cell cycle/mitosis:1; DNA damage/repair:1; Microtubule:1,albendazole,JK-184,tubulin polymerization inhibitor,hedgehog pathway inhibitor,"TUBA1A, TUBB, TUBB4B",,,,KIF11;MDM2;WEE1;MAD2L2;GTF2I;RACGAP1;MED14;MED1;TPPP;BUD31;SH3BP4;MSN
CGP-Align,1763,1220,1220,1763,8,0.8644766807556152,0.5084212422370911,50,34,0.5151515151515151,1.7276785145474666e-68,67.76253706761372,4,4,Cell cycle/mitosis:1; Epigenetic/chromatin:1; Lipid/transport state:1; PI3K/AKT/mTOR:1,GSK1070916,AZ3146,Aurora kinase inhibitor,monopolar spindle 1 kinase inhibitor,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,,CHN2;REV3L;POLQ;CDC25A;AFF3;RUNX3;SOCS2;SYT11;WRN;RUNX2;FBXO5;CISH;PI4KA;AFF1;SOCS6;DDX56;PCNA;PRPF8;KMT2C;EHMT1
CGP-Align,1637,116,116,1637,8,0.7937629222869873,0.507392406463623,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,2,1,Nuclear receptor/xenobiotic:2,MK-1775,amsacrine,WEE1 kinase inhibitor,topoisomerase inhibitor,WEE1,"KCNH2, TOP2A",WEE1,,CHN2;SYT11;SOCS2;SYT4;MDM2;WRN;AFF3;MED14;PRPF8;SOCS6;REV3L;EHMT1;RUNX2;PI4KA;SYT12;TAGAP;RACGAP1;SYT1;RNF19A;RUNX1
CGP-Align,1067,1501,1067,1501,8,0.7592103481292725,0.5042107105255127,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,3,3,Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1,BIX-01294,ceritinib,histone lysine methyltransferase inhibitor,ALK tyrosine kinase receptor inhibitor,"EHMT1, EHMT2","ALK, FLT3, IGF1R, INSR, TSSK1B",,,RNF19A;MNAT1;MREG;CD63;FGFR2;SFT2D2;GEMIN2;SOCS6;PRRG4;PRICKLE1;TSPAN7;MAD2L1;SYT11;BPTF
CGP-Align,120,309,120,309,8,0.9076285362243652,0.5011885762214661,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,4,MAPK/RTK:2; Cell cycle/mitosis:1; Epigenetic/chromatin:1; Nuclear receptor/xenobiotic:1,BGT226,crenolanib,PI3K inhibitor,PDGFR tyrosine kinase receptor inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CG","CSF1R, FLT3, KIT, PDGFRA, PDGFRB",,,CHN2;REV3L;SOCS6;PRPF8;CDC25A;SYT11;FBXO5;SOCS2;POLQ;EHMT1;CISH;WRN;PI4KA;AFF3;RUNX3;TRRAP;UBTF;MDM2;DDX56;MED14
CGP-Align,1460,460,460,1460,8,0.6784581542015076,0.4841499626636505,50,20,0.25,1.8231879712232907e-32,31.739168553146122,1,1,Cell cycle/mitosis:1,mechlorethamine,amonafide,DNA inhibitor,topoisomerase inhibitor,,"TOP2A, TOP2B",,,SGK3;IFNA1;NFKBIE;CCNA1;IFNA13;IFNA6;IFNA2;FRMD6;USP17L2;IFNA5;IFNA14;NCF4;SOCS6;FBXO5;SKP2;IFNA8;WRN;BTK;THPO;HS1BP3
CGP-Align,481,94,94,481,8,0.8216139674186707,0.4831884503364563,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,3,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:1,taselisib,ZSTK-474,PI3K inhibitor,PI3K inhibitor,PIK3CA,"PIK3CB, PIK3CD, PIK3CG",,,DDX56;AFF3;RUNX3;AFF1;MED14;CHN2;SOCS2;CISH;PIK3R3;RUNX2;POLQ;MDM2;E2F1;E2F4;RUNX1;CCNT1;SOCS3;BLNK;REV3L;SYT12
CGP-Align,205,806,205,806,8,0.6820198893547058,0.4803133606910705,50,15,0.17647058823529413,4.846287989994581e-22,21.31459078154205,6,4,Nuclear receptor/xenobiotic:3; Cell cycle/mitosis:1; MAPK/RTK:1; Microtubule:1,flubendazole,CD-437,tubulin polymerization inhibitor,retinoid receptor agonist,TUBB,RARG,,,KIF11;MDM2;CHN2;ARHGEF9;PRPF8;ARHGEF26;RACGAP1;TRRAP;MED14;REV3L;DDX56;FARP2;CDC42EP3;MAP3K2;POLQ
CGP-Align,1401,881,881,1401,8,0.8638671636581421,0.4795624017715454,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,4,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2,PP242,PI-103,mTOR inhibitor,"mTOR inhibitor, PI3K inhibitor","MTOR, PASK","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",MTOR,MTOR,RUNX3;AFF3;CHN2;MED14;AFF1;RUNX2;REV3L;RUNX1;SOCS3;DDX56;PI4KA;WRN;CDC25A;CISH;POLQ;CCNT1;MDM2;ZFP36;PIK3R3;SYT11
CGP-Align,1128,1181,1128,1181,8,0.6837477684020996,0.4333871901035309,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,1,1,Cell cycle/mitosis:1,TW-37,diphenyleneiodonium,BCL inhibitor,nitric oxide synthase inhibitor,"BCL2, BCL2L1, MCL1","NOS2, NOS3",,,NANOG;THPO;CCNA1;PPP1R3C;RASSF2;USP10;UBTF
CGP-Align,958,309,309,958,8,0.9021624326705932,0.4228805005550384,50,33,0.4925373134328358,1.4992566019752974e-65,64.82412403007055,3,3,Cell cycle/mitosis:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,crenolanib,NVP-AUY922,PDGFR tyrosine kinase receptor inhibitor,HSP inhibitor,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB","HSP90AA1, HSP90AB1",,,CHN2;SOCS2;REV3L;SYT11;WRN;MDM2;DDX56;MED14;TRRAP;PI4KA;AFF3;POLQ;RUNX3;PRPF8;FBXO5;SOCS6;CDC25A;CISH;CSK;RUNX2
CGP-Align,673,309,309,673,8,0.8066151738166809,0.4209851622581482,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,3,Cell cycle/mitosis:3; Epigenetic/chromatin:1; Nuclear receptor/xenobiotic:1,crenolanib,CUDC-907,PDGFR tyrosine kinase receptor inhibitor,PI3K inhibitor,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB","HDAC2, PIK3R1",,,CHN2;DDX56;REV3L;PRPF8;SOCS6;MED14;SOCS2;TRRAP;CDC25A;FBXO5;MDM2;UBTF;CISH;AFF3;WRN;PI4KA;CRKL;POLQ;SYT11;CSK
CGP-Align,1553,816,816,1553,8,0.68976229429245,0.4094486832618713,50,15,0.17647058823529413,4.846287989994581e-22,21.31459078154205,1,1,Nuclear receptor/xenobiotic:1,crystal-violet,vorinostat,other antibiotic,HDAC inhibitor,,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9",,,SOCS6;MDM2;ARHGEF26;FBXO5;HOXA2;TRRAP;PRPF8;TFDP2;MED14;REV3L;SRA1;MED13;TFDP1;NGEF;TNPO1
CGP-Align,1709,1214,1214,1709,8,0.7579069137573242,0.4006772935390472,50,22,0.28205128205128205,5.50373248182237e-37,36.25934268387355,2,1,Nuclear receptor/xenobiotic:2,NVP-TAE684,givinostat,ALK tyrosine kinase receptor inhibitor,HDAC inhibitor,"ALK, INSR","HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",,,CHN2;SOCS6;REV3L;FBXO5;PRPF8;RNF19A;SYT11;TAGAP;EHMT1;ARHGEF26;ARAP3;LYN;TRIP10;MDM2;SYT4;CSK;SRA1;BLK;CRKL;CAMK1D
CGP-Align,50,1169,50,1169,8,0.7350288033485413,0.3982720971107483,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,5,2,Cell cycle/mitosis:3; DNA damage/repair:2,carmofur,gossypol,thymidylate synthase inhibitor,"BCL inhibitor, MCL1 inhibitor",TYMS,BCL2,,,POLQ;REV3L;CDC42EP3;BRCA2;CHN2;E2F4;CDC25A;DDX56;CDC25C;E2F5;TRRAP;CISH;MAT1A;WRN;PRPF8;EIF2AK1;RAD52
CGP-Align,1338,514,514,1338,8,0.7477592825889587,0.3708104193210602,50,18,0.21951219512195122,3.819985189669634e-28,27.417938320872903,8,4,Cell cycle/mitosis:5; DNA damage/repair:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,mocetinostat,BMS-265246,HDAC inhibitor,CDK inhibitor,"HDAC1, HDAC11, HDAC2, HDAC3","CDK1, CDK2",,,CDC25A;CHN2;REV3L;POLQ;CDC25C;WRN;CDC42EP3;CDC25B;SGK3;BLK;CCNA1;RAD52;PAK1;PI4KA;SOCS6;AFF3;ARAF;SYT11
CGP-Align,534,1112,534,1112,8,0.7172634601593018,0.3664911389350891,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,1,1,Nuclear receptor/xenobiotic:1,PHA-793887,dovitinib,CDK inhibitor,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","CDK1, CDK2, CDK4, CDK5, CDK7, CDK9","CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB",,,PI4KA;HS1BP3;SGK1;SYT4;WRN;CRKL;CHN2;CD40;TRIP10;PSTPIP1;RFC1;TNFRSF14;ARAP3;TRRAP
CGP-Align,171,1073,171,1073,8,0.885388970375061,0.3535061478614807,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,3,3,Cell cycle/mitosis:1; Lipid/transport state:1; PI3K/AKT/mTOR:1,WHI-P154,saracatinib,JAK inhibitor,src inhibitor,"EGFR, JAK1, JAK2, JAK3","ABL1, LCK, SRC, YES1",,,RUNX3;RUNX2;RUNX1;CHN2;MED14;AFF3;WRN;REV3L;DDX56;AFF1;SOCS3;SYT11;POLQ;MDM2;E2F4;SLC2A11;SOCS2;CISH;PI4KA;PIK3R3
CGP-Align,528,387,387,528,8,0.9078474640846252,0.349952220916748,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,4,4,Cell cycle/mitosis:1; DNA damage/repair:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,tozasertib,rociletinib,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor",EGFR inhibitor,"AURKA, AURKB, AURKC, LCK",EGFR,,,CHN2;REV3L;WRN;PI4KA;RUNX3;SYT11;SOCS2;MDM2;AFF3;POLQ;MED14;SOCS6;RUNX2;CISH;RUNX1;DDX56;CDC25A;TRRAP;NSD1;SYT4
CGP-Align,1110,698,698,1110,8,0.8391987085342407,0.3478778600692749,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,0,0,,TG-101209,ponatinib,JAK inhibitor,"Bcr-Abl kinase inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor","JAK2, JAK3","ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK",LYN,,REV3L;CHN2;SOCS6;MDM2;PRPF8;SYT11;POLQ;TAGAP;NSD1;EHMT1;SOCS2;FBXO5;STAG1;AFF3;TRIP10;KMT2C;MED13;SRA1;HS1BP3;UBTF
CGP-Align,1220,1079,1079,1220,8,0.9101393818855286,0.3471268117427826,50,34,0.5151515151515151,1.7276785145474666e-68,67.76253706761372,5,5,Cell cycle/mitosis:1; Epigenetic/chromatin:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,AP26113,GSK1070916,ALK tyrosine kinase receptor inhibitor,Aurora kinase inhibitor,"ALK, EGFR","AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,CHN2;REV3L;POLQ;RUNX3;WRN;SYT11;CDC25A;SOCS6;RUNX2;DDX56;AFF3;PI4KA;TAGAP;SOCS2;PRPF8;CISH;FBXO5;TRRAP;EHMT1;AFF1
CGP-Align,1854,555,555,1854,8,0.6373378038406372,0.3431646823883056,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,0,0,,EVP4593,NH125,NFkB pathway inhibitor,eukaryotic translation elongation factor 2 inhibitor,,,,,NF2;MYBL2;EZR;MSN;E2F5;E2F4;SOCS2
CGP-Align,529,571,529,571,8,0.8896989822387695,0.3390081822872162,50,33,0.4925373134328358,1.4992566019752974e-65,64.82412403007055,6,2,Nuclear receptor/xenobiotic:4; Cell cycle/mitosis:2,VER-49009,VS-4718,HSP inhibitor,focal adhesion kinase inhibitor,HSP90AA1,,,,RUNX3;CHN2;DDX56;RUNX1;WRN;MED14;SYT11;RUNX2;PI4KA;AFF3;MDM2;REV3L;SOCS2;POLQ;ARHGEF16;CISH;CDC25A;TRRAP;SYT12;SYT4
